"Plot Title: 32deg"
"#","Date Time, GMT+09:30","Temp, °C (LGR S/N: 10484773, SEN S/N: 10484773)","Intensity, Lux (LGR S/N: 10484773, SEN S/N: 10484773)","Coupler Detached (LGR S/N: 10484773)","Coupler Attached (LGR S/N: 10484773)"
376,06/14/14 01:26:06  AM,31.880,0.0,,
377,06/14/14 01:27:06  AM,31.983,0.0,,
378,06/14/14 01:28:06  AM,31.880,0.0,,
379,06/14/14 01:29:06  AM,31.880,0.0,,
380,06/14/14 01:30:06  AM,31.880,0.0,,
381,06/14/14 01:31:06  AM,31.880,0.0,,
382,06/14/14 01:32:06  AM,31.880,0.0,,
383,06/14/14 01:33:06  AM,31.880,0.0,,
384,06/14/14 01:34:06  AM,31.880,0.0,,
385,06/14/14 01:35:06  AM,31.983,0.0,,
386,06/14/14 01:36:06  AM,31.880,0.0,,
387,06/14/14 01:37:06  AM,31.983,0.0,,
388,06/14/14 01:38:06  AM,31.880,0.0,,
389,06/14/14 01:39:06  AM,31.983,0.0,,
390,06/14/14 01:40:06  AM,31.880,0.0,,
391,06/14/14 01:41:06  AM,31.880,0.0,,
392,06/14/14 01:42:06  AM,31.880,0.0,,
393,06/14/14 01:43:06  AM,31.880,0.0,,
394,06/14/14 01:44:06  AM,31.880,0.0,,
395,06/14/14 01:45:06  AM,31.880,0.0,,
396,06/14/14 01:46:06  AM,31.880,0.0,,
397,06/14/14 01:47:06  AM,31.983,0.0,,
398,06/14/14 01:48:06  AM,31.983,0.0,,
399,06/14/14 01:49:06  AM,31.983,0.0,,
400,06/14/14 01:50:06  AM,31.880,0.0,,
401,06/14/14 01:51:06  AM,31.983,0.0,,
402,06/14/14 01:52:06  AM,31.983,0.0,,
403,06/14/14 01:53:06  AM,31.880,0.0,,
404,06/14/14 01:54:06  AM,31.983,0.0,,
405,06/14/14 01:55:06  AM,31.880,0.0,,
406,06/14/14 01:56:06  AM,31.983,0.0,,
407,06/14/14 01:57:06  AM,31.983,0.0,,
408,06/14/14 01:58:06  AM,31.983,0.0,,
409,06/14/14 01:59:06  AM,31.983,0.0,,
410,06/14/14 02:00:06  AM,31.983,0.0,,
411,06/14/14 02:01:06  AM,31.880,0.0,,
412,06/14/14 02:02:06  AM,31.880,0.0,,
413,06/14/14 02:03:06  AM,31.983,0.0,,
414,06/14/14 02:04:06  AM,31.983,0.0,,
415,06/14/14 02:05:06  AM,31.880,0.0,,
416,06/14/14 02:06:06  AM,31.880,0.0,,
417,06/14/14 02:07:06  AM,31.880,0.0,,
418,06/14/14 02:08:06  AM,31.983,0.0,,
419,06/14/14 02:09:06  AM,31.880,0.0,,
420,06/14/14 02:10:06  AM,31.880,0.0,,
421,06/14/14 02:11:06  AM,31.880,0.0,,
422,06/14/14 02:12:06  AM,31.880,0.0,,
423,06/14/14 02:13:06  AM,31.983,0.0,,
424,06/14/14 02:14:06  AM,31.983,0.0,,
425,06/14/14 02:15:06  AM,31.983,0.0,,
426,06/14/14 02:16:06  AM,31.983,0.0,,
427,06/14/14 02:17:06  AM,31.880,0.0,,
428,06/14/14 02:18:06  AM,31.880,0.0,,
429,06/14/14 02:19:06  AM,31.880,0.0,,
430,06/14/14 02:20:06  AM,31.880,0.0,,
431,06/14/14 02:21:06  AM,31.880,0.0,,
432,06/14/14 02:22:06  AM,31.983,0.0,,
433,06/14/14 02:23:06  AM,31.880,0.0,,
434,06/14/14 02:24:06  AM,31.880,0.0,,
435,06/14/14 02:25:06  AM,31.983,0.0,,
436,06/14/14 02:26:06  AM,31.983,0.0,,
437,06/14/14 02:27:06  AM,31.880,0.0,,
438,06/14/14 02:28:06  AM,31.880,0.0,,
439,06/14/14 02:29:06  AM,31.880,0.0,,
440,06/14/14 02:30:06  AM,31.880,0.0,,
441,06/14/14 02:31:06  AM,31.880,0.0,,
442,06/14/14 02:32:06  AM,31.983,0.0,,
443,06/14/14 02:33:06  AM,31.880,0.0,,
444,06/14/14 02:34:06  AM,31.880,0.0,,
445,06/14/14 02:35:06  AM,31.880,0.0,,
446,06/14/14 02:36:06  AM,31.880,0.0,,
447,06/14/14 02:37:06  AM,31.983,0.0,,
448,06/14/14 02:38:06  AM,31.880,0.0,,
449,06/14/14 02:39:06  AM,31.983,0.0,,
450,06/14/14 02:40:06  AM,31.983,0.0,,
451,06/14/14 02:41:06  AM,31.880,0.0,,
452,06/14/14 02:42:06  AM,31.983,0.0,,
453,06/14/14 02:43:06  AM,31.880,0.0,,
454,06/14/14 02:44:06  AM,31.880,0.0,,
455,06/14/14 02:45:06  AM,31.880,0.0,,
456,06/14/14 02:46:06  AM,31.880,0.0,,
457,06/14/14 02:47:06  AM,31.880,0.0,,
458,06/14/14 02:48:06  AM,31.880,0.0,,
459,06/14/14 02:49:06  AM,31.880,0.0,,
460,06/14/14 02:50:06  AM,31.880,0.0,,
461,06/14/14 02:51:06  AM,31.880,0.0,,
462,06/14/14 02:52:06  AM,31.880,0.0,,
463,06/14/14 02:53:06  AM,31.880,0.0,,
464,06/14/14 02:54:06  AM,31.880,0.0,,
465,06/14/14 02:55:06  AM,31.880,0.0,,
466,06/14/14 02:56:06  AM,31.880,0.0,,
467,06/14/14 02:57:06  AM,31.880,0.0,,
468,06/14/14 02:58:06  AM,31.880,0.0,,
469,06/14/14 02:59:06  AM,31.880,0.0,,
470,06/14/14 03:00:06  AM,31.880,0.0,,
471,06/14/14 03:01:06  AM,31.880,0.0,,
472,06/14/14 03:02:06  AM,31.880,0.0,,
473,06/14/14 03:03:06  AM,31.880,0.0,,
474,06/14/14 03:04:06  AM,31.880,0.0,,
475,06/14/14 03:05:06  AM,31.880,0.0,,
