Name,CL.1d_log2,CL.3d_log2,AH.1d_log2,AH.3d_log2,CL.1d,CL.3d,AH.1d,AH.3d
aug_v2a.07245,NA,NA,-0.410968084,-0.36047483,0,0,0,0
aug_v2a.11596,NA,NA,-0.462054432,-0.36400565,0,0,0,0
aug_v2a.08732,NA,NA,-0.553776146,-0.36618788,0,0,0,0
aug_v2a.15801,NA,NA,-0.257876096,-0.369084148,0,0,0,0
aug_v2a.03519,NA,NA,-0.313178485,-0.369691651,0,0,0,0
aug_v2a.10599,NA,NA,-0.344667224,-0.369715132,0,0,0,0
aug_v2a.16592,NA,NA,-0.497329252,-0.37120649,0,0,0,0
aug_v2a.09168,NA,NA,-0.488742403,-0.37172937,0,0,0,0
aug_v2a.05954,NA,NA,-0.263451124,-0.373361353,0,0,0,0
aug_v2a.08271,NA,NA,-0.52103025,-0.377113044,0,0,0,0
aug_v2a.23657,NA,-0.603460737,-0.596678501,-0.379393771,0,1,0,0
aug_v2a.08291,NA,NA,-0.553296089,-0.379681139,0,0,0,0
aug_v2a.10917,NA,NA,-0.236799973,-0.380472337,0,0,0,0
aug_v2a.09792,NA,NA,-0.335433327,-0.381006797,0,0,0,0
aug_v2a.08971,NA,NA,-0.383792782,-0.381643925,0,0,0,0
aug_v2a.11487,NA,NA,-0.546607723,-0.382040226,0,0,0,0
aug_v2a.12420,NA,NA,-0.385244109,-0.382947915,0,0,0,0
aug_v2a.01114,NA,NA,-0.447398276,-0.38399364,0,0,0,0
aug_v2a.03052,NA,NA,-0.369813326,-0.385509618,0,0,0,0
aug_v2a.02325,NA,NA,-0.328904205,-0.385925209,0,0,0,0
aug_v2a.21316,NA,NA,-0.466058175,-0.386587056,0,0,0,0
aug_v2a.16529,NA,NA,-0.352048087,-0.38688413,0,0,0,0
aug_v2a.10508,NA,NA,-0.355634956,-0.3881678,0,0,0,0
aug_v2a.05451,NA,NA,-0.434824003,-0.390577708,0,0,0,0
aug_v2a.07325,NA,NA,-0.353767674,-0.391460125,0,0,0,0
aug_v2a.11806,NA,NA,-0.44160292,-0.394284191,0,0,0,0
aug_v2a.07292,NA,NA,-0.482846875,-0.397960171,0,0,0,0
aug_v2a.21221,NA,NA,-0.344019229,-0.40121386,0,0,0,0
aug_v2a.19311,NA,NA,-0.275286736,-0.401467311,0,0,0,0
aug_v2a.04570,NA,NA,-0.404414863,-0.402460783,0,0,0,0
aug_v2a.20866,NA,NA,-0.398594633,-0.403515162,0,0,0,0
aug_v2a.06541,NA,NA,-0.285928137,-0.403821612,0,0,0,0
aug_v2a.11338,NA,NA,-0.501531652,-0.405748442,0,0,0,0
aug_v2a.10878,NA,NA,-0.517359155,-0.408872106,0,0,0,0
aug_v2a.14675,NA,NA,-0.482572229,-0.41131874,0,0,0,0
aug_v2a.02986,NA,NA,-0.459028377,-0.412116113,0,0,0,0
aug_v2a.16815,NA,NA,-0.349076662,-0.412979231,0,0,0,0
aug_v2a.08371,NA,NA,-0.495000487,-0.414341171,0,0,0,0
aug_v2a.10604,NA,NA,-0.36946452,-0.415735462,0,0,0,0
aug_v2a.01939,NA,NA,-0.274459983,-0.421998101,0,0,0,0
aug_v2a.14209,NA,NA,-0.530365081,-0.425249248,0,0,0,0
aug_v2a.01863,NA,NA,-0.360669647,-0.427492058,0,0,0,0
aug_v2a.06014,NA,NA,-0.394289245,-0.433116704,0,0,0,0
aug_v2a.22760,NA,NA,-0.41439575,-0.433382304,0,0,0,0
aug_v2a.08417,NA,NA,-0.592107115,-0.43701193,0,0,0,0
aug_v2a.21448,NA,NA,-0.465964312,-0.445157449,0,0,0,0
aug_v2a.00899,NA,NA,-0.492566471,-0.445485288,0,0,0,0
aug_v2a.24127,NA,NA,-0.343435843,-0.448394006,0,0,0,0
aug_v2a.17422,NA,NA,-0.46951209,-0.448931518,0,0,0,0
aug_v2a.02541,NA,NA,-0.471201666,-0.450703899,0,0,0,0
aug_v2a.11468,NA,NA,-0.542139364,-0.453274123,0,0,0,0
aug_v2a.11690,NA,NA,-0.413129708,-0.457273423,0,0,0,0
aug_v2a.05081,NA,NA,-0.457034934,-0.459156272,0,0,0,0
aug_v2a.19899,NA,NA,-0.502645812,-0.459440992,0,0,0,0
aug_v2a.04587,NA,NA,-0.445552744,-0.463593733,0,0,0,0
aug_v2a.16019,NA,NA,-0.548960864,-0.466708673,0,0,0,0
aug_v2a.13489,NA,NA,-0.596425999,-0.470521089,0,0,0,0
aug_v2a.12148,NA,NA,-0.462111781,-0.471256746,0,0,0,0
aug_v2a.17342,NA,NA,-0.374714532,-0.474009243,0,0,0,0
aug_v2a.02729,NA,NA,-0.53561396,-0.477305215,0,0,0,0
aug_v2a.10099,NA,NA,-0.579029111,-0.485231451,0,0,0,0
aug_v2a.04653,NA,NA,-0.490821769,-0.487966389,0,0,0,0
aug_v2a.13592,NA,NA,-0.487132711,-0.493475899,0,0,0,0
aug_v2a.17168,NA,NA,-0.569822229,-0.494086591,0,0,0,0
aug_v2a.11202,NA,NA,-0.225371918,-0.496298455,0,0,0,0
aug_v2a.13556,NA,NA,-0.564225216,-0.505082359,0,0,0,0
aug_v2a.11510,NA,NA,-0.561261019,-0.508626867,0,0,0,0
aug_v2a.11689,NA,NA,-0.406784539,-0.509575239,0,0,0,0
aug_v2a.11691,NA,NA,-0.558953584,-0.513449587,0,0,0,0
aug_v2a.21005,NA,NA,-0.416169597,-0.513551873,0,0,0,0
aug_v2a.13971,NA,NA,-0.422777528,-0.517180973,0,0,0,0
aug_v2a.21987,NA,NA,-0.519457951,-0.517966803,0,0,0,0
aug_v2a.13369,NA,NA,-0.559223368,-0.518730792,0,0,0,0
aug_v2a.10217,NA,NA,-0.493426788,-0.526957269,0,0,0,0
aug_v2a.13235,NA,NA,-0.597977854,-0.54040103,0,0,0,0
aug_v2a.01176,NA,-0.607688426,-0.342035911,-0.541883691,0,1,0,0
aug_v2a.09178,NA,NA,-0.38628437,-0.552501011,0,0,0,0
aug_v2a.10567,NA,NA,-0.391143754,-0.565962389,0,0,0,0
aug_v2a.13413,NA,NA,-0.312247462,-0.568072394,0,0,0,0
aug_v2a.01238,NA,NA,-0.357677749,-0.570699043,0,0,0,0
aug_v2a.03173,NA,NA,-0.430212524,-0.571049957,0,0,0,0
aug_v2a.14617,NA,NA,-0.54209264,-0.576649976,0,0,0,0
aug_v2a.19535,NA,NA,-0.34348478,-0.586849032,0,0,0,0
aug_v2a.18493,NA,0.631371686,NA,0.587315791,0,1,0,0
aug_v2a.16955,NA,0.628698605,NA,0.579226589,0,1,0,0
aug_v2a.07144,NA,0.828489588,0.844848846,0.563841151,0,1,1,0
aug_v2a.07786,NA,0.824495943,0.928969788,0.495580435,0,1,1,0
aug_v2a.01886,NA,0.628133461,NA,0.47566111,0,1,0,0
aug_v2a.21010,NA,0.577885364,0.608762826,0.58826461,0,0,1,0
aug_v2a.00874,NA,0.454960133,1.024417558,0.576053406,0,0,1,0
aug_v2a.23412,NA,0.573931071,0.916824515,0.568300342,0,0,1,0
aug_v2a.06144,NA,0.469833893,0.807258904,0.564429184,0,0,1,0
aug_v2a.08752,NA,0.412756522,NA,0.555961743,0,0,0,0
aug_v2a.05777,NA,0.542772422,0.755726181,0.546748744,0,0,1,0
aug_v2a.14805,NA,0.417117151,0.842563055,0.536019064,0,0,1,0
aug_v2a.04816,NA,0.455606286,0.689942314,0.530669469,0,0,1,0
aug_v2a.04697,NA,-0.342455184,0.994323519,0.522413259,0,0,1,0
aug_v2a.15791,NA,0.468595914,0.654587902,0.512988053,0,0,1,0
aug_v2a.06543,NA,0.528089152,1.017614613,0.501780707,0,0,1,0
aug_v2a.00143,NA,0.422833012,NA,0.47972,0,0,0,0
aug_v2a.19989,NA,0.547189481,NA,0.468308347,0,0,0,0
aug_v2a.08975,NA,0.466583826,NA,0.466264684,0,0,0,0
aug_v2a.10377,NA,0.444009801,0.875496237,0.445232811,0,0,1,0
aug_v2a.07365,NA,0.343130455,NA,0.444274366,0,0,0,0
aug_v2a.17796,NA,0.364847287,NA,0.442930496,0,0,0,0
aug_v2a.13046,NA,0.437582782,NA,0.431695618,0,0,0,0
aug_v2a.08028,NA,-0.326179048,0.875319303,0.416939754,0,0,1,0
aug_v2a.18715,NA,0.367387496,NA,0.397132918,0,0,0,0
aug_v2a.01049,NA,0.410178572,NA,0.390635324,0,0,0,0
aug_v2a.13058,NA,0.331272794,NA,0.39054893,0,0,0,0
aug_v2a.09507,NA,0.33348561,0.612320763,0.387406741,0,0,1,0
aug_v2a.14594,NA,0.459028057,NA,0.37937799,0,0,0,0
aug_v2a.14222,NA,0.255541061,0.783879402,0.375373309,0,0,1,0
aug_v2a.04492,NA,0.252852085,0.654605282,0.370933353,0,0,1,0
aug_v2a.00142,NA,0.324385218,NA,0.314783986,0,0,0,0
aug_v2a.00905,NA,0.31246804,NA,0.314331209,0,0,0,0
aug_v2a.09365,NA,0.285046739,NA,0.187379575,0,0,0,0
aug_v2a.12712,NA,-0.288056546,NA,-0.21354189,0,0,0,0
aug_v2a.10506,NA,-0.247272739,NA,-0.256798862,0,0,0,0
aug_v2a.01649,NA,-0.205780993,NA,-0.258759457,0,0,0,0
aug_v2a.17177,NA,-0.258270513,NA,-0.262242256,0,0,0,0
aug_v2a.03847,NA,-0.299687429,NA,-0.343320799,0,0,0,0
aug_v2a.17916,NA,-0.409472858,-0.658052959,-0.37933603,0,0,1,0
aug_v2a.14341,NA,-0.39619488,NA,-0.383969548,0,0,0,0
aug_v2a.13575,NA,-0.41705242,NA,-0.385693547,0,0,0,0
aug_v2a.16047,NA,-0.313568873,-0.77026684,-0.392343717,0,0,1,0
aug_v2a.14297,NA,-0.384724805,NA,-0.400599854,0,0,0,0
aug_v2a.17888,NA,-0.434905092,-0.806076195,-0.407512799,0,0,1,0
aug_v2a.06978,NA,-0.318711846,NA,-0.427523107,0,0,0,0
aug_v2a.16362,NA,-0.468038517,NA,-0.456056685,0,0,0,0
aug_v2a.13501,NA,-0.56355783,NA,-0.458199356,0,0,0,0
aug_v2a.18024,NA,-0.577695464,NA,-0.468708818,0,0,0,0
aug_v2a.12331,NA,-0.409358042,-0.814195215,-0.4696498,0,0,1,0
aug_v2a.23776,NA,-0.588718747,-0.791949455,-0.471215045,0,0,1,0
aug_v2a.07753,NA,-0.394426497,-0.790402451,-0.479671892,0,0,1,0
aug_v2a.20146,NA,-0.505381933,NA,-0.507315935,0,0,0,0
aug_v2a.12181,NA,-0.412429182,NA,-0.521771026,0,0,0,0
aug_v2a.06216,NA,-0.270990395,-0.787012379,-0.552283313,0,0,1,0
aug_v2a.15664,NA,-0.389214603,NA,-0.565377168,0,0,0,0
aug_v2a.18688,NA,-0.4492759,NA,-0.577120133,0,0,0,0
aug_v2a.10881,NA,-0.488425999,-0.879963391,-0.592824938,0,0,1,0
aug_v2a.23199,NA,NA,NA,0.599560761,0,0,0,0
aug_v2a.10572,NA,NA,NA,0.596995983,0,0,0,0
aug_v2a.06462,NA,NA,0.842783524,0.594983117,0,0,1,0
aug_v2a.18720,NA,NA,0.78323265,0.59493488,0,0,1,0
aug_v2a.11340,NA,NA,0.606574238,0.594593989,0,0,1,0
aug_v2a.03262,NA,NA,NA,0.591360114,0,0,0,0
aug_v2a.14392,NA,NA,0.693966533,0.590904604,0,0,1,0
aug_v2a.00606,NA,NA,0.854036144,0.590462425,0,0,1,0
aug_v2a.10477,NA,NA,NA,0.5890027,0,0,0,0
aug_v2a.09444,NA,NA,0.931973966,0.588861716,0,0,1,0
aug_v2a.11071,NA,NA,NA,0.586481158,0,0,0,0
aug_v2a.10528,NA,NA,NA,0.58610708,0,0,0,0
aug_v2a.11772,NA,NA,NA,0.58599682,0,0,0,0
aug_v2a.00206,NA,NA,0.640309513,0.585886462,0,0,1,0
aug_v2a.03959,NA,NA,NA,0.585741376,0,0,0,0
aug_v2a.00933,NA,NA,NA,0.582283042,0,0,0,0
aug_v2a.17327,NA,NA,NA,0.581864233,0,0,0,0
aug_v2a.19601,NA,NA,1.055065851,0.580302995,0,0,1,0
aug_v2a.24219,NA,NA,NA,0.579179039,0,0,0,0
aug_v2a.21026,NA,NA,0.911643772,0.577503819,0,0,1,0
aug_v2a.08860,NA,NA,0.933156857,0.574854251,0,0,1,0
aug_v2a.12520,NA,NA,NA,0.570352449,0,0,0,0
aug_v2a.19872,NA,NA,NA,0.570322258,0,0,0,0
aug_v2a.11080,NA,NA,NA,0.569165847,0,0,0,0
aug_v2a.18232,NA,NA,0.839869816,0.566909403,0,0,1,0
aug_v2a.03853,NA,NA,NA,0.566151037,0,0,0,0
aug_v2a.14416,NA,NA,0.891737721,0.565603875,0,0,1,0
aug_v2a.05454,NA,NA,NA,0.56461898,0,0,0,0
aug_v2a.04948,NA,NA,NA,0.564493164,0,0,0,0
aug_v2a.01190,NA,NA,NA,0.563126713,0,0,0,0
aug_v2a.05491,NA,NA,0.836318267,0.561469699,0,0,1,0
aug_v2a.02552,NA,NA,NA,0.561331093,0,0,0,0
aug_v2a.03300,NA,NA,0.68184891,0.556585822,0,0,1,0
aug_v2a.08638,NA,NA,1.421580595,0.556407162,0,0,1,0
aug_v2a.11120,NA,NA,1.262193071,0.556111247,0,0,1,0
aug_v2a.15366,NA,NA,0.780108121,0.555841241,0,0,1,0
aug_v2a.01622,NA,NA,NA,0.553953833,0,0,0,0
aug_v2a.08727,NA,NA,0.612867768,0.553207674,0,0,1,0
aug_v2a.16292,NA,NA,NA,0.55213191,0,0,0,0
aug_v2a.00958,NA,NA,NA,0.55089831,0,0,0,0
aug_v2a.00616,NA,NA,0.605753271,0.548290537,0,0,1,0
aug_v2a.14710,NA,NA,0.873914708,0.547658908,0,0,1,0
aug_v2a.19414,NA,NA,-0.749515967,0.544791456,0,0,1,0
aug_v2a.13632,NA,NA,0.617406919,0.542442193,0,0,1,0
aug_v2a.01651,NA,NA,0.873986925,0.5416416,0,0,1,0
aug_v2a.21471,NA,NA,NA,0.540386942,0,0,0,0
aug_v2a.19114,NA,NA,NA,0.540209792,0,0,0,0
aug_v2a.15789,NA,NA,1.104549764,0.539403767,0,0,1,0
aug_v2a.09779,NA,NA,0.757655848,0.536346913,0,0,1,0
aug_v2a.16807,NA,NA,NA,0.53622269,0,0,0,0
aug_v2a.13465,NA,NA,NA,0.535245749,0,0,0,0
aug_v2a.01167,NA,NA,1.001109135,0.533784469,0,0,1,0
aug_v2a.24170,NA,NA,NA,0.533686268,0,0,0,0
aug_v2a.01074,NA,NA,0.785340094,0.532271459,0,0,1,0
aug_v2a.24209,NA,NA,0.864355116,0.531124061,0,0,1,0
aug_v2a.10723,NA,NA,0.699603569,0.530257116,0,0,1,0
aug_v2a.16423,NA,NA,0.758500344,0.528901448,0,0,1,0
aug_v2a.17012,NA,NA,NA,0.527894324,0,0,0,0
aug_v2a.03736,NA,NA,NA,0.527723035,0,0,0,0
aug_v2a.23003,NA,NA,0.743369966,0.52678378,0,0,1,0
aug_v2a.07320,NA,NA,1.070070595,0.526609233,0,0,1,0
aug_v2a.04652,NA,NA,NA,0.522710167,0,0,0,0
aug_v2a.05223,NA,NA,0.942535861,0.522272938,0,0,1,0
aug_v2a.02819,NA,NA,NA,0.520368704,0,0,0,0
aug_v2a.05285,NA,NA,NA,0.519442235,0,0,0,0
aug_v2a.12093,NA,NA,0.811405168,0.517158968,0,0,1,0
aug_v2a.13116,NA,NA,NA,0.516912841,0,0,0,0
aug_v2a.03511,NA,NA,1.502693798,0.514869253,0,0,1,0
aug_v2a.15703,NA,NA,0.751729352,0.513544111,0,0,1,0
aug_v2a.07758,NA,NA,0.745599793,0.51240567,0,0,1,0
aug_v2a.22354,NA,NA,NA,0.510645266,0,0,0,0
aug_v2a.06181,NA,NA,NA,0.510545322,0,0,0,0
aug_v2a.05688,NA,NA,NA,0.510108689,0,0,0,0
aug_v2a.20320,NA,NA,NA,0.507433934,0,0,0,0
aug_v2a.21715,NA,NA,NA,0.505237375,0,0,0,0
aug_v2a.06932,NA,NA,0.7682378,0.502909063,0,0,1,0
aug_v2a.20573,NA,NA,-0.728244225,0.499788241,0,0,1,0
aug_v2a.01368,NA,NA,0.981027923,0.4976051,0,0,1,0
aug_v2a.11146,NA,NA,NA,0.494077721,0,0,0,0
aug_v2a.14475,NA,NA,NA,0.493176032,0,0,0,0
aug_v2a.16098,NA,NA,0.806810357,0.492331194,0,0,1,0
aug_v2a.23381,NA,NA,NA,0.491689902,0,0,0,0
aug_v2a.02128,NA,NA,1.0622362,0.491132114,0,0,1,0
aug_v2a.18464,NA,NA,NA,0.490740111,0,0,0,0
aug_v2a.16692,NA,NA,0.86059781,0.489682984,0,0,1,0
aug_v2a.23405,NA,NA,NA,0.48382523,0,0,0,0
aug_v2a.14333,NA,NA,NA,0.482951869,0,0,0,0
aug_v2a.15478,NA,NA,NA,0.477271833,0,0,0,0
aug_v2a.03978,NA,NA,0.879335575,0.476186012,0,0,1,0
aug_v2a.08381,NA,NA,NA,0.475158311,0,0,0,0
aug_v2a.05402,NA,NA,0.702153841,0.472637093,0,0,1,0
aug_v2a.00458,NA,NA,NA,0.471456643,0,0,0,0
aug_v2a.19197,NA,NA,1.211220282,0.471065615,0,0,1,0
aug_v2a.13445,NA,NA,NA,0.470364917,0,0,0,0
aug_v2a.16358,NA,NA,NA,0.468131215,0,0,0,0
aug_v2a.00547,NA,NA,0.734549965,0.467388635,0,0,1,0
aug_v2a.03865,NA,NA,NA,0.465029373,0,0,0,0
aug_v2a.03390,NA,NA,NA,0.463793889,0,0,0,0
aug_v2a.06754,NA,NA,NA,0.463736759,0,0,0,0
aug_v2a.04004,NA,NA,0.804057126,0.461484863,0,0,1,0
aug_v2a.06193,NA,NA,NA,0.460204968,0,0,0,0
aug_v2a.01633,NA,NA,NA,0.458681565,0,0,0,0
aug_v2a.04818,NA,NA,NA,0.456806249,0,0,0,0
aug_v2a.14258,NA,NA,NA,0.456777597,0,0,0,0
aug_v2a.07277,NA,NA,NA,0.455898,0,0,0,0
aug_v2a.09047,NA,NA,NA,0.455462965,0,0,0,0
aug_v2a.16789,NA,-0.83612808,NA,0.455124593,0,1,0,0
aug_v2a.14744,NA,NA,NA,0.455021011,0,0,0,0
aug_v2a.10758,NA,NA,0.673134611,0.449687329,0,0,1,0
aug_v2a.07524,NA,NA,NA,0.448599666,0,0,0,0
aug_v2a.07592,NA,NA,0.764007778,0.447046833,0,0,1,0
aug_v2a.21999,NA,NA,NA,0.44692039,0,0,0,0
aug_v2a.22542,NA,NA,NA,0.440171469,0,0,0,0
aug_v2a.00824,NA,NA,0.800835535,0.43927627,0,0,1,0
aug_v2a.12874,NA,NA,NA,0.438666394,0,0,0,0
aug_v2a.06623,NA,NA,0.689921049,0.438238937,0,0,1,0
aug_v2a.03641,NA,NA,NA,0.436937393,0,0,0,0
aug_v2a.03191,NA,NA,1.198927329,0.436418575,0,0,1,0
aug_v2a.14121,NA,NA,0.755018389,0.435856975,0,0,1,0
aug_v2a.05774,NA,NA,0.752671542,0.432349369,0,0,1,0
aug_v2a.17410,NA,NA,0.625442913,0.430838488,0,0,1,0
aug_v2a.02817,NA,NA,NA,0.427151778,0,0,0,0
aug_v2a.18528,NA,NA,NA,0.426922352,0,0,0,0
aug_v2a.01976,NA,NA,NA,0.42454641,0,0,0,0
aug_v2a.00378,NA,NA,0.668914133,0.421542387,0,0,1,0
aug_v2a.19446,NA,NA,NA,0.419410052,0,0,0,0
aug_v2a.21713,NA,NA,0.705638176,0.418012126,0,0,1,0
aug_v2a.03529,NA,NA,NA,0.415900159,0,0,0,0
aug_v2a.00758,NA,NA,NA,0.415602244,0,0,0,0
aug_v2a.12534,NA,NA,NA,0.415083881,0,0,0,0
aug_v2a.05503,NA,NA,0.712641619,0.412261178,0,0,1,0
aug_v2a.23355,NA,NA,0.779833385,0.411340178,0,0,1,0
aug_v2a.21366,NA,NA,NA,0.409886535,0,0,0,0
aug_v2a.18921,NA,NA,NA,0.40850999,0,0,0,0
aug_v2a.01117,NA,NA,0.763811287,0.406981192,0,0,1,0
aug_v2a.22594,NA,NA,NA,0.405210827,0,0,0,0
aug_v2a.09611,NA,NA,0.70220633,0.397076486,0,0,1,0
aug_v2a.18467,NA,NA,NA,0.394102587,0,0,0,0
aug_v2a.09686,NA,NA,NA,0.393434945,0,0,0,0
aug_v2a.18330,NA,NA,NA,0.389764484,0,0,0,0
aug_v2a.07426,NA,NA,NA,0.388346855,0,0,0,0
aug_v2a.04042,NA,NA,NA,0.387685104,0,0,0,0
aug_v2a.09367,NA,NA,NA,0.385882077,0,0,0,0
aug_v2a.23864,NA,NA,NA,0.384784138,0,0,0,0
aug_v2a.19786,NA,NA,0.670413744,0.384205999,0,0,1,0
aug_v2a.02787,NA,NA,NA,0.379122609,0,0,0,0
aug_v2a.23920,NA,NA,NA,0.375562718,0,0,0,0
aug_v2a.23616,NA,NA,0.610165742,0.374202962,0,0,1,0
aug_v2a.17011,NA,NA,0.761177026,0.373650361,0,0,1,0
aug_v2a.01901,NA,NA,NA,0.371756803,0,0,0,0
aug_v2a.22787,NA,NA,NA,0.367825004,0,0,0,0
aug_v2a.00092,NA,NA,0.84844578,0.365230161,0,0,1,0
aug_v2a.14087,NA,NA,NA,0.361919293,0,0,0,0
aug_v2a.16208,NA,NA,0.725266787,0.35860899,0,0,1,0
aug_v2a.06524,NA,NA,0.768486583,0.35506603,0,0,1,0
aug_v2a.08382,NA,NA,NA,0.354548677,0,0,0,0
aug_v2a.08566,NA,NA,NA,0.353419633,0,0,0,0
aug_v2a.06890,NA,NA,NA,0.352414434,0,0,0,0
aug_v2a.04696,NA,NA,0.857065164,0.351063139,0,0,1,0
aug_v2a.01002,NA,NA,0.611647093,0.346618693,0,0,1,0
aug_v2a.18759,NA,NA,NA,0.345015776,0,0,0,0
aug_v2a.15874,NA,NA,0.60983877,0.343882355,0,0,1,0
aug_v2a.08679,NA,NA,NA,0.343712145,0,0,0,0
aug_v2a.04559,NA,NA,NA,0.343442266,0,0,0,0
aug_v2a.16295,NA,NA,NA,0.338229354,0,0,0,0
aug_v2a.22969,NA,NA,NA,0.338194485,0,0,0,0
aug_v2a.24229,NA,NA,NA,0.336442315,0,0,0,0
aug_v2a.14741,NA,NA,NA,0.316007275,0,0,0,0
aug_v2a.04391,NA,NA,NA,0.315606812,0,0,0,0
aug_v2a.11353,NA,NA,NA,0.315211454,0,0,0,0
aug_v2a.08813,NA,NA,0.650420323,0.31300931,0,0,1,0
aug_v2a.12981,NA,NA,NA,0.305014907,0,0,0,0
aug_v2a.10527,NA,NA,NA,0.303821831,0,0,0,0
aug_v2a.13284,NA,NA,NA,0.303746745,0,0,0,0
aug_v2a.04743,NA,NA,0.752359701,0.302898605,0,0,1,0
aug_v2a.04575,NA,NA,NA,0.302126898,0,0,0,0
aug_v2a.18920,NA,NA,NA,0.286528576,0,0,0,0
aug_v2a.07979,NA,NA,NA,0.278742806,0,0,0,0
aug_v2a.00177,NA,NA,0.788069587,0.271571653,0,0,1,0
aug_v2a.18565,NA,NA,NA,0.267209615,0,0,0,0
aug_v2a.21239,NA,NA,NA,0.257143963,0,0,0,0
aug_v2a.22975,NA,NA,NA,0.254533725,0,0,0,0
aug_v2a.08545,NA,NA,NA,0.253837377,0,0,0,0
aug_v2a.21671,NA,NA,0.626795964,0.243987631,0,0,1,0
aug_v2a.13824,NA,NA,NA,0.235517727,0,0,0,0
aug_v2a.23903,NA,NA,NA,-0.183777081,0,0,0,0
aug_v2a.09317,NA,NA,NA,-0.192842708,0,0,0,0
aug_v2a.05291,NA,NA,NA,-0.195196458,0,0,0,0
aug_v2a.06858,NA,NA,NA,-0.195883704,0,0,0,0
aug_v2a.02153,NA,NA,NA,-0.197070836,0,0,0,0
aug_v2a.23183,NA,NA,NA,-0.203457362,0,0,0,0
aug_v2a.07868,NA,NA,NA,-0.207394945,0,0,0,0
aug_v2a.07304,NA,NA,NA,-0.20753169,0,0,0,0
aug_v2a.13922,NA,NA,NA,-0.210231463,0,0,0,0
aug_v2a.05778,NA,NA,NA,-0.214729579,0,0,0,0
aug_v2a.20089,NA,NA,NA,-0.216647422,0,0,0,0
aug_v2a.07736,NA,NA,NA,-0.219900901,0,0,0,0
aug_v2a.19689,NA,NA,NA,-0.224685958,0,0,0,0
aug_v2a.08131,NA,NA,NA,-0.226039119,0,0,0,0
aug_v2a.06747,NA,NA,NA,-0.226855877,0,0,0,0
aug_v2a.12539,NA,NA,NA,-0.229222888,0,0,0,0
aug_v2a.02407,NA,NA,NA,-0.229262751,0,0,0,0
aug_v2a.00657,NA,NA,NA,-0.244403014,0,0,0,0
aug_v2a.08246,NA,NA,NA,-0.245056426,0,0,0,0
aug_v2a.10140,NA,NA,NA,-0.248497772,0,0,0,0
aug_v2a.09539,NA,NA,NA,-0.249737026,0,0,0,0
aug_v2a.04916,NA,NA,NA,-0.25274028,0,0,0,0
aug_v2a.14749,NA,NA,NA,-0.256133028,0,0,0,0
aug_v2a.01553,NA,NA,NA,-0.258853108,0,0,0,0
aug_v2a.16691,NA,NA,NA,-0.262513719,0,0,0,0
aug_v2a.01673,NA,NA,NA,-0.264024984,0,0,0,0
aug_v2a.08404,NA,NA,NA,-0.264943967,0,0,0,0
aug_v2a.01094,NA,NA,NA,-0.265206563,0,0,0,0
aug_v2a.12785,NA,NA,NA,-0.26657823,0,0,0,0
aug_v2a.01182,NA,NA,NA,-0.268431805,0,0,0,0
aug_v2a.20274,NA,NA,NA,-0.274155824,0,0,0,0
aug_v2a.08115,NA,NA,NA,-0.276250531,0,0,0,0
aug_v2a.19469,NA,NA,NA,-0.277144549,0,0,0,0
aug_v2a.04956,NA,NA,NA,-0.280901919,0,0,0,0
aug_v2a.19063,NA,NA,NA,-0.281611227,0,0,0,0
aug_v2a.19372,NA,NA,NA,-0.284495533,0,0,0,0
aug_v2a.19835,NA,NA,NA,-0.284511583,0,0,0,0
aug_v2a.14151,NA,NA,NA,-0.286782465,0,0,0,0
aug_v2a.04608,NA,NA,NA,-0.289198111,0,0,0,0
aug_v2a.00855,NA,NA,NA,-0.290571346,0,0,0,0
aug_v2a.08501,NA,NA,NA,-0.293307531,0,0,0,0
aug_v2a.11632,NA,NA,NA,-0.294878128,0,0,0,0
aug_v2a.19082,NA,NA,NA,-0.297866608,0,0,0,0
aug_v2a.10114,NA,NA,NA,-0.298011216,0,0,0,0
aug_v2a.21038,NA,NA,NA,-0.29902796,0,0,0,0
aug_v2a.13911,NA,NA,-0.73712385,-0.299035151,0,0,1,0
aug_v2a.11514,NA,NA,NA,-0.299167991,0,0,0,0
aug_v2a.15103,NA,NA,-0.666081169,-0.29955543,0,0,1,0
aug_v2a.24607,NA,NA,-0.693886621,-0.299751195,0,0,1,0
aug_v2a.16851,NA,NA,-0.871529443,-0.30042165,0,0,1,0
aug_v2a.14451,NA,NA,-0.782608995,-0.301109019,0,0,1,0
aug_v2a.07697,NA,NA,NA,-0.301547767,0,0,0,0
aug_v2a.10402,NA,NA,NA,-0.301929249,0,0,0,0
aug_v2a.21190,NA,NA,NA,-0.305395742,0,0,0,0
aug_v2a.13203,NA,NA,NA,-0.305993653,0,0,0,0
aug_v2a.08539,NA,NA,NA,-0.308499926,0,0,0,0
aug_v2a.11961,NA,NA,NA,-0.308815878,0,0,0,0
aug_v2a.01125,NA,NA,-0.608915162,-0.308861137,0,0,1,0
aug_v2a.05522,NA,NA,NA,-0.308871881,0,0,0,0
aug_v2a.14543,NA,NA,-0.746244751,-0.309767987,0,0,1,0
aug_v2a.16712,NA,NA,NA,-0.309790168,0,0,0,0
aug_v2a.00994,NA,NA,NA,-0.316364079,0,0,0,0
aug_v2a.21345,NA,NA,NA,-0.319552047,0,0,0,0
aug_v2a.13142,NA,NA,-0.617336975,-0.319842519,0,0,1,0
