M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25
aug_v2a.08008	aug_v2a.11141	NA	aug_v2a.14459	NA	aug_v2a.22270	NA	NA	NA	aug_v2a.05940	aug_v2a.13109	aug_v2a.02758	aug_v2a.18450	aug_v2a.02936	aug_v2a.09930	NA	aug_v2a.07736	aug_v2a.07815	aug_v2a.16241	aug_v2a.06975	aug_v2a.15960	aug_v2a.17289	aug_v2a.07769	aug_v2a.22391	aug_v2a.01754
aug_v2a.02027	aug_v2a.13776	NA	aug_v2a.16699	NA	aug_v2a.20459	NA	NA	NA	aug_v2a.08160	aug_v2a.05436	aug_v2a.19398	aug_v2a.09609	aug_v2a.21427	aug_v2a.09845	NA	aug_v2a.03047	aug_v2a.21158	aug_v2a.01058	aug_v2a.04066	aug_v2a.24187	aug_v2a.03013	aug_v2a.16117	aug_v2a.21604	aug_v2a.10889
aug_v2a.21528	aug_v2a.08594	NA	aug_v2a.09388	NA	aug_v2a.01724	NA	NA	NA	aug_v2a.05786	aug_v2a.09549	aug_v2a.05220	aug_v2a.00736	aug_v2a.05284	aug_v2a.12412	NA	aug_v2a.17325	aug_v2a.22299	aug_v2a.17434	aug_v2a.20321	aug_v2a.15833	aug_v2a.19268	aug_v2a.02475	aug_v2a.10173	aug_v2a.09429
aug_v2a.13284	aug_v2a.20278	NA	aug_v2a.19951	NA	aug_v2a.15356	NA	NA	NA	aug_v2a.19168	aug_v2a.24180	aug_v2a.15133	aug_v2a.02929	aug_v2a.03881	aug_v2a.06524	NA	aug_v2a.08283	aug_v2a.05314	aug_v2a.21070	aug_v2a.06242	aug_v2a.07978	aug_v2a.12959	aug_v2a.02122	aug_v2a.16615	aug_v2a.13610
aug_v2a.11637	aug_v2a.10632	NA	aug_v2a.14205	NA	aug_v2a.08521	NA	NA	NA	aug_v2a.14233	aug_v2a.15200	aug_v2a.06520	aug_v2a.13445	aug_v2a.04382	aug_v2a.06525	NA	aug_v2a.22115	aug_v2a.20861	aug_v2a.20832	aug_v2a.22780	aug_v2a.06543	aug_v2a.05972	aug_v2a.07280	aug_v2a.17997	aug_v2a.02191
aug_v2a.10829	aug_v2a.15993	NA	aug_v2a.17257	NA	aug_v2a.17886	NA	NA	NA	aug_v2a.14124	aug_v2a.13203	aug_v2a.14326	aug_v2a.23431	aug_v2a.12536	aug_v2a.16725	NA	aug_v2a.16990	aug_v2a.10133	aug_v2a.22397	aug_v2a.18621	aug_v2a.18965	aug_v2a.17047	aug_v2a.07870	aug_v2a.05237	aug_v2a.16859
aug_v2a.06974	aug_v2a.16485	NA	aug_v2a.16628	NA	aug_v2a.18348	NA	NA	NA	aug_v2a.08924	aug_v2a.03880	aug_v2a.21360	aug_v2a.13268	aug_v2a.12416	aug_v2a.19878	NA	aug_v2a.23903	aug_v2a.23791	aug_v2a.23806	aug_v2a.23773	aug_v2a.00701	aug_v2a.22324	aug_v2a.03170	aug_v2a.00475	aug_v2a.01755
aug_v2a.11610	aug_v2a.03657	NA	aug_v2a.21243	NA	aug_v2a.06384	NA	NA	NA	aug_v2a.12556	aug_v2a.14796	aug_v2a.11003	aug_v2a.14807	aug_v2a.21368	aug_v2a.24167	NA	aug_v2a.12844	aug_v2a.20227	aug_v2a.03390	aug_v2a.04713	aug_v2a.02449	aug_v2a.23679	aug_v2a.17788	aug_v2a.20761	aug_v2a.17004
aug_v2a.16895	aug_v2a.22583	NA	aug_v2a.07557	NA	aug_v2a.02885	NA	NA	NA	aug_v2a.23134	aug_v2a.04267	aug_v2a.08439	aug_v2a.08077	aug_v2a.22823	aug_v2a.15445	NA	aug_v2a.08129	aug_v2a.05228	aug_v2a.06584	aug_v2a.06302	aug_v2a.16960	aug_v2a.20533	aug_v2a.15255	aug_v2a.15378	aug_v2a.19437
aug_v2a.22343	aug_v2a.20219	NA	aug_v2a.22022	NA	aug_v2a.05394	NA	NA	NA	aug_v2a.15638	aug_v2a.22963	aug_v2a.21752	aug_v2a.06761	aug_v2a.21136	aug_v2a.07772	NA	aug_v2a.19178	aug_v2a.18775	aug_v2a.22148	aug_v2a.00199	aug_v2a.10017	aug_v2a.09356	aug_v2a.24310	aug_v2a.11171	aug_v2a.22712
aug_v2a.02629	aug_v2a.22893	NA	aug_v2a.01855	NA	aug_v2a.12709	NA	NA	NA	aug_v2a.07825	aug_v2a.17320	aug_v2a.16282	aug_v2a.06415	aug_v2a.05511	aug_v2a.12741	NA	aug_v2a.03386	aug_v2a.21711	aug_v2a.10065	aug_v2a.22525	aug_v2a.06280	aug_v2a.22509	aug_v2a.04126	aug_v2a.02419	aug_v2a.18537
aug_v2a.08545	aug_v2a.16815	NA	aug_v2a.12850	NA	aug_v2a.02561	NA	NA	NA	aug_v2a.19319	aug_v2a.22892	aug_v2a.00200	aug_v2a.11158	aug_v2a.03045	aug_v2a.13083	NA	aug_v2a.14024	aug_v2a.05027	aug_v2a.03721	aug_v2a.17349	aug_v2a.23486	aug_v2a.05485	aug_v2a.07230	aug_v2a.16967	aug_v2a.21045
aug_v2a.03429	aug_v2a.08557	NA	aug_v2a.10018	NA	aug_v2a.09141	NA	NA	NA	aug_v2a.04724	aug_v2a.05573	aug_v2a.19135	aug_v2a.21975	aug_v2a.20853	aug_v2a.16600	NA	aug_v2a.02028	aug_v2a.10810	aug_v2a.17245	aug_v2a.02774	aug_v2a.08813	aug_v2a.12929	aug_v2a.12143	aug_v2a.13793	aug_v2a.08670
aug_v2a.04696	aug_v2a.07303	NA	aug_v2a.22819	NA	aug_v2a.02168	NA	NA	NA	aug_v2a.11090	aug_v2a.18027	aug_v2a.14840	aug_v2a.07469	aug_v2a.00642	aug_v2a.22121	NA	aug_v2a.19835	aug_v2a.04814	aug_v2a.08346	aug_v2a.20379	aug_v2a.10890	aug_v2a.21802	aug_v2a.24388	aug_v2a.17032	aug_v2a.06636
aug_v2a.15262	aug_v2a.16447	NA	aug_v2a.06056	NA	aug_v2a.14600	NA	NA	NA	aug_v2a.23644	aug_v2a.19167	aug_v2a.15060	aug_v2a.21186	aug_v2a.20812	aug_v2a.17977	NA	aug_v2a.19689	aug_v2a.02262	aug_v2a.11368	aug_v2a.02810	aug_v2a.01843	aug_v2a.12605	aug_v2a.00866	aug_v2a.00476	aug_v2a.23464
aug_v2a.11278	aug_v2a.01494	NA	aug_v2a.01099	NA	aug_v2a.16442	NA	NA	NA	aug_v2a.16209	aug_v2a.20638	aug_v2a.06374	aug_v2a.06140	aug_v2a.04007	aug_v2a.07935	NA	aug_v2a.09539	aug_v2a.22354	aug_v2a.23250	aug_v2a.17657	aug_v2a.13789	aug_v2a.10664	aug_v2a.09051	aug_v2a.00211	aug_v2a.07378
aug_v2a.12153	aug_v2a.01493	NA	aug_v2a.14523	NA	aug_v2a.15433	NA	NA	NA	aug_v2a.10955	aug_v2a.01029	aug_v2a.04819	aug_v2a.14188	aug_v2a.10716	aug_v2a.13395	NA	aug_v2a.08139	aug_v2a.05377	aug_v2a.22595	aug_v2a.00314	aug_v2a.00629	aug_v2a.11521	aug_v2a.01629	aug_v2a.10800	aug_v2a.03795
aug_v2a.16953	aug_v2a.18149	NA	aug_v2a.01021	NA	aug_v2a.19967	NA	NA	NA	aug_v2a.07760	aug_v2a.05529	aug_v2a.08794	aug_v2a.18357	aug_v2a.16539	aug_v2a.21308	NA	aug_v2a.02269	aug_v2a.05375	aug_v2a.00389	aug_v2a.24172	aug_v2a.09798	aug_v2a.21659	aug_v2a.04232	aug_v2a.11472	aug_v2a.21735
aug_v2a.21837	aug_v2a.08074	NA	aug_v2a.21096	NA	aug_v2a.22928	NA	NA	NA	aug_v2a.19674	aug_v2a.22221	aug_v2a.04168	aug_v2a.00540	aug_v2a.20339	aug_v2a.15950	NA	aug_v2a.08131	aug_v2a.16258	aug_v2a.12201	aug_v2a.10010	aug_v2a.01061	aug_v2a.24541	aug_v2a.06493	aug_v2a.15886	aug_v2a.23358
aug_v2a.23387	aug_v2a.23527	NA	aug_v2a.18652	NA	aug_v2a.12544	NA	NA	NA	aug_v2a.01398	aug_v2a.21500	aug_v2a.06962	aug_v2a.13432	aug_v2a.20346	aug_v2a.16768	NA	aug_v2a.11136	aug_v2a.24466	aug_v2a.14061	aug_v2a.06232	aug_v2a.17164	aug_v2a.04485	aug_v2a.08360	aug_v2a.07768	aug_v2a.03403
aug_v2a.19620	aug_v2a.13944	NA	aug_v2a.05434	NA	aug_v2a.22223	NA	NA	NA	aug_v2a.19068	aug_v2a.11005	aug_v2a.13614	aug_v2a.13431	aug_v2a.08812	aug_v2a.23579	NA	aug_v2a.00339	aug_v2a.06707	aug_v2a.06840	aug_v2a.19375	aug_v2a.07964	aug_v2a.03503	aug_v2a.15667	aug_v2a.17673	aug_v2a.07701
aug_v2a.20153	aug_v2a.01585	NA	aug_v2a.04776	NA	aug_v2a.08121	NA	NA	NA	aug_v2a.07064	aug_v2a.07093	aug_v2a.21923	aug_v2a.03979	aug_v2a.10427	aug_v2a.01801	NA	aug_v2a.20544	aug_v2a.12030	aug_v2a.12441	aug_v2a.09078	aug_v2a.07965	aug_v2a.15964	aug_v2a.21971	aug_v2a.14626	aug_v2a.05683
aug_v2a.23039	aug_v2a.06300	NA	aug_v2a.02923	NA	aug_v2a.02019	NA	NA	NA	aug_v2a.03316	aug_v2a.10062	aug_v2a.19072	aug_v2a.07033	aug_v2a.21117	aug_v2a.24494	NA	aug_v2a.01421	aug_v2a.16388	aug_v2a.22229	aug_v2a.08575	aug_v2a.22930	aug_v2a.04508	aug_v2a.22080	aug_v2a.19763	aug_v2a.11310
aug_v2a.00439	aug_v2a.01396	NA	aug_v2a.20657	NA	aug_v2a.14492	NA	NA	NA	aug_v2a.07741	aug_v2a.23776	aug_v2a.23287	aug_v2a.23028	aug_v2a.08798	aug_v2a.07739	NA	aug_v2a.16410	aug_v2a.17322	aug_v2a.11078	aug_v2a.06355	aug_v2a.17239	aug_v2a.23699	aug_v2a.01123	aug_v2a.05497	aug_v2a.15691
aug_v2a.03748	aug_v2a.13181	NA	aug_v2a.21369	NA	aug_v2a.16405	NA	NA	NA	aug_v2a.20579	aug_v2a.18200	aug_v2a.11240	aug_v2a.13978	aug_v2a.13188	aug_v2a.04480	NA	aug_v2a.06785	aug_v2a.13046	aug_v2a.11079	aug_v2a.13867	aug_v2a.07288	aug_v2a.22414	aug_v2a.05496	aug_v2a.22113	aug_v2a.20521
aug_v2a.02438	aug_v2a.02535	NA	aug_v2a.08404	NA	aug_v2a.16228	NA	NA	NA	aug_v2a.06026	aug_v2a.08474	aug_v2a.11880	aug_v2a.02275	aug_v2a.21588	aug_v2a.15461	NA	aug_v2a.15035	aug_v2a.10962	aug_v2a.11080	aug_v2a.00435	aug_v2a.23728	aug_v2a.06622	aug_v2a.24270	aug_v2a.11488	aug_v2a.04978
aug_v2a.04688	aug_v2a.16463	NA	aug_v2a.14511	NA	aug_v2a.17812	NA	NA	NA	aug_v2a.16473	aug_v2a.12838	aug_v2a.00371	aug_v2a.18893	aug_v2a.10526	aug_v2a.20122	NA	aug_v2a.05465	aug_v2a.15195	aug_v2a.22897	aug_v2a.03753	aug_v2a.00691	aug_v2a.13424	aug_v2a.12886	aug_v2a.17402	aug_v2a.06689
aug_v2a.17147	aug_v2a.09984	NA	aug_v2a.22749	NA	aug_v2a.08321	NA	NA	NA	aug_v2a.08839	aug_v2a.21221	aug_v2a.08506	aug_v2a.07342	aug_v2a.14259	aug_v2a.16658	NA	aug_v2a.20314	aug_v2a.14132	aug_v2a.21156	aug_v2a.11177	aug_v2a.03375	aug_v2a.05382	aug_v2a.11725	aug_v2a.23790	aug_v2a.10586
aug_v2a.04058	aug_v2a.13191	NA	aug_v2a.20522	NA	aug_v2a.11400	NA	NA	NA	aug_v2a.04133	aug_v2a.11325	aug_v2a.19829	aug_v2a.23852	aug_v2a.16154	aug_v2a.02510	NA	aug_v2a.06494	aug_v2a.19749	aug_v2a.07487	aug_v2a.11178	aug_v2a.21998	aug_v2a.07295	aug_v2a.06953	aug_v2a.02886	aug_v2a.16043
aug_v2a.05231	aug_v2a.14321	NA	aug_v2a.22750	NA	aug_v2a.16402	NA	NA	NA	aug_v2a.15510	aug_v2a.10248	aug_v2a.01221	aug_v2a.12960	aug_v2a.15443	aug_v2a.16530	NA	aug_v2a.00829	aug_v2a.08626	aug_v2a.19804	aug_v2a.07896	aug_v2a.17181	aug_v2a.10831	aug_v2a.20262	aug_v2a.04917	aug_v2a.17611
aug_v2a.06006	aug_v2a.23706	NA	aug_v2a.01508	NA	aug_v2a.01552	NA	NA	NA	aug_v2a.10514	aug_v2a.22643	aug_v2a.06376	aug_v2a.23935	aug_v2a.00633	aug_v2a.01530	NA	aug_v2a.24667	aug_v2a.15107	aug_v2a.18617	aug_v2a.17514	aug_v2a.02946	aug_v2a.18768	aug_v2a.12414	aug_v2a.19033	aug_v2a.03646
aug_v2a.18864	aug_v2a.21632	NA	aug_v2a.19392	NA	aug_v2a.03631	NA	NA	NA	aug_v2a.12360	aug_v2a.22162	aug_v2a.15570	aug_v2a.09512	aug_v2a.19190	aug_v2a.10076	NA	aug_v2a.00657	aug_v2a.14801	aug_v2a.18618	aug_v2a.23653	aug_v2a.10563	aug_v2a.15612	aug_v2a.00693	aug_v2a.00164	aug_v2a.10541
aug_v2a.11123	aug_v2a.07409	NA	aug_v2a.05013	NA	aug_v2a.22720	NA	NA	NA	aug_v2a.18455	aug_v2a.12992	aug_v2a.24463	aug_v2a.21141	aug_v2a.08574	aug_v2a.17813	NA	aug_v2a.02492	aug_v2a.04337	aug_v2a.09011	aug_v2a.10320	aug_v2a.13249	aug_v2a.22650	aug_v2a.02497	aug_v2a.04795	aug_v2a.10212
aug_v2a.03127	aug_v2a.08911	NA	aug_v2a.15497	NA	aug_v2a.01444	NA	NA	NA	aug_v2a.10384	aug_v2a.16247	aug_v2a.23309	aug_v2a.15788	aug_v2a.09777	aug_v2a.13337	NA	aug_v2a.23707	aug_v2a.05863	aug_v2a.14331	aug_v2a.14037	aug_v2a.22772	aug_v2a.24648	aug_v2a.23277	aug_v2a.01219	aug_v2a.01908
aug_v2a.07206	aug_v2a.19388	NA	aug_v2a.07158	NA	aug_v2a.19361	NA	NA	NA	aug_v2a.01273	aug_v2a.23843	aug_v2a.19651	aug_v2a.20602	aug_v2a.19706	aug_v2a.04483	NA	aug_v2a.06708	aug_v2a.19266	aug_v2a.17577	aug_v2a.10334	aug_v2a.24164	aug_v2a.09853	aug_v2a.16648	aug_v2a.07992	aug_v2a.05099
aug_v2a.03687	aug_v2a.12041	NA	aug_v2a.14756	NA	aug_v2a.01298	NA	NA	NA	aug_v2a.03516	aug_v2a.04856	aug_v2a.00969	aug_v2a.15256	aug_v2a.18098	aug_v2a.22352	NA	aug_v2a.19911	aug_v2a.22845	aug_v2a.23264	aug_v2a.11661	aug_v2a.09104	aug_v2a.17579	aug_v2a.09394	aug_v2a.12176	aug_v2a.11396
aug_v2a.07703	aug_v2a.01182	NA	aug_v2a.14104	NA	aug_v2a.17646	NA	NA	NA	aug_v2a.16149	aug_v2a.21176	aug_v2a.09111	aug_v2a.04233	aug_v2a.07970	aug_v2a.00953	NA	aug_v2a.08396	aug_v2a.11920	aug_v2a.05810	aug_v2a.06281	aug_v2a.21366	aug_v2a.15141	aug_v2a.11726	aug_v2a.11728	aug_v2a.00418
aug_v2a.23924	aug_v2a.15832	NA	aug_v2a.19925	NA	aug_v2a.22573	NA	NA	NA	aug_v2a.04011	aug_v2a.02317	aug_v2a.05077	aug_v2a.08295	aug_v2a.20455	aug_v2a.13519	NA	aug_v2a.11467	aug_v2a.13267	aug_v2a.17300	aug_v2a.13921	aug_v2a.22259	aug_v2a.23470	aug_v2a.09222	aug_v2a.16686	aug_v2a.02443
aug_v2a.24747	aug_v2a.07987	NA	aug_v2a.06911	NA	aug_v2a.03082	NA	NA	NA	aug_v2a.01989	aug_v2a.08902	aug_v2a.00181	aug_v2a.17204	aug_v2a.03930	aug_v2a.24461	NA	aug_v2a.07834	aug_v2a.19811	aug_v2a.13902	aug_v2a.17273	aug_v2a.08920	aug_v2a.13881	aug_v2a.18102	aug_v2a.05898	aug_v2a.10014
aug_v2a.08311	aug_v2a.07462	NA	aug_v2a.19566	NA	aug_v2a.03455	NA	NA	NA	aug_v2a.11157	aug_v2a.05242	aug_v2a.19602	aug_v2a.07875	aug_v2a.10684	aug_v2a.21485	NA	aug_v2a.12578	aug_v2a.13754	aug_v2a.13903	aug_v2a.10207	aug_v2a.12867	aug_v2a.22805	aug_v2a.23942	aug_v2a.01657	aug_v2a.09919
aug_v2a.05230	aug_v2a.05873	NA	aug_v2a.13489	NA	aug_v2a.24260	NA	NA	NA	aug_v2a.15164	aug_v2a.06266	aug_v2a.18521	aug_v2a.09073	aug_v2a.09378	aug_v2a.16470	NA	aug_v2a.13570	aug_v2a.05000	aug_v2a.24498	aug_v2a.00226	aug_v2a.24195	aug_v2a.08581	aug_v2a.06507	aug_v2a.21495	aug_v2a.04380
aug_v2a.16081	aug_v2a.10850	NA	aug_v2a.17179	NA	aug_v2a.10302	NA	NA	NA	aug_v2a.02089	aug_v2a.22126	aug_v2a.05853	aug_v2a.18467	aug_v2a.03675	aug_v2a.06161	NA	aug_v2a.14057	aug_v2a.20283	aug_v2a.08652	aug_v2a.10758	aug_v2a.20328	aug_v2a.12689	aug_v2a.13531	aug_v2a.00375	aug_v2a.14550
aug_v2a.19056	aug_v2a.03630	NA	aug_v2a.14616	NA	aug_v2a.20701	NA	NA	NA	aug_v2a.11989	aug_v2a.12032	aug_v2a.14322	aug_v2a.03978	aug_v2a.04529	aug_v2a.00072	NA	aug_v2a.10326	aug_v2a.17406	aug_v2a.17430	aug_v2a.17552	aug_v2a.14074	aug_v2a.06926	aug_v2a.11505	aug_v2a.12169	aug_v2a.00272
aug_v2a.21716	aug_v2a.24098	NA	aug_v2a.08658	NA	aug_v2a.19555	NA	NA	NA	aug_v2a.11988	aug_v2a.08836	aug_v2a.20591	aug_v2a.15252	aug_v2a.15632	aug_v2a.20302	NA	aug_v2a.10141	aug_v2a.07577	aug_v2a.19781	aug_v2a.15999	aug_v2a.13819	aug_v2a.01573	aug_v2a.05882	aug_v2a.19362	aug_v2a.09311
aug_v2a.14126	aug_v2a.00049	NA	aug_v2a.01518	NA	aug_v2a.10021	NA	NA	NA	aug_v2a.06339	aug_v2a.23668	aug_v2a.07420	aug_v2a.15224	aug_v2a.20863	aug_v2a.20720	NA	aug_v2a.21018	aug_v2a.15793	aug_v2a.23864	aug_v2a.19410	aug_v2a.11227	aug_v2a.17523	aug_v2a.06738	aug_v2a.01051	aug_v2a.22142
aug_v2a.08643	aug_v2a.20654	NA	aug_v2a.11621	NA	aug_v2a.11033	NA	NA	NA	aug_v2a.00188	aug_v2a.22682	aug_v2a.19898	aug_v2a.14296	aug_v2a.06771	aug_v2a.04625	NA	aug_v2a.12432	aug_v2a.20102	aug_v2a.07040	aug_v2a.19586	aug_v2a.17678	aug_v2a.08793	aug_v2a.03684	aug_v2a.20743	aug_v2a.18338
aug_v2a.04742	aug_v2a.10122	NA	aug_v2a.13114	NA	aug_v2a.00458	NA	NA	NA	aug_v2a.16790	aug_v2a.06549	aug_v2a.15002	aug_v2a.14710	aug_v2a.11365	aug_v2a.18393	NA	aug_v2a.04282	aug_v2a.21862	aug_v2a.10338	aug_v2a.23948	aug_v2a.18926	aug_v2a.02486	aug_v2a.19531	aug_v2a.04563	aug_v2a.14389
aug_v2a.01650	aug_v2a.18385	NA	aug_v2a.16056	NA	aug_v2a.02130	NA	NA	NA	aug_v2a.23862	aug_v2a.06375	aug_v2a.17894	aug_v2a.05402	aug_v2a.10382	aug_v2a.19438	NA	aug_v2a.11117	aug_v2a.00980	aug_v2a.19767	aug_v2a.02619	aug_v2a.23412	aug_v2a.00819	aug_v2a.17862	aug_v2a.02787	aug_v2a.21328
aug_v2a.17412	aug_v2a.24701	NA	aug_v2a.13278	NA	aug_v2a.16571	NA	NA	NA	aug_v2a.22056	aug_v2a.16354	aug_v2a.11996	aug_v2a.01459	aug_v2a.15895	aug_v2a.09742	NA	aug_v2a.17778	aug_v2a.14101	aug_v2a.11170	aug_v2a.06057	aug_v2a.04939	aug_v2a.10428	aug_v2a.01891	aug_v2a.22504	aug_v2a.21922
aug_v2a.16180	aug_v2a.08127	NA	aug_v2a.04243	NA	aug_v2a.08967	NA	NA	NA	aug_v2a.06518	aug_v2a.08821	aug_v2a.14417	aug_v2a.15668	aug_v2a.05151	aug_v2a.05892	NA	aug_v2a.14803	aug_v2a.15260	aug_v2a.24642	aug_v2a.17044	aug_v2a.21233	aug_v2a.07434	aug_v2a.15038	aug_v2a.19964	aug_v2a.20247
aug_v2a.04958	aug_v2a.16000	NA	aug_v2a.10434	NA	aug_v2a.21115	NA	NA	NA	aug_v2a.12193	aug_v2a.03132	aug_v2a.09732	aug_v2a.11816	aug_v2a.24044	aug_v2a.14716	NA	aug_v2a.10776	aug_v2a.21895	aug_v2a.12084	aug_v2a.14202	aug_v2a.06849	aug_v2a.03783	aug_v2a.07844	aug_v2a.03153	aug_v2a.18659
aug_v2a.19427	aug_v2a.10381	NA	aug_v2a.19567	NA	aug_v2a.20265	NA	NA	NA	aug_v2a.11053	aug_v2a.03519	aug_v2a.08236	aug_v2a.23858	aug_v2a.10336	aug_v2a.06278	NA	aug_v2a.00895	aug_v2a.03648	aug_v2a.20593	aug_v2a.11133	aug_v2a.07052	aug_v2a.20755	aug_v2a.07933	aug_v2a.03154	aug_v2a.13536
aug_v2a.19799	aug_v2a.24732	NA	aug_v2a.01700	NA	aug_v2a.18786	NA	NA	NA	aug_v2a.19725	aug_v2a.13108	aug_v2a.05886	aug_v2a.15816	NA	aug_v2a.12573	NA	aug_v2a.23276	aug_v2a.12098	aug_v2a.14286	aug_v2a.22582	aug_v2a.23120	aug_v2a.01572	aug_v2a.21381	aug_v2a.13437	aug_v2a.08528
aug_v2a.11994	aug_v2a.06816	NA	aug_v2a.05829	NA	aug_v2a.20055	NA	NA	NA	aug_v2a.13068	aug_v2a.19815	aug_v2a.04051	aug_v2a.01901	NA	aug_v2a.00896	NA	aug_v2a.20281	aug_v2a.10681	aug_v2a.14403	aug_v2a.00818	aug_v2a.21757	aug_v2a.04338	aug_v2a.01158	aug_v2a.21294	aug_v2a.04310
aug_v2a.22241	aug_v2a.24342	NA	aug_v2a.17136	NA	aug_v2a.05272	NA	NA	NA	aug_v2a.03943	aug_v2a.04597	aug_v2a.05534	aug_v2a.13526	NA	aug_v2a.11074	NA	aug_v2a.14377	aug_v2a.06726	aug_v2a.24514	aug_v2a.04727	aug_v2a.10771	aug_v2a.18268	aug_v2a.16068	aug_v2a.17283	aug_v2a.07486
aug_v2a.04410	aug_v2a.01003	NA	aug_v2a.01734	NA	aug_v2a.13474	NA	NA	NA	aug_v2a.00462	aug_v2a.07617	aug_v2a.02111	aug_v2a.14547	NA	aug_v2a.20561	NA	aug_v2a.02058	aug_v2a.24120	aug_v2a.13221	aug_v2a.04035	aug_v2a.20273	aug_v2a.00294	aug_v2a.08684	aug_v2a.15137	aug_v2a.05630
aug_v2a.24737	aug_v2a.04292	NA	aug_v2a.06223	NA	aug_v2a.16527	NA	NA	NA	aug_v2a.23072	aug_v2a.10433	aug_v2a.06304	aug_v2a.11817	NA	aug_v2a.21870	NA	aug_v2a.04235	aug_v2a.03974	aug_v2a.15483	aug_v2a.22231	aug_v2a.21483	aug_v2a.22976	aug_v2a.20836	aug_v2a.19039	aug_v2a.23918
aug_v2a.12263	aug_v2a.23171	NA	aug_v2a.02048	NA	aug_v2a.12025	NA	NA	NA	aug_v2a.11803	aug_v2a.09020	aug_v2a.14661	aug_v2a.10330	NA	aug_v2a.03388	NA	aug_v2a.14750	aug_v2a.12513	aug_v2a.17805	aug_v2a.04502	aug_v2a.14833	aug_v2a.09669	aug_v2a.21135	aug_v2a.22609	aug_v2a.19995
aug_v2a.14137	aug_v2a.15190	NA	aug_v2a.06986	NA	aug_v2a.06182	NA	NA	NA	aug_v2a.06770	aug_v2a.06995	aug_v2a.22926	aug_v2a.18458	NA	aug_v2a.20642	NA	aug_v2a.19082	aug_v2a.24076	aug_v2a.16393	aug_v2a.05258	aug_v2a.05324	aug_v2a.09228	aug_v2a.22310	aug_v2a.20458	aug_v2a.01109
aug_v2a.18515	aug_v2a.04769	NA	aug_v2a.21547	NA	aug_v2a.00393	NA	NA	NA	aug_v2a.17027	aug_v2a.02751	aug_v2a.07660	aug_v2a.21642	NA	aug_v2a.20859	NA	aug_v2a.19191	aug_v2a.16775	aug_v2a.16178	aug_v2a.01080	aug_v2a.00250	aug_v2a.06895	aug_v2a.16088	aug_v2a.16992	aug_v2a.04799
aug_v2a.20223	aug_v2a.21180	NA	aug_v2a.02455	NA	aug_v2a.13910	NA	NA	NA	aug_v2a.21708	aug_v2a.01313	aug_v2a.05075	aug_v2a.05962	NA	aug_v2a.14022	NA	aug_v2a.04800	aug_v2a.09469	aug_v2a.03498	aug_v2a.24032	aug_v2a.04546	aug_v2a.16734	aug_v2a.23453	aug_v2a.22809	aug_v2a.16578
aug_v2a.19443	aug_v2a.01767	NA	aug_v2a.14525	NA	aug_v2a.24450	NA	NA	NA	aug_v2a.21707	aug_v2a.05548	aug_v2a.10903	aug_v2a.15611	NA	aug_v2a.22269	NA	aug_v2a.03685	aug_v2a.17810	aug_v2a.08155	aug_v2a.17040	aug_v2a.19156	aug_v2a.16080	aug_v2a.05858	aug_v2a.16319	aug_v2a.17069
aug_v2a.09680	aug_v2a.23082	NA	aug_v2a.13548	NA	aug_v2a.14551	NA	NA	NA	aug_v2a.03801	aug_v2a.10714	aug_v2a.12058	aug_v2a.14634	NA	aug_v2a.07251	NA	aug_v2a.01509	aug_v2a.17882	aug_v2a.08154	aug_v2a.05320	aug_v2a.18509	aug_v2a.21282	aug_v2a.23363	aug_v2a.03512	aug_v2a.07314
aug_v2a.19923	aug_v2a.23834	NA	aug_v2a.17899	NA	aug_v2a.16876	NA	NA	NA	aug_v2a.17377	aug_v2a.18284	aug_v2a.24661	aug_v2a.23675	NA	aug_v2a.01000	NA	aug_v2a.00624	aug_v2a.03560	aug_v2a.20061	aug_v2a.13171	aug_v2a.19335	aug_v2a.07689	aug_v2a.05149	aug_v2a.18680	aug_v2a.22327
aug_v2a.06591	aug_v2a.20276	NA	aug_v2a.03061	NA	aug_v2a.17258	NA	NA	NA	aug_v2a.19097	aug_v2a.13212	aug_v2a.02425	aug_v2a.13298	NA	aug_v2a.10872	NA	aug_v2a.02368	aug_v2a.06984	aug_v2a.08934	aug_v2a.23325	aug_v2a.18853	aug_v2a.21644	aug_v2a.05541	aug_v2a.19142	aug_v2a.24573
aug_v2a.11458	aug_v2a.24449	NA	aug_v2a.16683	NA	aug_v2a.00183	NA	NA	NA	aug_v2a.02961	aug_v2a.19627	aug_v2a.11405	aug_v2a.17308	NA	aug_v2a.22714	NA	aug_v2a.09638	aug_v2a.07411	aug_v2a.17843	aug_v2a.01951	aug_v2a.17761	aug_v2a.04954	aug_v2a.04838	aug_v2a.07011	aug_v2a.00400
aug_v2a.18989	aug_v2a.03361	NA	aug_v2a.13887	NA	aug_v2a.05684	NA	NA	NA	aug_v2a.13402	aug_v2a.14698	aug_v2a.20577	aug_v2a.08446	NA	aug_v2a.03921	NA	aug_v2a.03419	aug_v2a.21050	aug_v2a.22953	aug_v2a.14127	aug_v2a.07798	aug_v2a.21066	aug_v2a.12485	aug_v2a.08422	aug_v2a.13030
