SH.1d	SH.3d	AH.1d	AH.3d	SC.1d	SC.3d	Met
NA	NA	K14398	NA	NA	NA	K07298
NA	NA	K14399	NA	NA	NA	K07364
NA	NA	K14404	NA	NA	NA	K07364
NA	NA	K14408	NA	NA	NA	K07369
NA	NA	K14411	NA	NA	NA	K07369
NA	NA	K14415	NA	NA	NA	K07369
NA	NA	K14416	NA	NA	NA	K07374
NA	NA	K14416	NA	NA	NA	K07374
NA	NA	K14427	NA	NA	NA	K07374
NA	NA	K14440	NA	NA	NA	K07375
NA	NA	K14443	NA	NA	NA	K07375
NA	NA	K14445	NA	NA	NA	K07375
NA	NA	K14445	NA	NA	NA	K07376
NA	NA	K14459	NA	NA	NA	K07376
NA	NA	K14480	NA	NA	NA	K07377
NA	NA	K14521	NA	NA	NA	K07377
NA	NA	K14523	NA	NA	NA	K07380
NA	NA	K14530	NA	NA	NA	K07380
NA	NA	K14539	NA	NA	NA	K07380
NA	NA	K14539	NA	NA	NA	K07380
NA	NA	K14546	NA	NA	NA	K07380
NA	NA	K14546	NA	NA	NA	K07408
NA	NA	K14553	NA	NA	NA	K07424
NA	NA	K14554	NA	NA	NA	K07424
NA	NA	K14555	NA	NA	NA	K07424
NA	NA	K14556	NA	NA	NA	K07424
NA	NA	K14556	NA	NA	NA	K07424
NA	NA	K14560	NA	NA	NA	K07424
NA	NA	K14567	NA	NA	NA	K07424
NA	NA	K14568	NA	NA	NA	K07424
NA	NA	K14570	NA	NA	NA	K07426
NA	NA	K14570	NA	NA	NA	K07427
NA	NA	K14571	NA	NA	NA	K07427
NA	NA	K14575	NA	NA	NA	K07432
NA	NA	K14610	NA	NA	NA	K07435
NA	NA	K14613	NA	NA	NA	K07440
NA	NA	K14616	NA	NA	NA	K07440
NA	NA	K14616	NA	NA	NA	K07440
NA	NA	K14616	NA	NA	NA	K07442
NA	NA	K14616	NA	NA	NA	K07508
NA	NA	K14616	NA	NA	NA	K07509
NA	NA	K14616	NA	NA	NA	K07515
NA	NA	K14616	NA	NA	NA	K07515
NA	NA	K14618	NA	NA	NA	K07520
NA	NA	K14621	NA	NA	NA	K07521
NA	NA	K14634	NA	NA	NA	K07521
NA	NA	K14638	NA	NA	NA	K07521
NA	NA	K14648	NA	NA	NA	K07523
NA	NA	K14676	NA	NA	NA	K07525
NA	NA	K14676	NA	NA	NA	K07526
NA	NA	K14686	NA	NA	NA	K07554
NA	NA	K14686	NA	NA	NA	K07560
NA	NA	K14692	NA	NA	NA	K07560
NA	NA	K14693	NA	NA	NA	K07560
NA	NA	K14715	NA	NA	NA	K07561
NA	NA	K14719	NA	NA	NA	K07588
NA	NA	K14720	NA	NA	NA	K07611
NA	NA	K14720	NA	NA	NA	K07633
NA	NA	K14721	NA	NA	NA	K07739
NA	NA	K14763	NA	NA	NA	K07747
NA	NA	K14774	NA	NA	NA	K07750
NA	NA	K14779	NA	NA	NA	K07752
NA	NA	K14780	NA	NA	NA	K07752
NA	NA	K14782	NA	NA	NA	K07752
NA	NA	K14782	NA	NA	NA	K07752
NA	NA	K14782	NA	NA	NA	K07754
NA	NA	K14785	NA	NA	NA	K07754
NA	NA	K14786	NA	NA	NA	K07755
NA	NA	K14787	NA	NA	NA	K07762
NA	NA	K14803	NA	NA	NA	K07763
NA	NA	K14806	NA	NA	NA	K07763
NA	NA	K14806	NA	NA	NA	K07767
NA	NA	K14807	NA	NA	NA	K07767
NA	NA	K14809	NA	NA	NA	K07767
NA	NA	K14815	NA	NA	NA	K07819
NA	NA	K14816	NA	NA	NA	K07819
NA	NA	K14818	NA	NA	NA	K07819
NA	NA	K14821	NA	NA	NA	K07819
NA	NA	K14823	NA	NA	NA	K07819
NA	NA	K14824	NA	NA	NA	K07819
NA	NA	K14826	NA	NA	NA	K07819
NA	NA	K14827	NA	NA	NA	K07827
NA	NA	K14827	NA	NA	NA	K07838
NA	NA	K14835	NA	NA	NA	K07853
NA	NA	K14842	NA	NA	NA	K07855
NA	NA	K14845	NA	NA	NA	K07868
NA	NA	K14845	NA	NA	NA	K07870
NA	NA	K14851	NA	NA	NA	K07874
NA	NA	K14855	NA	NA	NA	K07874
NA	NA	K14855	NA	NA	NA	K07874
NA	NA	K14857	NA	NA	NA	K07874
NA	NA	K14859	NA	NA	NA	K07880
NA	NA	K14860	NA	NA	NA	K07883
NA	NA	K14861	NA	NA	NA	K07883
NA	NA	K14938	NA	NA	NA	K07883
NA	NA	K14950	NA	NA	NA	K07885
NA	NA	K14960	NA	NA	NA	K07890
NA	NA	K14961	NA	NA	NA	K07899
NA	NA	K14963	NA	NA	NA	K07903
NA	NA	K14966	NA	NA	NA	K07918
NA	NA	K14972	NA	NA	NA	K07922
NA	NA	K15015	NA	NA	NA	K07925
NA	NA	K15015	NA	NA	NA	K07931
NA	NA	K15025	NA	NA	NA	K07934
NA	NA	K15027	NA	NA	NA	K07934
NA	NA	K15029	NA	NA	NA	K07936
NA	NA	K15029	NA	NA	NA	K07939
NA	NA	K15032	NA	NA	NA	K07941
NA	NA	K15044	NA	NA	NA	K07945
NA	NA	K15049	NA	NA	NA	K07950
NA	NA	K15050	NA	NA	NA	K07951
NA	NA	K15075	NA	NA	NA	K07964
NA	NA	K15078	NA	NA	NA	K07976
NA	NA	K15102	NA	NA	NA	K07995
NA	NA	K15104	NA	NA	NA	K07997
NA	NA	K15106	NA	NA	NA	K07997
NA	NA	K15107	NA	NA	NA	K07998
NA	NA	K15107	NA	NA	NA	K08018
NA	NA	K15109	NA	NA	NA	K08018
NA	NA	K15109	NA	NA	NA	K08018
NA	NA	K15115	NA	NA	NA	K08022
NA	NA	K15128	NA	NA	NA	K08025
NA	NA	K15129	NA	NA	NA	K08029
NA	NA	K15141	NA	NA	NA	K08029
NA	NA	K15141	NA	NA	NA	K08029
NA	NA	K15144	NA	NA	NA	K08029
NA	NA	K15151	NA	NA	NA	K08029
NA	NA	K15153	NA	NA	NA	K08030
NA	NA	K15157	NA	NA	NA	K08035
NA	NA	K15162	NA	NA	NA	K08035
NA	NA	K15162	NA	NA	NA	K08037
NA	NA	K15162	NA	NA	NA	K08043
NA	NA	K15174	NA	NA	NA	K08045
NA	NA	K15175	NA	NA	NA	K08049
NA	NA	K15176	NA	NA	NA	K08054
NA	NA	K15177	NA	NA	NA	K08056
NA	NA	K15187	NA	NA	NA	K08056
NA	NA	K15189	NA	NA	NA	K08056
NA	NA	K15189	NA	NA	NA	K08056
NA	NA	K15190	NA	NA	NA	K08056
NA	NA	K15200	NA	NA	NA	K08057
NA	NA	K15200	NA	NA	NA	K08059
NA	NA	K15216	NA	NA	NA	K08059
NA	NA	K15216	NA	NA	NA	K08064
NA	NA	K15216	NA	NA	NA	K08065
NA	NA	K15259	NA	NA	NA	K08066
NA	NA	K15260	NA	NA	NA	K08069
NA	NA	K15261	NA	NA	NA	K08074
NA	NA	K15272	NA	NA	NA	K08076
NA	NA	K15272	NA	NA	NA	K08076
NA	NA	K15276	NA	NA	NA	K08076
NA	NA	K15278	NA	NA	NA	K08076
NA	NA	K15279	NA	NA	NA	K08076
NA	NA	K15280	NA	NA	NA	K08076
NA	NA	K15281	NA	NA	NA	K08077
NA	NA	K15288	NA	NA	NA	K08105
NA	NA	K15289	NA	NA	NA	K08110
NA	NA	K15292	NA	NA	NA	K08111
NA	NA	K15293	NA	NA	NA	K08117
NA	NA	K15322	NA	NA	NA	K08132
NA	NA	K15326	NA	NA	NA	K08132
NA	NA	K15326	NA	NA	NA	K08145
NA	NA	K15332	NA	NA	NA	K08145
NA	NA	K15335	NA	NA	NA	K08145
NA	NA	K15338	NA	NA	NA	K08145
NA	NA	K15376	NA	NA	NA	K08145
NA	NA	K15377	NA	NA	NA	K08155
NA	NA	K15377	NA	NA	NA	K08175
NA	NA	K15382	NA	NA	NA	K08184
NA	NA	K15409	NA	NA	NA	K08187
NA	NA	K15421	NA	NA	NA	K08187
NA	NA	K15426	NA	NA	NA	K08187
NA	NA	K15430	NA	NA	NA	K08187
NA	NA	K15437	NA	NA	NA	K08187
NA	NA	K15443	NA	NA	NA	K08187
NA	NA	K15443	NA	NA	NA	K08187
NA	NA	K15445	NA	NA	NA	K08187
NA	NA	K15445	NA	NA	NA	K08187
NA	NA	K15449	NA	NA	NA	K08187
NA	NA	K15451	NA	NA	NA	K08187
NA	NA	K15456	NA	NA	NA	K08187
NA	NA	K15498	NA	NA	NA	K08187
NA	NA	K15502	NA	NA	NA	K08193
NA	NA	K15521	NA	NA	NA	K08202
NA	NA	K15542	NA	NA	NA	K08202
NA	NA	K15542	NA	NA	NA	K08202
NA	NA	K15595	NA	NA	NA	K08202
NA	NA	K15595	NA	NA	NA	K08202
NA	NA	K15613	NA	NA	NA	K08202
NA	NA	K15620	NA	NA	NA	K08202
NA	NA	K15631	NA	NA	NA	K08202
NA	NA	K15637	NA	NA	NA	K08202
NA	NA	K15637	NA	NA	NA	K08202
NA	NA	K15685	NA	NA	NA	K08202
NA	NA	K15691	NA	NA	NA	K08218
NA	NA	K15698	NA	NA	NA	K08252
NA	NA	K15708	NA	NA	NA	K08252
NA	NA	K15710	NA	NA	NA	K08271
NA	NA	K15711	NA	NA	NA	K08272
NA	NA	K15711	NA	NA	NA	K08288
NA	NA	K15711	NA	NA	NA	K08326
NA	NA	K15712	NA	NA	NA	K08331
NA	NA	K15712	NA	NA	NA	K08334
NA	NA	K15716	NA	NA	NA	K08341
NA	NA	K15717	NA	NA	NA	K08341
NA	NA	K15732	NA	NA	NA	K08342
NA	NA	K15734	NA	NA	NA	K08360
NA	NA	K15779	NA	NA	NA	K08366
NA	NA	K15837	NA	NA	NA	K08366
NA	NA	K15837	NA	NA	NA	K08367
NA	NA	K15837	NA	NA	NA	K08375
NA	NA	K15837	NA	NA	NA	K08375
NA	NA	K15909	NA	NA	NA	K08375
NA	NA	K16059	NA	NA	NA	K08375
NA	NA	K16064	NA	NA	NA	K08375
NA	NA	K16185	NA	NA	NA	K08375
NA	NA	K16194	NA	NA	NA	K08375
NA	NA	K16288	NA	NA	NA	K08375
NA	NA	K16309	NA	NA	NA	K08375
NA	NA	K16344	NA	NA	NA	K08378
NA	NA	K16353	NA	NA	NA	K08378
NA	NA	K16353	NA	NA	NA	K08378
NA	NA	K16353	NA	NA	NA	K08397
NA	NA	K16459	NA	NA	NA	K08399
NA	NA	K16460	NA	NA	NA	K08409
NA	NA	K16463	NA	NA	NA	K08439
NA	NA	K16469	NA	NA	NA	K08455
NA	NA	K16469	NA	NA	NA	K08465
NA	NA	K16471	NA	NA	NA	K08465
NA	NA	K16473	NA	NA	NA	K08465
NA	NA	K16474	NA	NA	NA	K08465
NA	NA	K16476	NA	NA	NA	K08465
NA	NA	K16478	NA	NA	NA	K08465
NA	NA	K16483	NA	NA	NA	K08465
NA	NA	K16483	NA	NA	NA	K08467
NA	NA	K16489	NA	NA	NA	K08467
NA	NA	K16489	NA	NA	NA	K08469
NA	NA	K16506	NA	NA	NA	K08491
NA	NA	K16506	NA	NA	NA	K08492
NA	NA	K16506	NA	NA	NA	K08493
NA	NA	K16526	NA	NA	NA	K08498
NA	NA	K16533	NA	NA	NA	K08501
NA	NA	K16536	NA	NA	NA	K08507
NA	NA	K16537	NA	NA	NA	K08509
NA	NA	K16538	NA	NA	NA	K08518
NA	NA	K16543	NA	NA	NA	K08545
NA	NA	K16543	NA	NA	NA	K08546
NA	NA	K16575	NA	NA	NA	K08546
NA	NA	K16582	NA	NA	NA	K08548
NA	NA	K16583	NA	NA	NA	K08558
NA	NA	K16600	NA	NA	NA	K08574
NA	NA	K16601	NA	NA	NA	K08574
NA	NA	K16608	NA	NA	NA	K08582
NA	NA	K16621	NA	NA	NA	K08585
NA	NA	K16669	NA	NA	NA	K08585
NA	NA	K16677	NA	NA	NA	K08588
NA	NA	K16677	NA	NA	NA	K08588
NA	NA	K16686	NA	NA	NA	K08596
NA	NA	K16719	NA	NA	NA	K08596
NA	NA	K16726	NA	NA	NA	K08596
NA	NA	K16726	NA	NA	NA	K08601
NA	NA	K16726	NA	NA	NA	K08606
NA	NA	K16726	NA	NA	NA	K08606
NA	NA	K16728	NA	NA	NA	K08606
NA	NA	K16743	NA	NA	NA	K08606
NA	NA	K16747	NA	NA	NA	K08618
NA	NA	K16747	NA	NA	NA	K08621
NA	NA	K16756	NA	NA	NA	K08621
NA	NA	K16756	NA	NA	NA	K08621
NA	NA	K16756	NA	NA	NA	K08621
NA	NA	K16762	NA	NA	NA	K08621
NA	NA	K16763	NA	NA	NA	K08621
NA	NA	K16766	NA	NA	NA	K08621
NA	NA	K16767	NA	NA	NA	K08624
NA	NA	K16780	NA	NA	NA	K08626
NA	NA	K16795	NA	NA	NA	K08626
NA	NA	K16804	NA	NA	NA	K08629
NA	NA	K16806	NA	NA	NA	K08630
NA	NA	K16811	NA	NA	NA	K08632
NA	NA	K16832	NA	NA	NA	K08632
NA	NA	K16848	NA	NA	NA	K08653
NA	NA	K16855	NA	NA	NA	K08653
NA	NA	K16857	NA	NA	NA	K08654
NA	NA	K16860	NA	NA	NA	K08656
NA	NA	K16865	NA	NA	NA	K08660
NA	NA	K16894	NA	NA	NA	K08660
NA	NA	K16896	NA	NA	NA	K08660
NA	NA	K16896	NA	NA	NA	K08664
NA	NA	K16904	NA	NA	NA	K08664
NA	NA	K16910	NA	NA	NA	K08669
NA	NA	K16912	NA	NA	NA	K08673
NA	NA	K16914	NA	NA	NA	K08675
NA	NA	K17079	NA	NA	NA	K08727
NA	NA	K17079	NA	NA	NA	K08727
NA	NA	K17094	NA	NA	NA	K08729
NA	NA	K17095	NA	NA	NA	K08730
NA	NA	K17095	NA	NA	NA	K08741
NA	NA	K17108	NA	NA	NA	K08745
NA	NA	K17199	NA	NA	NA	K08764
NA	NA	K17199	NA	NA	NA	K08765
NA	NA	K17201	NA	NA	NA	K08770
NA	NA	K17257	NA	NA	NA	K08776
NA	NA	K17261	NA	NA	NA	K08782
NA	NA	K17263	NA	NA	NA	K08789
NA	NA	K17263	NA	NA	NA	K08789
NA	NA	K17265	NA	NA	NA	K08790
NA	NA	K17266	NA	NA	NA	K08794
NA	NA	K17266	NA	NA	NA	K08796
NA	NA	K17266	NA	NA	NA	K08796
NA	NA	K17267	NA	NA	NA	K08797
NA	NA	K17267	NA	NA	NA	K08797
NA	NA	K17267	NA	NA	NA	K08805
NA	NA	K17275	NA	NA	NA	K08808
NA	NA	K17277	NA	NA	NA	K08810
NA	NA	K17277	NA	NA	NA	K08816
NA	NA	K17278	NA	NA	NA	K08817
NA	NA	K17279	NA	NA	NA	K08817
NA	NA	K17286	NA	NA	NA	K08819
NA	NA	K17286	NA	NA	NA	K08824
NA	NA	K17286	NA	NA	NA	K08825
NA	NA	K17294	NA	NA	NA	K08826
NA	NA	K17307	NA	NA	NA	K08829
NA	NA	K17307	NA	NA	NA	K08830
NA	NA	K17307	NA	NA	NA	K08834
NA	NA	K17307	NA	NA	NA	K08834
NA	NA	K17336	NA	NA	NA	K08834
NA	NA	K17341	NA	NA	NA	K08834
NA	NA	K17341	NA	NA	NA	K08834
NA	NA	K17341	NA	NA	NA	K08835
NA	NA	K17341	NA	NA	NA	K08835
NA	NA	K17341	NA	NA	NA	K08836
NA	NA	K17341	NA	NA	NA	K08838
NA	NA	K17341	NA	NA	NA	K08838
NA	NA	K17341	NA	NA	NA	K08840
NA	NA	K17345	NA	NA	NA	K08842
NA	NA	K17360	NA	NA	NA	K08844
NA	NA	K17362	NA	NA	NA	K08844
NA	NA	K17382	NA	NA	NA	K08856
NA	NA	K17403	NA	NA	NA	K08857
NA	NA	K17404	NA	NA	NA	K08857
NA	NA	K17427	NA	NA	NA	K08857
NA	NA	K17430	NA	NA	NA	K08857
NA	NA	K17430	NA	NA	NA	K08859
NA	NA	K17458	NA	NA	NA	K08860
NA	NA	K17491	NA	NA	NA	K08860
NA	NA	K17492	NA	NA	NA	K08860
NA	NA	K17495	NA	NA	NA	K08865
NA	NA	K17495	NA	NA	NA	K08866
NA	NA	K17495	NA	NA	NA	K08867
NA	NA	K17495	NA	NA	NA	K08872
NA	NA	K17495	NA	NA	NA	K08875
NA	NA	K17495	NA	NA	NA	K08883
NA	NA	K17495	NA	NA	NA	K08889
NA	NA	K17495	NA	NA	NA	K08892
NA	NA	K17495	NA	NA	NA	K08960
NA	NA	K17495	NA	NA	NA	K08963
NA	NA	K17495	NA	NA	NA	K09026
NA	NA	K17495	NA	NA	NA	K09027
NA	NA	K17496	NA	NA	NA	K09037
NA	NA	K17498	NA	NA	NA	K09038
NA	NA	K17498	NA	NA	NA	K09044
NA	NA	K17499	NA	NA	NA	K09048
NA	NA	K17500	NA	NA	NA	K09052
NA	NA	K17509	NA	NA	NA	K09054
NA	NA	K17512	NA	NA	NA	K09054
NA	NA	K17529	NA	NA	NA	K09057
NA	NA	K17533	NA	NA	NA	K09066
NA	NA	K17535	NA	NA	NA	K09067
NA	NA	K17542	NA	NA	NA	K09067
NA	NA	K17542	NA	NA	NA	K09069
NA	NA	K17545	NA	NA	NA	K09073
NA	NA	K17552	NA	NA	NA	K09078
NA	NA	K17562	NA	NA	NA	K09084
NA	NA	K17562	NA	NA	NA	K09091
NA	NA	K17580	NA	NA	NA	K09091
NA	NA	K17586	NA	NA	NA	K09093
NA	NA	K17589	NA	NA	NA	K09093
NA	NA	K17592	NA	NA	NA	K09094
NA	NA	K17598	NA	NA	NA	K09097
NA	NA	K17600	NA	NA	NA	K09098
NA	NA	K17601	NA	NA	NA	K09103
NA	NA	K17601	NA	NA	NA	K09106
NA	NA	K17603	NA	NA	NA	K09108
NA	NA	K17610	NA	NA	NA	K09113
NA	NA	K17637	NA	NA	NA	K09115
NA	NA	K17637	NA	NA	NA	K09174
NA	NA	K17653	NA	NA	NA	K09180
NA	NA	K17655	NA	NA	NA	K09191
NA	NA	K17658	NA	NA	NA	K09191
NA	NA	K17677	NA	NA	NA	K09191
NA	NA	K17680	NA	NA	NA	K09193
NA	NA	K17681	NA	NA	NA	K09195
NA	NA	K17751	NA	NA	NA	K09199
NA	NA	K17768	NA	NA	NA	K09201
NA	NA	K17768	NA	NA	NA	K09203
NA	NA	K17776	NA	NA	NA	K09206
NA	NA	K17777	NA	NA	NA	K09206
NA	NA	K17777	NA	NA	NA	K09207
NA	NA	K17778	NA	NA	NA	K09208
NA	NA	K17797	NA	NA	NA	K09210
NA	NA	K17809	NA	NA	NA	K09214
NA	NA	K17809	NA	NA	NA	K09214
NA	NA	K17816	NA	NA	NA	K09216
NA	NA	K17822	NA	NA	NA	K09216
NA	NA	K17866	NA	NA	NA	K09219
NA	NA	K17871	NA	NA	NA	K09223
NA	NA	K17879	NA	NA	NA	K09223
NA	NA	K17887	NA	NA	NA	K09224
NA	NA	K17888	NA	NA	NA	K09224
NA	NA	K17889	NA	NA	NA	K09224
NA	NA	K17890	NA	NA	NA	K09227
NA	NA	K17902	NA	NA	NA	K09228
NA	NA	K17902	NA	NA	NA	K09228
NA	NA	K17906	NA	NA	NA	K09228
NA	NA	K17915	NA	NA	NA	K09232
NA	NA	K17915	NA	NA	NA	K09250
NA	NA	K17919	NA	NA	NA	K09258
NA	NA	K17920	NA	NA	NA	K09258
NA	NA	K17924	NA	NA	NA	K09260
NA	NA	K17924	NA	NA	NA	K09267
NA	NA	K17925	NA	NA	NA	K09267
NA	NA	K17935	NA	NA	NA	K09267
NA	NA	K17935	NA	NA	NA	K09267
NA	NA	K17936	NA	NA	NA	K09267
NA	NA	K17943	NA	NA	NA	K09270
NA	NA	K17951	NA	NA	NA	K09270
NA	NA	K17951	NA	NA	NA	K09270
NA	NA	K17951	NA	NA	NA	K09271
NA	NA	K17969	NA	NA	NA	K09272
NA	NA	K17973	NA	NA	NA	K09272
NA	NA	K17973	NA	NA	NA	K09288
NA	NA	K17973	NA	NA	NA	K09289
NA	NA	K17987	NA	NA	NA	K09290
NA	NA	K17988	NA	NA	NA	K09305
NA	NA	K18037	NA	NA	NA	K09309
NA	NA	K18050	NA	NA	NA	K09309
NA	NA	K18055	NA	NA	NA	K09309
NA	NA	K18078	NA	NA	NA	K09309
NA	NA	K18079	NA	NA	NA	K09310
NA	NA	K18081	NA	NA	NA	K09311
NA	NA	K18081	NA	NA	NA	K09317
NA	NA	K18134	NA	NA	NA	K09317
NA	NA	K18134	NA	NA	NA	K09320
NA	NA	K18156	NA	NA	NA	K09321
NA	NA	K18184	NA	NA	NA	K09324
NA	NA	K18211	NA	NA	NA	K09326
NA	NA	K18260	NA	NA	NA	K09326
NA	NA	K18269	NA	NA	NA	K09326
NA	NA	K18272	NA	NA	NA	K09327
NA	NA	K18274	NA	NA	NA	K09328
NA	NA	K18283	NA	NA	NA	K09328
NA	NA	K18334	NA	NA	NA	K09339
NA	NA	K18334	NA	NA	NA	K09341
NA	NA	K18384	NA	NA	NA	K09343
NA	NA	K18384	NA	NA	NA	K09353
NA	NA	K18398	NA	NA	NA	K09355
NA	NA	K18399	NA	NA	NA	K09360
NA	NA	K18401	NA	NA	NA	K09360
NA	NA	K18402	NA	NA	NA	K09361
NA	NA	K18405	NA	NA	NA	K09361
NA	NA	K18406	NA	NA	NA	K09365
NA	NA	K18406	NA	NA	NA	K09365
NA	NA	K18406	NA	NA	NA	K09366
NA	NA	K18460	NA	NA	NA	K09370
NA	NA	K18460	NA	NA	NA	K09371
NA	NA	K18463	NA	NA	NA	K09372
NA	NA	K18465	NA	NA	NA	K09373
NA	NA	K18497	NA	NA	NA	K09377
NA	NA	K18592	NA	NA	NA	K09377
NA	NA	K18592	NA	NA	NA	K09381
NA	NA	K18598	NA	NA	NA	K09381
NA	NA	K18617	NA	NA	NA	K09381
NA	NA	K18619	NA	NA	NA	K09381
NA	NA	K18622	NA	NA	NA	K09391
NA	NA	K18625	NA	NA	NA	K09396
NA	NA	K18625	NA	NA	NA	K09396
NA	NA	K18643	NA	NA	NA	K09396
NA	NA	K18655	NA	NA	NA	K09397
NA	NA	K18666	NA	NA	NA	K09397
NA	NA	K18668	NA	NA	NA	K09403
NA	NA	K18669	NA	NA	NA	K09404
NA	NA	K18703	NA	NA	NA	K09405
NA	NA	K18723	NA	NA	NA	K09407
NA	NA	K18734	NA	NA	NA	K09408
NA	NA	K18743	NA	NA	NA	K09408
NA	NA	K18754	NA	NA	NA	K09409
NA	NA	K18932	NA	NA	NA	K09410
NA	NA	K19009	NA	NA	NA	K09414
NA	NA	K19026	NA	NA	NA	K09428
NA	NA	K19036	NA	NA	NA	K09428
NA	NA	K19176	NA	NA	NA	K09428
NA	NA	K19178	NA	NA	NA	K09431
NA	NA	K19194	NA	NA	NA	K09435
NA	NA	K19269	NA	NA	NA	K09436
NA	NA	K19269	NA	NA	NA	K09441
NA	NA	K19347	NA	NA	NA	K09442
NA	NA	K19352	NA	NA	NA	K09442
NA	NA	K19360	NA	NA	NA	K09452
NA	NA	K19360	NA	NA	NA	K09452
NA	NA	K19360	NA	NA	NA	K09452
NA	NA	K19362	NA	NA	NA	K09455
NA	NA	K19363	NA	NA	NA	K09459
NA	NA	K19365	NA	NA	NA	K09479
NA	NA	K19398	NA	NA	NA	K09485
NA	NA	K19402	NA	NA	NA	K09485
NA	NA	K19466	NA	NA	NA	K09485
NA	NA	K19475	NA	NA	NA	K09485
NA	NA	K19499	NA	NA	NA	K09486
NA	NA	K19499	NA	NA	NA	K09487
NA	NA	K19502	NA	NA	NA	K09487
NA	NA	K19511	NA	NA	NA	K09488
NA	NA	K19511	NA	NA	NA	K09490
NA	NA	K19521	NA	NA	NA	K09492
NA	NA	K19521	NA	NA	NA	K09493
NA	NA	K19525	NA	NA	NA	K09493
NA	NA	K19525	NA	NA	NA	K09494
NA	NA	K19525	NA	NA	NA	K09495
NA	NA	K19526	NA	NA	NA	K09496
NA	NA	K19530	NA	NA	NA	K09498
NA	NA	K19531	NA	NA	NA	K09500
NA	NA	K19532	NA	NA	NA	K09506
NA	NA	K19532	NA	NA	NA	K09507
NA	NA	K19532	NA	NA	NA	K09511
NA	NA	K19573	NA	NA	NA	K09511
NA	NA	K19589	NA	NA	NA	K09511
NA	NA	K19607	NA	NA	NA	K09515
NA	NA	K19613	NA	NA	NA	K09519
NA	NA	K19626	NA	NA	NA	K09522
NA	NA	K19626	NA	NA	NA	K09522
NA	NA	K19626	NA	NA	NA	K09523
NA	NA	K19636	NA	NA	NA	K09523
NA	NA	K19636	NA	NA	NA	K09525
NA	NA	K19636	NA	NA	NA	K09527
NA	NA	K19656	NA	NA	NA	K09529
NA	NA	K19671	NA	NA	NA	K09533
NA	NA	K19672	NA	NA	NA	K09533
NA	NA	K19674	NA	NA	NA	K09539
NA	NA	K19674	NA	NA	NA	K09540
NA	NA	K19677	NA	NA	NA	K09540
NA	NA	K19677	NA	NA	NA	K09542
NA	NA	K19683	NA	NA	NA	K09553
NA	NA	K19684	NA	NA	NA	K09553
NA	NA	K19719	NA	NA	NA	K09553
NA	NA	K19719	NA	NA	NA	K09554
NA	NA	K19719	NA	NA	NA	K09558
NA	NA	K19720	NA	NA	NA	K09560
NA	NA	K19720	NA	NA	NA	K09566
NA	NA	K19720	NA	NA	NA	K09569
NA	NA	K19720	NA	NA	NA	K09577
NA	NA	K19720	NA	NA	NA	K09577
NA	NA	K19720	NA	NA	NA	K09577
NA	NA	K19721	NA	NA	NA	K09580
NA	NA	K19721	NA	NA	NA	K09580
NA	NA	K19721	NA	NA	NA	K09583
NA	NA	K19721	NA	NA	NA	K09584
NA	NA	K19721	NA	NA	NA	K09584
NA	NA	K19721	NA	NA	NA	K09585
NA	NA	K19721	NA	NA	NA	K09592
NA	NA	K19721	NA	NA	NA	K09593
NA	NA	K19721	NA	NA	NA	K09597
NA	NA	K19754	NA	NA	NA	K09608
NA	NA	K19755	NA	NA	NA	K09608
NA	NA	K19759	NA	NA	NA	K09627
NA	NA	K19761	NA	NA	NA	K09627
NA	NA	K19788	NA	NA	NA	K09627
NA	NA	K19828	NA	NA	NA	K09627
NA	NA	K19863	NA	NA	NA	K09632
NA	NA	K19867	NA	NA	NA	K09632
NA	NA	K19870	NA	NA	NA	K09634
NA	NA	K19870	NA	NA	NA	K09637
NA	NA	K19874	NA	NA	NA	K09640
NA	NA	K19910	NA	NA	NA	K09647
NA	NA	K19910	NA	NA	NA	K09649
NA	NA	K19910	NA	NA	NA	K09649
NA	NA	K19933	NA	NA	NA	K09649
NA	NA	K19942	NA	NA	NA	K09650
NA	NA	K19951	NA	NA	NA	K09654
NA	NA	K19951	NA	NA	NA	K09656
NA	NA	K19983	NA	NA	NA	K09656
NA	NA	K19983	NA	NA	NA	K09656
NA	NA	K19984	NA	NA	NA	K09656
NA	NA	K19984	NA	NA	NA	K09656
NA	NA	K20002	NA	NA	NA	K09656
NA	NA	K20030	NA	NA	NA	K09656
NA	NA	K20042	NA	NA	NA	K09657
NA	NA	K20042	NA	NA	NA	K09658
NA	NA	K20044	NA	NA	NA	K09662
NA	NA	K20045	NA	NA	NA	K09662
NA	NA	K20064	NA	NA	NA	K09666
NA	NA	K20068	NA	NA	NA	K09666
NA	NA	K20069	NA	NA	NA	K09666
NA	NA	K20100	NA	NA	NA	K09666
NA	NA	K20100	NA	NA	NA	K09669
NA	NA	K20102	NA	NA	NA	K09669
NA	NA	K20123	NA	NA	NA	K09669
NA	NA	K20123	NA	NA	NA	K09673
NA	NA	K20160	NA	NA	NA	K09676
NA	NA	K20164	NA	NA	NA	K09680
NA	NA	K20168	NA	NA	NA	K09848
NA	NA	K20168	NA	NA	NA	K09848
NA	NA	K20175	NA	NA	NA	K09848
NA	NA	K20177	NA	NA	NA	K09848
NA	NA	K20178	NA	NA	NA	K09848
NA	NA	K20179	NA	NA	NA	K09851
NA	NA	K20180	NA	NA	NA	K09855
NA	NA	K20180	NA	NA	NA	K09866
NA	NA	K20181	NA	NA	NA	K09866
