SH.1d	SH.3d	AH.1d	AH.3d	SC.1d	SC.3d	Met
NA	NA	K04424	K10408	K08670	NA	K01787
NA	NA	K04428	K10408	K08736	NA	K01792
NA	NA	K04437	K10408	K08762	NA	K01793
NA	NA	K04437	K10408	K08764	NA	K01794
NA	NA	K04437	K10408	K08765	NA	K01795
NA	NA	K04440	K10408	K08765	NA	K01807
NA	NA	K04441	K10408	K08801	NA	K01810
NA	NA	K04442	K10408	K08815	NA	K01810
NA	NA	K04450	K10408	K08815	NA	K01816
NA	NA	K04456	K10408	K08818	NA	K01835
NA	NA	K04459	K10408	K08824	NA	K01836
NA	NA	K04463	K10408	K08826	NA	K01847
NA	NA	K04489	K10412	K08840	NA	K01867
NA	NA	K04491	K10413	K08840	NA	K01868
NA	NA	K04498	K10413	K08855	NA	K01869
NA	NA	K04508	K10413	K08857	NA	K01869
NA	NA	K04508	K10413	K08863	NA	K01872
NA	NA	K04533	K10414	K08868	NA	K01873
NA	NA	K04534	K10422	K08880	NA	K01875
NA	NA	K04536	K10442	K08957	NA	K01886
NA	NA	K04552	K10442	K08991	NA	K01889
NA	NA	K04554	K10450	K09067	NA	K01889
NA	NA	K04558	K10454	K09093	NA	K01889
NA	NA	K04560	K10457	K09114	NA	K01890
NA	NA	K04569	K10478	K09228	NA	K01890
NA	NA	K04571	K10478	K09257	NA	K01892
NA	NA	K04571	K10577	K09275	NA	K01893
NA	NA	K04575	K10586	K09276	NA	K01893
NA	NA	K04592	K10586	K09304	NA	K01893
NA	NA	K04592	K10592	K09332	NA	K01893
NA	NA	K04592	K10593	K09402	NA	K01895
NA	NA	K04592	K10593	K09454	NA	K01895
NA	NA	K04593	K10593	K09481	NA	K01895
NA	NA	K04600	K10598	K09503	NA	K01897
NA	NA	K04605	K10610	K09512	NA	K01897
NA	NA	K04605	K10624	K09530	NA	K01897
NA	NA	K04612	K10630	K09530	NA	K01897
NA	NA	K04632	K10640	K09533	NA	K01897
NA	NA	K04634	K10644	K09533	NA	K01897
NA	NA	K04638	K10645	K09533	NA	K01897
NA	NA	K04644	K10645	K09540	NA	K01899
NA	NA	K04648	K10645	K09553	NA	K01900
NA	NA	K04648	K10645	K09561	NA	K01904
NA	NA	K04648	K10659	K09567	NA	K01904
NA	NA	K04650	K10686	K09569	NA	K01907
NA	NA	K04657	K10691	K09569	NA	K01921
NA	NA	K04661	K10691	K09577	NA	K01930
NA	NA	K04671	K10691	K09584	NA	K01930
NA	NA	K04682	K10691	K09602	NA	K01934
NA	NA	K04698	K10695	K09606	NA	K01937
NA	NA	K04715	K10699	K09611	NA	K01940
NA	NA	K04718	K10703	K09641	NA	K01940
NA	NA	K04727	K10703	K09646	NA	K01958
NA	NA	K04734	K10728	K09656	NA	K01958
NA	NA	K04797	K10732	K09660	NA	K01958
NA	NA	K04851	K10732	K09848	NA	K01965
NA	NA	K04851	K10735	K09848	NA	K01965
NA	NA	K04887	K10739	K10088	NA	K01966
NA	NA	K04892	K10743	K10104	NA	K01966
NA	NA	K04892	K10745	K10143	NA	K01966
NA	NA	K04909	K10755	K10151	NA	K02021
NA	NA	K04915	K10770	K10153	NA	K02021
NA	NA	K04944	K10771	K10169	NA	K02030
NA	NA	K04962	K10772	K10251	NA	K02084
NA	NA	K04984	K10779	K10251	NA	K02085
NA	NA	K04984	K10798	K10258	NA	K02087
NA	NA	K04984	K10798	K10260	NA	K02090
NA	NA	K04984	K10800	K10260	NA	K02144
NA	NA	K04984	K10808	K10277	NA	K02148
NA	NA	K04984	K10848	K10279	NA	K02149
NA	NA	K04984	K10862	K10296	NA	K02156
NA	NA	K04988	K10866	K10350	NA	K02156
NA	NA	K04988	K10871	K10352	NA	K02156
NA	NA	K04988	K10876	K10364	NA	K02163
NA	NA	K04988	K10894	K10365	NA	K02166
NA	NA	K05012	K10898	K10380	NA	K02168
NA	NA	K05041	K10905	K10380	NA	K02178
NA	NA	K05048	K10951	K10380	NA	K02180
NA	NA	K05048	K10951	K10380	NA	K02183
NA	NA	K05048	K11141	K10380	NA	K02183
NA	NA	K05048	K11141	K10380	NA	K02183
NA	NA	K05052	K11147	K10380	NA	K02183
NA	NA	K05094	K11147	K10396	NA	K02183
NA	NA	K05094	K11173	K10396	NA	K02183
NA	NA	K05111	K11173	K10397	NA	K02183
NA	NA	K05111	K11253	K10401	NA	K02183
NA	NA	K05122	K11262	K10407	NA	K02183
NA	NA	K05125	K11262	K10408	NA	K02183
NA	NA	K05126	K11270	K10408	NA	K02184
NA	NA	K05126	K11275	K10409	NA	K02184
NA	NA	K05128	K11338	K10412	NA	K02187
NA	NA	K05218	K11339	K10436	NA	K02187
NA	NA	K05236	K11340	K10532	NA	K02187
NA	NA	K05285	K11404	K10573	NA	K02202
NA	NA	K05288	K11406	K10575	NA	K02207
NA	NA	K05289	K11407	K10578	NA	K02209
NA	NA	K05290	K11421	K10579	NA	K02210
NA	NA	K05293	K11422	K10582	NA	K02211
NA	NA	K05293	K11434	K10583	NA	K02212
NA	NA	K05305	K11446	K10587	NA	K02213
NA	NA	K05309	K11462	K10589	NA	K02216
NA	NA	K05312	K11468	K10589	NA	K02216
NA	NA	K05323	K11491	K10593	NA	K02223
NA	NA	K05360	K11502	K10593	NA	K02223
NA	NA	K05360	K11505	K10610	NA	K02256
NA	NA	K05361	K11518	K10612	NA	K02261
NA	NA	K05399	K11536	K10626	NA	K02295
NA	NA	K05399	K11540	K10626	NA	K02320
NA	NA	K05410	K11549	K10631	NA	K02324
NA	NA	K05463	K11579	K10642	NA	K02324
NA	NA	K05497	K11584	K10659	NA	K02325
NA	NA	K05543	K11593	K10703	NA	K02327
NA	NA	K05543	K11594	K10728	NA	K02328
NA	NA	K05610	K11647	K10730	NA	K02332
NA	NA	K05614	K11647	K10739	NA	K02349
NA	NA	K05631	K11647	K10761	NA	K02350
NA	NA	K05631	K11650	K10770	NA	K02353
NA	NA	K05631	K11655	K10776	NA	K02353
NA	NA	K05642	K11655	K10799	NA	K02353
NA	NA	K05642	K11680	K10800	NA	K02354
NA	NA	K05643	K11728	K10838	NA	K02355
NA	NA	K05643	K11757	K10841	NA	K02364
NA	NA	K05657	K11799	K10859	NA	K02366
NA	NA	K05661	K11829	K10864	NA	K02370
NA	NA	K05662	K11838	K10876	NA	K02374
NA	NA	K05665	K11839	K10881	NA	K02374
NA	NA	K05665	K11850	K10894	NA	K02375
NA	NA	K05673	K11857	K10901	NA	K02375
NA	NA	K05673	K11875	K10904	NA	K02375
NA	NA	K05677	K11884	K10905	NA	K02377
NA	NA	K05677	K11978	K10951	NA	K02432
NA	NA	K05681	K11990	K10956	NA	K02432
NA	NA	K05688	K11990	K11086	NA	K02432
NA	NA	K05688	K11997	K11088	NA	K02433
NA	NA	K05688	K12035	K11141	NA	K02513
NA	NA	K05692	K12035	K11147	NA	K02514
NA	NA	K05692	K12035	K11147	NA	K02516
NA	NA	K05692	K12035	K11165	NA	K02541
NA	NA	K05700	K12035	K11173	NA	K02541
NA	NA	K05701	K12165	K11187	NA	K02542
NA	NA	K05702	K12172	K11204	NA	K02553
NA	NA	K05706	K12175	K11254	NA	K02561
NA	NA	K05727	K12182	K11275	NA	K02561
NA	NA	K05728	K12188	K11293	NA	K02577
NA	NA	K05734	K12190	K11316	NA	K02583
NA	NA	K05751	K12229	K11347	NA	K02583
NA	NA	K05752	K12231	K11352	NA	K02599
NA	NA	K05759	K12231	K11366	NA	K02599
NA	NA	K05760	K12323	K11373	NA	K02599
NA	NA	K05765	K12323	K11394	NA	K02599
NA	NA	K05766	K12345	K11406	NA	K02599
NA	NA	K05849	K12351	K11419	NA	K02599
NA	NA	K05857	K12353	K11478	NA	K02599
NA	NA	K05857	K12366	K11488	NA	K02599
NA	NA	K05858	K12373	K11491	NA	K02599
NA	NA	K05858	K12389	K11501	NA	K02599
NA	NA	K05863	K12481	K11507	NA	K02599
NA	NA	K05929	K12505	K11518	NA	K02602
NA	NA	K05954	K12559	K11529	NA	K02603
NA	NA	K05955	K12567	K11577	NA	K02607
NA	NA	K05956	K12584	K11577	NA	K02608
NA	NA	K05956	K12586	K11644	NA	K02684
NA	NA	K05970	K12604	K11644	NA	K02684
NA	NA	K06030	K12619	K11657	NA	K02685
NA	NA	K06052	K12625	K11672	NA	K02685
NA	NA	K06063	K12626	K11672	NA	K02737
NA	NA	K06067	K12654	K11680	NA	K02738
NA	NA	K06068	K12654	K11699	NA	K02739
NA	NA	K06082	K12654	K11699	NA	K02739
NA	NA	K06082	K12654	K11718	NA	K02842
NA	NA	K06082	K12751	K11729	NA	K02844
NA	NA	K06083	K12757	K11729	NA	K02863
NA	NA	K06094	K12757	K11731	NA	K02868
NA	NA	K06094	K12821	K11757	NA	K02868
NA	NA	K06095	K12821	K11765	NA	K02870
NA	NA	K06095	K12824	K11789	NA	K02871
NA	NA	K06110	K12826	K11789	NA	K02872
NA	NA	K06125	K12828	K11789	NA	K02873
NA	NA	K06173	K12832	K11837	NA	K02876
NA	NA	K06210	K12836	K11838	NA	K02877
NA	NA	K06226	K12845	K11840	NA	K02880
NA	NA	K06234	K12847	K11840	NA	K02888
NA	NA	K06236	K12855	K11847	NA	K02888
NA	NA	K06236	K12856	K11850	NA	K02889
NA	NA	K06236	K12859	K11853	NA	K02891
NA	NA	K06236	K12867	K11855	NA	K02894
NA	NA	K06236	K12876	K11860	NA	K02900
NA	NA	K06236	K12881	K11861	NA	K02901
NA	NA	K06236	K12886	K11875	NA	K02905
NA	NA	K06237	K12890	K11978	NA	K02906
NA	NA	K06237	K12893	K11982	NA	K02910
NA	NA	K06252	K12941	K12035	NA	K02915
NA	NA	K06255	K12947	K12035	NA	K02915
NA	NA	K06268	K13024	K12035	NA	K02918
NA	NA	K06279	K13076	K12041	NA	K02923
NA	NA	K06316	K13089	K12158	NA	K02925
NA	NA	K06338	K13089	K12160	NA	K02930
NA	NA	K06530	K13098	K12161	NA	K02934
NA	NA	K06530	K13106	K12162	NA	K02937
NA	NA	K06532	K13110	K12165	NA	K02946
NA	NA	K06532	K13113	K12181	NA	K02946
NA	NA	K06537	K13118	K12181	NA	K02947
NA	NA	K06560	K13119	K12186	NA	K02951
NA	NA	K06560	K13138	K12190	NA	K02962
NA	NA	K06560	K13140	K12229	NA	K02966
NA	NA	K06560	K13147	K12235	NA	K02969
NA	NA	K06560	K13172	K12260	NA	K02971
NA	NA	K06560	K13172	K12272	NA	K02973
NA	NA	K06569	K13172	K12272	NA	K02978
NA	NA	K06569	K13175	K12310	NA	K02985
NA	NA	K06569	K13176	K12311	NA	K02985
NA	NA	K06619	K13192	K12351	NA	K02987
NA	NA	K06619	K13201	K12385	NA	K02993
NA	NA	K06626	K13202	K12386	NA	K02995
NA	NA	K06629	K13221	K12388	NA	K02996
NA	NA	K06630	K13240	K12394	NA	K02997
NA	NA	K06630	K13240	K12404	NA	K02998
NA	NA	K06633	K13249	K12456	NA	K02999
NA	NA	K06636	K13251	K12472	NA	K03002
NA	NA	K06645	K13278	K12491	NA	K03005
NA	NA	K06645	K13337	K12600	NA	K03008
NA	NA	K06662	K13341	K12600	NA	K03009
NA	NA	K06662	K13344	K12607	NA	K03021
NA	NA	K06669	K13347	K12621	NA	K03026
NA	NA	K06670	K13354	K12623	NA	K03028
NA	NA	K06671	K13366	K12624	NA	K03029
NA	NA	K06676	K13421	K12625	NA	K03032
NA	NA	K06676	K13443	K12626	NA	K03035
NA	NA	K06679	K13515	K12662	NA	K03036
NA	NA	K06688	K13516	K12666	NA	K03039
NA	NA	K06689	K13539	K12669	NA	K03061
NA	NA	K06693	K13649	K12669	NA	K03061
NA	NA	K06693	K13697	K12733	NA	K03065
NA	NA	K06700	K13703	K12751	NA	K03068
NA	NA	K06704	K13709	K12757	NA	K03068
NA	NA	K06711	K13709	K12757	NA	K03068
NA	NA	K06711	K13754	K12820	NA	K03068
NA	NA	K06711	K13856	K12820	NA	K03094
NA	NA	K06711	K13866	K12820	NA	K03094
NA	NA	K06711	K13866	K12826	NA	K03094
NA	NA	K06711	K13912	K12828	NA	K03107
NA	NA	K06760	K13912	K12828	NA	K03113
NA	NA	K06773	K13912	K12829	NA	K03115
NA	NA	K06774	K13960	K12832	NA	K03129
NA	NA	K06775	K13983	K12833	NA	K03131
NA	NA	K06794	K14018	K12833	NA	K03136
NA	NA	K06794	K14156	K12836	NA	K03138
NA	NA	K06816	K14165	K12845	NA	K03139
NA	NA	K06816	K14167	K12848	NA	K03141
NA	NA	K06841	K14206	K12858	NA	K03142
NA	NA	K06841	K14209	K12867	NA	K03145
NA	NA	K06867	K14209	K12867	NA	K03155
NA	NA	K06867	K14210	K12873	NA	K03163
NA	NA	K06875	K14216	K12876	NA	K03164
NA	NA	K06883	K14216	K12886	NA	K03165
NA	NA	K06883	K14293	K12941	NA	K03173
NA	NA	K06890	K14293	K12947	NA	K03173
NA	NA	K06911	K14299	K13026	NA	K03173
NA	NA	K06924	K14302	K13106	NA	K03174
NA	NA	K06924	K14306	K13113	NA	K03174
NA	NA	K06927	K14309	K13123	NA	K03174
NA	NA	K06942	K14309	K13128	NA	K03174
NA	NA	K06961	K14311	K13141	NA	K03175
NA	NA	K06963	K14314	K13154	NA	K03175
NA	NA	K06965	K14317	K13172	NA	K03178
NA	NA	K06965	K14318	K13177	NA	K03189
NA	NA	K06972	K14320	K13190	NA	K03190
NA	NA	K06975	K14324	K13249	NA	K03217
NA	NA	K06997	K14328	K13251	NA	K03231
NA	NA	K06997	K14354	K13291	NA	K03232
NA	NA	K06999	K14354	K13298	NA	K03236
NA	NA	K07002	K14386	K13298	NA	K03242
NA	NA	K07023	K14396	K13347	NA	K03243
NA	NA	K07119	K14398	K13354	NA	K03246
NA	NA	K07151	K14399	K13355	NA	K03248
NA	NA	K07178	K14400	K13356	NA	K03250
NA	NA	K07179	K14408	K13431	NA	K03251
NA	NA	K07189	K14416	K13516	NA	K03252
NA	NA	K07192	K14416	K13526	NA	K03255
NA	NA	K07197	K14437	K13526	NA	K03256
NA	NA	K07197	K14443	K13528	NA	K03256
NA	NA	K07206	K14457	K13649	NA	K03257
NA	NA	K07207	K14480	K13697	NA	K03259
NA	NA	K07209	K14525	K13702	NA	K03260
NA	NA	K07213	K14530	K13706	NA	K03265
NA	NA	K07277	K14544	K13718	NA	K03283
NA	NA	K07304	K14553	K13720	NA	K03283
NA	NA	K07374	K14571	K13736	NA	K03283
NA	NA	K07374	K14575	K13753	NA	K03283
NA	NA	K07375	K14610	K13761	NA	K03283
NA	NA	K07375	K14616	K13807	NA	K03283
NA	NA	K07376	K14634	K13907	NA	K03308
NA	NA	K07390	K14684	K13907	NA	K03320
NA	NA	K07440	K14686	K13912	NA	K03320
NA	NA	K07466	K14686	K13912	NA	K03320
NA	NA	K07512	K14692	K13963	NA	K03327
NA	NA	K07555	K14715	K14012	NA	K03327
NA	NA	K07561	K14720	K14165	NA	K03347
NA	NA	K07562	K14782	K14165	NA	K03348
NA	NA	K07565	K14797	K14210	NA	K03348
NA	NA	K07573	K14809	K14293	NA	K03350
NA	NA	K07575	K14815	K14296	NA	K03350
NA	NA	K07575	K14819	K14297	NA	K03351
NA	NA	K07583	K14819	K14299	NA	K03363
NA	NA	K07595	K14821	K14300	NA	K03363
NA	NA	K07634	K14829	K14300	NA	K03364
NA	NA	K07752	K14842	K14301	NA	K03377
NA	NA	K07752	K14855	K14303	NA	K03386
NA	NA	K07756	K14855	K14307	NA	K03419
NA	NA	K07765	K14861	K14309	NA	K03424
NA	NA	K07767	K14863	K14311	NA	K03434
NA	NA	K07809	K14962	K14314	NA	K03439
NA	NA	K07827	K14972	K14318	NA	K03440
NA	NA	K07847	K15015	K14320	NA	K03452
NA	NA	K07876	K15015	K14324	NA	K03454
NA	NA	K07881	K15015	K14354	NA	K03504
NA	NA	K07881	K15029	K14379	NA	K03504
NA	NA	K07901	K15029	K14386	NA	K03515
NA	NA	K07901	K15040	K14386	NA	K03521
NA	NA	K07911	K15047	K14394	NA	K03540
NA	NA	K07912	K15048	K14401	NA	K03544
NA	NA	K07918	K15050	K14416	NA	K03635
NA	NA	K07920	K15104	K14439	NA	K03648
NA	NA	K07953	K15106	K14442	NA	K03648
NA	NA	K07955	K15107	K14443	NA	K03654
NA	NA	K07955	K15107	K14455	NA	K03654
NA	NA	K07962	K15113	K14521	NA	K03654
NA	NA	K07963	K15115	K14537	NA	K03660
NA	NA	K07964	K15118	K14538	NA	K03662
NA	NA	K07984	K15128	K14545	NA	K03671
NA	NA	K07989	K15133	K14554	NA	K03679
NA	NA	K08008	K15153	K14565	NA	K03691
NA	NA	K08024	K15162	K14568	NA	K03768
NA	NA	K08026	K15162	K14570	NA	K03768
NA	NA	K08031	K15162	K14610	NA	K03768
NA	NA	K08069	K15188	K14616	NA	K03768
NA	NA	K08073	K15192	K14616	NA	K03781
NA	NA	K08074	K15192	K14618	NA	K03781
NA	NA	K08076	K15192	K14684	NA	K03781
NA	NA	K08076	K15200	K14708	NA	K03781
NA	NA	K08076	K15200	K14719	NA	K03781
NA	NA	K08098	K15261	K14774	NA	K03783
NA	NA	K08104	K15272	K14794	NA	K03841
NA	NA	K08105	K15278	K14802	NA	K03844
NA	NA	K08110	K15279	K14806	NA	K03846
NA	NA	K08136	K15280	K14815	NA	K03846
NA	NA	K08149	K15288	K14821	NA	K03847
NA	NA	K08171	K15326	K14829	NA	K03849
NA	NA	K08187	K15336	K14842	NA	K03857
NA	NA	K08187	K15382	K14847	NA	K03859
NA	NA	K08187	K15407	K14860	NA	K03869
NA	NA	K08187	K15421	K14861	NA	K03870
NA	NA	K08187	K15423	K14938	NA	K03873
NA	NA	K08187	K15430	K14950	NA	K03877
NA	NA	K08202	K15437	K15025	NA	K03879
NA	NA	K08202	K15443	K15027	NA	K03900
NA	NA	K08202	K15443	K15040	NA	K03900
NA	NA	K08202	K15451	K15047	NA	K03909
NA	NA	K08202	K15456	K15047	NA	K03927
NA	NA	K08214	K15498	K15078	NA	K03927
NA	NA	K08239	K15521	K15104	NA	K03927
NA	NA	K08252	K15637	K15108	NA	K03940
NA	NA	K08252	K15637	K15139	NA	K03941
NA	NA	K08266	K15698	K15141	NA	K03941
NA	NA	K08283	K15717	K15141	NA	K03942
NA	NA	K08288	K15837	K15142	NA	K03942
NA	NA	K08291	K16060	K15151	NA	K03942
NA	NA	K08292	K16185	K15153	NA	K03947
NA	NA	K08292	K16194	K15157	NA	K03948
NA	NA	K08333	K16194	K15166	NA	K03948
NA	NA	K08333	K16194	K15175	NA	K03949
NA	NA	K08333	K16307	K15176	NA	K03950
NA	NA	K08333	K16353	K15186	NA	K03966
NA	NA	K08333	K16458	K15190	NA	K03978
NA	NA	K08333	K16465	K15192	NA	K03979
NA	NA	K08334	K16544	K15216	NA	K03979
NA	NA	K08339	K16576	K15235	NA	K03989
NA	NA	K08342	K16576	K15259	NA	K03990
NA	NA	K08343	K16583	K15272	NA	K03990
NA	NA	K08375	K16669	K15283	NA	K04043
NA	NA	K08463	K16669	K15288	NA	K04043
NA	NA	K08465	K16669	K15289	NA	K04077
NA	NA	K08465	K16669	K15309	NA	K04079
NA	NA	K08467	K16677	K15332	NA	K04097
NA	NA	K08467	K16677	K15332	NA	K04097
NA	NA	K08469	K16747	K15370	NA	K04134
NA	NA	K08490	K16747	K15370	NA	K04134
NA	NA	K08492	K16747	K15407	NA	K04134
NA	NA	K08495	K16770	K15424	NA	K04137
NA	NA	K08497	K16803	K15426	NA	K04144
NA	NA	K08504	K16803	K15430	NA	K04144
NA	NA	K08513	K16803	K15438	NA	K04148
NA	NA	K08568	K16803	K15439	NA	K04150
NA	NA	K08576	K16804	K15443	NA	K04150
NA	NA	K08592	K16816	K15448	NA	K04150
NA	NA	K08592	K16855	K15449	NA	K04150
NA	NA	K08592	K16865	K15456	NA	K04150
NA	NA	K08597	K16894	K15502	NA	K04150
NA	NA	K08601	K16896	K15502	NA	K04150
NA	NA	K08618	K16904	K15716	NA	K04150
NA	NA	K08653	K16910	K15730	NA	K04150
NA	NA	K08654	K16912	K16185	NA	K04150
NA	NA	K08654	K17044	K16194	NA	K04150
NA	NA	K08657	K17079	K16312	NA	K04160
NA	NA	K08658	K17079	K16330	NA	K04194
NA	NA	K08670	K17081	K16344	NA	K04205
NA	NA	K08702	K17199	K16449	NA	K04208
NA	NA	K08729	K17266	K16453	NA	K04221
NA	NA	K08734	K17267	K16458	NA	K04221
NA	NA	K08735	K17275	K16471	NA	K04221
NA	NA	K08736	K17276	K16473	NA	K04222
NA	NA	K08737	K17286	K16474	NA	K04222
NA	NA	K08745	K17307	K16478	NA	K04223
NA	NA	K08745	K17307	K16480	NA	K04223
NA	NA	K08762	K17336	K16484	NA	K04223
NA	NA	K08764	K17338	K16506	NA	K04224
NA	NA	K08765	K17341	K16536	NA	K04225
NA	NA	K08770	K17341	K16569	NA	K04231
NA	NA	K08775	K17362	K16574	NA	K04233
NA	NA	K08793	K17404	K16576	NA	K04255
NA	NA	K08798	K17409	K16578	NA	K04255
NA	NA	K08798	K17419	K16582	NA	K04256
NA	NA	K08798	K17478	K16583	NA	K04256
NA	NA	K08801	K17478	K16583	NA	K04287
NA	NA	K08802	K17491	K16601	NA	K04306
NA	NA	K08805	K17494	K16620	NA	K04314
NA	NA	K08813	K17495	K16622	NA	K04316
NA	NA	K08814	K17495	K16747	NA	K04345
NA	NA	K08816	K17495	K16747	NA	K04345
NA	NA	K08823	K17495	K16751	NA	K04349
NA	NA	K08824	K17495	K16762	NA	K04350
NA	NA	K08824	K17496	K16771	NA	K04350
NA	NA	K08824	K17500	K16771	NA	K04351
NA	NA	K08838	K17538	K16777	NA	K04358
NA	NA	K08838	K17551	K16780	NA	K04358
NA	NA	K08838	K17562	K16801	NA	K04358
NA	NA	K08852	K17580	K16809	NA	K04358
NA	NA	K08857	K17592	K16865	NA	K04362
NA	NA	K08864	K17601	K16904	NA	K04362
NA	NA	K08876	K17601	K16912	NA	K04362
NA	NA	K08884	K17602	K17080	NA	K04362
NA	NA	K08892	K17602	K17081	NA	K04365
NA	NA	K08955	K17610	K17201	NA	K04367
NA	NA	K08956	K17613	K17254	NA	K04367
NA	NA	K08964	K17637	K17255	NA	K04367
NA	NA	K09038	K17768	K17263	NA	K04373
NA	NA	K09048	K17768	K17266	NA	K04373
NA	NA	K09048	K17777	K17266	NA	K04375
NA	NA	K09058	K17777	K17267	NA	K04375
NA	NA	K09067	K17809	K17268	NA	K04377
NA	NA	K09091	K17809	K17275	NA	K04377
NA	NA	K09173	K17816	K17279	NA	K04392
NA	NA	K09189	K17888	K17286	NA	K04397
NA	NA	K09189	K17902	K17286	NA	K04406
NA	NA	K09223	K17907	K17294	NA	K04406
NA	NA	K09228	K17914	K17341	NA	K04406
NA	NA	K09228	K17916	K17341	NA	K04409
NA	NA	K09228	K17919	K17356	NA	K04413
NA	NA	K09228	K17951	K17362	NA	K04416
NA	NA	K09228	K17951	K17388	NA	K04416
NA	NA	K09273	K17951	K17403	NA	K04420
NA	NA	K09275	K17988	K17404	NA	K04426
NA	NA	K09276	K18040	K17421	NA	K04429
NA	NA	K09291	K18055	K17430	NA	K04431
NA	NA	K09313	K18156	K17433	NA	K04434
NA	NA	K09323	K18260	K17436	NA	K04437
NA	NA	K09332	K18269	K17491	NA	K04445
NA	NA	K09349	K18270	K17495	NA	K04448
NA	NA	K09402	K18283	K17495	NA	K04448
NA	NA	K09428	K18334	K17495	NA	K04457
NA	NA	K09452	K18402	K17496	NA	K04458
NA	NA	K09453	K18406	K17500	NA	K04460
NA	NA	K09486	K18408	K17529	NA	K04464
NA	NA	K09502	K18410	K17535	NA	K04464
NA	NA	K09503	K18412	K17542	NA	K04468
NA	NA	K09504	K18592	K17542	NA	K04482
NA	NA	K09504	K18592	K17569	NA	K04501
NA	NA	K09517	K18592	K17571	NA	K04501
NA	NA	K09518	K18592	K17572	NA	K04501
NA	NA	K09524	K18619	K17576	NA	K04505
NA	NA	K09530	K18663	K17576	NA	K04505
NA	NA	K09530	K18668	K17580	NA	K04510
NA	NA	K09531	K18703	K17592	NA	K04511
NA	NA	K09531	K18723	K17598	NA	K04511
NA	NA	K09537	K18730	K17601	NA	K04513
NA	NA	K09537	K18735	K17603	NA	K04513
NA	NA	K09540	K18849	K17610	NA	K04515
NA	NA	K09553	K19179	K17613	NA	K04515
NA	NA	K09554	K19269	K17637	NA	K04515
NA	NA	K09561	K19306	K17770	NA	K04523
NA	NA	K09562	K19323	K17771	NA	K04527
NA	NA	K09569	K19328	K17777	NA	K04527
NA	NA	K09571	K19347	K17777	NA	K04530
NA	NA	K09584	K19360	K17778	NA	K04532
NA	NA	K09586	K19374	K17780	NA	K04536
NA	NA	K09594	K19375	K17780	NA	K04539
NA	NA	K09594	K19499	K17782	NA	K04543
NA	NA	K09602	K19511	K17790	NA	K04546
NA	NA	K09606	K19511	K17808	NA	K04556
NA	NA	K09611	K19511	K17888	NA	K04559
NA	NA	K09640	K19525	K17902	NA	K04559
NA	NA	K09646	K19526	K17902	NA	K04570
NA	NA	K09656	K19527	K17914	NA	K04591
NA	NA	K09660	K19527	K17924	NA	K04592
NA	NA	K09668	K19527	K17925	NA	K04593
NA	NA	K09675	K19527	K17951	NA	K04593
NA	NA	K09680	K19527	K17964	NA	K04593
NA	NA	K09680	K19573	K17969	NA	K04594
NA	NA	K09848	K19626	K17973	NA	K04594
NA	NA	K09848	K19636	K17986	NA	K04594
NA	NA	K09848	K19672	K18061	NA	K04594
NA	NA	K09850	K19674	K18078	NA	K04594
NA	NA	K10062	K19674	K18078	NA	K04594
NA	NA	K10080	K19703	K18081	NA	K04594
NA	NA	K10087	K19828	K18156	NA	K04595
NA	NA	K10088	K19863	K18162	NA	K04599
NA	NA	K10104	K19870	K18168	NA	K04599
NA	NA	K10104	K19874	K18170	NA	K04600
NA	NA	K10104	K19910	K18183	NA	K04600
NA	NA	K10105	K19910	K18184	NA	K04600
NA	NA	K10130	K19922	K18260	NA	K04600
NA	NA	K10135	K19984	K18260	NA	K04605
NA	NA	K10143	K19984	K18269	NA	K04606
NA	NA	K10151	K20002	K18270	NA	K04606
NA	NA	K10153	K20030	K18270	NA	K04608
NA	NA	K10177	K20045	K18283	NA	K04610
NA	NA	K10249	K20091	K18342	NA	K04612
NA	NA	K10249	K20091	K18384	NA	K04612
NA	NA	K10251	K20102	K18400	NA	K04612
NA	NA	K10251	K20129	K18405	NA	K04615
NA	NA	K10258	K20174	K18405	NA	K04615
NA	NA	K10260	K20180	K18408	NA	K04615
NA	NA	K10260	K20182	K18408	NA	K04615
NA	NA	K10260	K20184	K18422	NA	K04615
NA	NA	K10263	K20217	K18435	NA	K04615
NA	NA	K10263	K20279	K18438	NA	K04615
NA	NA	K10268	K20281	K18443	NA	K04615
NA	NA	K10268	K20292	K18460	NA	K04615
NA	NA	K10270	K20294	K18464	NA	K04615
NA	NA	K10271	K20294	K18464	NA	K04615
NA	NA	K10272	K20307	K18465	NA	K04615
NA	NA	K10273	K20314	K18529	NA	K04615
NA	NA	K10279	K20401	K18532	NA	K04615
NA	NA	K10280	K20493	K18592	NA	K04615
NA	NA	K10283	K20606	K18592	NA	K04630
NA	NA	K10296	K20703	K18617	NA	K04638
NA	NA	K10297	K20721	K18619	NA	K04646
NA	NA	K10308	K20777	K18643	NA	K04646
NA	NA	K10317	K20803	K18655	NA	K04648
NA	NA	K10329	K20819	K18655	NA	K04649
NA	NA	K10352	K20825	K18681	NA	K04657
NA	NA	K10356	K20827	K18681	NA	K04658
NA	NA	K10356	K20838	K18723	NA	K04658
NA	NA	K10365	K20839	K18729	NA	K04659
NA	NA	K10366	K20880	K18735	NA	K04659
NA	NA	K10374	K20915	K18932	NA	K04659
NA	NA	K10374	K20994	K19021	NA	K04659
NA	NA	K10380	K21248	K19022	NA	K04674
