CL.1d	CL.1d.exp	CL.3d	CL.3d.exp	AH.1d	AH.1d.exp	AH.3d	AH.3d.exp	CH.1d	CH.1d.exp	CH.3d	CH.3d.exp	Met	M12	M13	M14	M15	M21	M24	M25
K02295	-0.477726873	K08202	-0.938172734	K01103	0.569383473	K02208	-0.177706107	K17600	-0.420559786	NA	NA	K22614	NA	K20221	NA	NA	NA	NA	NA
K02295	0.459744018	K08202	-0.736615602	K01109	0.320918884	K02257	-0.352763956	K17768	0.552831068	NA	NA	K12035	NA	K10478	NA	NA	NA	NA	NA
K02321	-0.373296911	K08202	-0.553992218	K01125	0.337067401	K02265	-0.43741591	K17936	-0.806095468	NA	NA	K08145	NA	K01196	NA	NA	NA	NA	NA
K02328	0.516159282	K08218	-0.453889823	K01126	0.888296145	K02295	-0.465113883	K18081	-0.409380628	NA	NA	K14074	NA	K04397	NA	NA	NA	NA	NA
K02332	0.628726196	K08465	-0.387690767	K01127	-0.725808149	K02296	0.243987631	K18465	-0.704832879	NA	NA	K05614	NA	K12035	NA	NA	NA	NA	NA
K02358	-0.30196038	K08467	0.48007381	K01132	-0.633415123	K02326	-0.675723691	K18754	-0.935988451	NA	NA	K10407	NA	K18270	NA	NA	NA	NA	NA
K02367	0.202480023	K08467	0.773768806	K01135	-0.640470825	K02330	0.370933353	K19475	1.199855189	NA	NA	K14615	NA	K07526	NA	NA	NA	NA	NA
K02367	0.345935585	K08574	0.558099841	K01135	-0.624477645	K02350	0.727702288	K19636	1.336591962	NA	NA	K06237	NA	K19009	NA	NA	NA	NA	NA
K02370	0.294777603	K08576	0.52751868	K01135	-0.410175376	K02355	0.309244329	K19721	1.214346298	NA	NA	K03948	NA	K20101	NA	NA	NA	NA	NA
K02375	-0.266484425	K08601	0.503216486	K01135	-0.324864406	K02365	-0.304790068	K19721	1.449668904	NA	NA	K02187	NA	K04413	NA	NA	NA	NA	NA
K02437	-0.446786702	K08745	-0.560118002	K01135	-0.253970295	K02375	-0.318228092	K19721	1.601158273	NA	NA	K10104	NA	K05703	NA	NA	NA	NA	NA
K02503	-0.598249981	K08824	0.314768048	K01137	-0.538299139	K02519	-0.229995248	K19867	1.180335749	NA	NA	K19755	NA	K08840	NA	NA	NA	NA	NA
K02519	0.195074981	K08835	0.497931221	K01148	-0.820856992	K02564	-0.535058248	K20168	-0.512790059	NA	NA	K14354	NA	K22614	NA	NA	NA	NA	NA
K02564	-0.207218577	K08843	0.553920239	K01164	-0.324427817	K02599	0.915004174	K20198	-0.8944056	NA	NA	K03877	NA	K22614	NA	NA	NA	NA	NA
K02608	-0.489459677	K08857	0.351703594	K01197	-0.726887202	K02604	-0.433858045	K20314	-0.360145826	NA	NA	K12035	NA	K14079	NA	NA	NA	NA	NA
K02649	0.572247071	K08868	-0.415902263	K01201	-0.714450865	K02608	-0.364909501	K20367	-0.545172002	NA	NA	K14716	NA	K17495	NA	NA	NA	NA	NA
K02725	-0.402013875	K08873	0.810350753	K01204	-0.665939756	K02725	-0.434780151	K20827	-0.620639562	NA	NA	K06238	NA	K13912	NA	NA	NA	NA	NA
K02726	-0.413099168	K08873	0.811476919	K01217	-0.379342259	K02729	-0.393598045	K22078	0.909940677	NA	NA	K01047	NA	K12309	NA	NA	NA	NA	NA
K02729	-0.373032572	K08892	0.541926605	K01228	-0.348281241	K02729	-0.357515413	K22182	-0.8011214	NA	NA	K06238	NA	K17495	NA	NA	NA	NA	NA
K02729	-0.322101103	K08955	0.337532058	K01229	-0.864211905	K02734	-0.551938637	K22449	-0.385914225	NA	NA	K04591	NA	K17495	NA	NA	NA	NA	NA
K02730	-0.433903286	K08957	0.179046664	K01230	-0.226758165	K02734	-0.407031591	K23008	-0.73001105	NA	NA	K14616	NA	K10589	NA	NA	NA	NA	NA
K02734	-0.606886436	K09091	0.40059871	K01256	0.258889319	K02734	-0.389444438	K23033	-0.563639787	NA	NA	K10394	NA	K17043	NA	NA	NA	NA	NA
K02734	-0.528831505	K09186	0.939327617	K01262	-0.428045221	K02735	-0.581508794	K23390	0.758687142	NA	NA	K21283	NA	K17335	NA	NA	NA	NA	NA
K02734	-0.504485521	K09228	0.444009801	K01262	0.397426344	K02736	-0.320369191	K23488	0.919513023	NA	NA	K19491	NA	K18404	NA	NA	NA	NA	NA
K02735	-0.431683046	K09228	0.628436227	K01262	0.42667409	K02738	-0.488407946	K23488	1.10230939	NA	NA	K14074	NA	K10593	NA	NA	NA	NA	NA
K02736	-0.411106628	K09228	0.63651516	K01265	-0.335019579	K02739	-0.740087121	K23705	0.758791794	NA	NA	K14844	NA	K00685	NA	NA	NA	NA	NA
K02738	-0.379280179	K09228	0.759967462	K01267	-0.743473725	K02739	-0.302798243	K23731	-0.863344478	NA	NA	K03283	NA	K04498	NA	NA	NA	NA	NA
K02739	-0.304135831	K09320	-0.602040596	K01267	-0.672364174	K02830	-0.460395275	K23847	-0.391913875	NA	NA	K00461	NA	K04372	NA	NA	NA	NA	NA
K02830	-0.32068257	K09322	-0.531807124	K01273	-0.791949455	K02863	-0.309767987	K23965	-0.792753305	NA	NA	K03948	NA	K17543	NA	NA	NA	NA	NA
K02864	-0.407247244	K09349	0.214522335	K01275	-0.474712672	K02868	-0.738308763	K23972	-0.952365084	NA	NA	K06115	NA	K10349	NA	NA	NA	NA	NA
K02867	-0.423213718	K09454	0.653744999	K01276	-0.455133449	K02868	-0.45812706	K23972	-0.763390291	NA	NA	K10175	NA	K04533	NA	NA	NA	NA	NA
K02868	-0.704241674	K09537	0.367487785	K01277	-0.399954857	K02875	-0.55390224	NA	NA	NA	NA	K06238	NA	K11540	NA	NA	NA	NA	NA
K02868	-0.665229166	K09537	0.991008331	K01278	-0.654909504	K02882	-0.624739177	NA	NA	NA	NA	K17633	NA	K12600	NA	NA	NA	NA	NA
K02875	-0.65641066	K09540	0.737541695	K01285	-0.522316027	K02883	-0.653142021	NA	NA	NA	NA	K11981	NA	K10589	NA	NA	NA	NA	NA
K02879	-0.366007744	K09598	-0.258270513	K01301	-0.395618504	K02885	-0.50652035	NA	NA	NA	NA	K02184	NA	K10589	NA	NA	NA	NA	NA
K02882	-0.629063424	K09641	-0.363120723	K01301	0.334273527	K02889	-0.775809541	NA	NA	NA	NA	K05673	NA	K12813	NA	NA	NA	NA	NA
K02883	-0.60395161	K09646	-0.587879908	K01303	-0.344019229	K02896	-0.718479936	NA	NA	NA	NA	K01672	NA	K12896	NA	NA	NA	NA	NA
K02885	-0.569306898	K09646	-0.550951323	K01304	-0.579852453	K02896	-0.319206401	NA	NA	NA	NA	K09180	NA	K10590	NA	NA	NA	NA	NA
K02889	-0.59089632	K10153	0.892729435	K01307	-0.376598482	K02908	-0.697642938	NA	NA	NA	NA	K05126	NA	K03006	NA	NA	NA	NA	NA
K02892	-0.525182935	K10153	1.284504791	K01316	-0.827249274	K02915	-0.659370729	NA	NA	NA	NA	K01192	NA	K12815	NA	NA	NA	NA	NA
K02895	-0.254697397	K10251	-0.440648708	K01332	1.0622362	K02920	-0.786998016	NA	NA	NA	NA	K06537	NA	K12835	NA	NA	NA	NA	NA
K02896	-0.559059622	K10352	0.841937821	K01332	1.184774301	K02927	-0.434823103	NA	NA	NA	NA	K15607	NA	K12835	NA	NA	NA	NA	NA
K02896	-0.522094891	K10352	0.879889843	K01338	-0.474857564	K02929	-0.730366107	NA	NA	NA	NA	K06585	NA	K14780	NA	NA	NA	NA	NA
K02896	-0.502200538	K10352	0.918896345	K01345	-0.898022712	K02935	-0.298643355	NA	NA	NA	NA	K06254	NA	K06643	NA	NA	NA	NA	NA
K02899	-0.58190548	K10359	0.789226556	K01351	-0.64693275	K02936	-0.618234909	NA	NA	NA	NA	K00505	NA	K14400	NA	NA	NA	NA	NA
K02899	-0.495184718	K10362	0.561099068	K01358	-0.931982277	K02938	-0.68539776	NA	NA	NA	NA	K06238	NA	K18163	NA	NA	NA	NA	NA
K02902	-0.478069942	K10362	0.918000652	K01362	-0.83188501	K02940	-0.989732234	NA	NA	NA	NA	K07855	NA	K01948	NA	NA	NA	NA	NA
K02907	-0.43824334	K10362	1.169126993	K01374	-0.252236372	K02941	-0.598564676	NA	NA	NA	NA	K04657	NA	K21437	NA	NA	NA	NA	NA
K02908	-0.597599056	K10369	0.433366045	K01376	-0.715046185	K02941	-0.514987168	NA	NA	NA	NA	K09326	NA	K01302	NA	NA	NA	NA	NA
K02915	-0.738669878	K10369	0.827998811	K01411	0.363527361	K02943	-0.877163592	NA	NA	NA	NA	K05398	NA	K17608	NA	NA	NA	NA	NA
K02920	-0.601515428	K10380	0.667634433	K01411	0.748733921	K02948	-0.708065774	NA	NA	NA	NA	K10185	NA	K04650	NA	NA	NA	NA	NA
K02926	-0.366468324	K10380	0.697160504	K01415	-0.771693865	K02949	-1.05286755	NA	NA	NA	NA	K02561	NA	K05727	NA	NA	NA	NA	NA
K02927	-0.639891626	K10392	-0.493966154	K01415	-0.402337167	K02953	-0.825486947	NA	NA	NA	NA	K22038	NA	K01950	NA	NA	NA	NA	NA
K02929	-0.683640143	K10396	0.430888496	K01415	0.496975923	K02956	-0.299167991	NA	NA	NA	NA	K01562	NA	K01950	NA	NA	NA	NA	NA
K02935	-0.337347437	K10396	0.577885364	K01415	0.942535861	K02964	-0.724347953	NA	NA	NA	NA	K05673	NA	K07376	NA	NA	NA	NA	NA
K02936	-0.445777113	K10397	0.391922238	K01415	0.952379934	K02983	-0.586490446	NA	NA	NA	NA	K18756	NA	K04424	NA	NA	NA	NA	NA
K02937	-0.324732278	K10400	0.715943916	K01415	0.988899332	K02983	-0.519264754	NA	NA	NA	NA	K14943	NA	K05633	NA	NA	NA	NA	NA
K02938	-0.426307598	K10407	0.335450177	K01431	-0.258152576	K02991	-0.906548397	NA	NA	NA	NA	K09410	NA	K11592	NA	NA	NA	NA	NA
K02940	-0.538634189	K10408	0.944833871	K01442	-0.723657645	K03002	-0.321053961	NA	NA	NA	NA	K19511	NA	K10593	NA	NA	NA	NA	NA
K02941	-0.410806288	K10408	1.098877823	K01442	-0.605443371	K03024	-0.35563303	NA	NA	NA	NA	K14453	NA	K10593	NA	NA	NA	NA	NA
K02941	-0.403861694	K10446	0.347768532	K01443	-1.050528013	K03028	-0.284495533	NA	NA	NA	NA	K17307	NA	K10593	NA	NA	NA	NA	NA
K02943	-0.690942708	K10454	0.800397413	K01462	-0.747928898	K03031	-0.462006999	NA	NA	NA	NA	K10407	NA	K08815	NA	NA	NA	NA	NA
K02948	-0.437160552	K10456	1.563691675	K01469	-0.960882699	K03031	-0.411452463	NA	NA	NA	NA	K10891	NA	K08815	NA	NA	NA	NA	NA
K02949	-0.772618933	K10457	0.818986405	K01469	-0.895641755	K03033	-0.399698645	NA	NA	NA	NA	K06254	NA	K12600	NA	NA	NA	NA	NA
K02953	-0.623658528	K10464	0.828879797	K01469	-0.780016447	K03033	-0.309415534	NA	NA	NA	NA	K10185	NA	K13291	NA	NA	NA	NA	NA
K02959	-0.522890878	K10478	0.679122516	K01469	-0.764609569	K03062	-0.369715132	NA	NA	NA	NA	K08202	NA	K13291	NA	NA	NA	NA	NA
K02959	-0.420881126	K10532	-0.929539153	K01480	-0.332889506	K03068	1.233092419	NA	NA	NA	NA	K09361	NA	K00264	NA	NA	NA	NA	NA
K02961	-0.31742214	K10589	-0.439030105	K01495	-0.644080579	K03097	-0.348889285	NA	NA	NA	NA	K08029	NA	K07207	NA	NA	NA	NA	NA
K02964	-0.599568095	K10624	0.514022036	K01509	0.257660379	K03097	-0.338106824	NA	NA	NA	NA	K04375	NA	K07207	NA	NA	NA	NA	NA
K02967	-0.273604574	K10630	0.417117151	K01511	-0.402275159	K03107	-0.280612563	NA	NA	NA	NA	K01787	NA	K00962	NA	NA	NA	NA	NA
K02970	-0.56778355	K10645	0.631371686	K01513	0.434920177	K03120	-0.41177326	NA	NA	NA	NA	K22190	NA	K07207	NA	NA	NA	NA	NA
K02983	-0.710416918	K10645	1.124251279	K01514	-0.87660304	K03130	-0.381643925	NA	NA	NA	NA	K22987	NA	K22614	NA	NA	NA	NA	NA
K02983	-0.591624217	K10691	0.80955494	K01520	-1.139426111	K03133	0.343882355	NA	NA	NA	NA	K05614	NA	K22614	NA	NA	NA	NA	NA
K02991	-0.394447877	K10695	0.268094044	K01525	-0.540539735	K03134	-0.476184015	NA	NA	NA	NA	K08399	NA	K22614	NA	NA	NA	NA	NA
K02999	0.450062777	K10695	0.355131762	K01527	-0.460280412	K03163	0.565603875	NA	NA	NA	NA	K09632	NA	K22614	NA	NA	NA	NA	NA
K03002	-0.324736092	K10696	0.674443512	K01527	-0.448323059	K03173	0.827718941	NA	NA	NA	NA	K04593	NA	K22614	NA	NA	NA	NA	NA
K03009	-0.508273776	K10728	0.856932418	K01528	0.235532587	K03175	-0.618841773	NA	NA	NA	NA	K20795	NA	K22614	NA	NA	NA	NA	NA
K03011	-0.404066991	K10739	-0.333643344	K01530	0.242824274	K03175	0.412261178	NA	NA	NA	NA	K19472	NA	K20317	NA	NA	NA	NA	NA
K03012	-0.366667634	K10779	0.331272794	K01530	0.413142883	K03175	0.43927627	NA	NA	NA	NA	K05126	NA	K03240	NA	NA	NA	NA	NA
K03014	-0.543417474	K10841	0.4496966	K01530	0.527696148	K03175	0.564493164	NA	NA	NA	NA	K08842	NA	K17539	NA	NA	NA	NA	NA
K03016	-0.586083733	K10865	0.745235382	K01530	0.547386174	K03190	-0.409470271	NA	NA	NA	NA	K08626	NA	K10590	NA	NA	NA	NA	NA
K03017	-0.437709688	K10876	0.628698605	K01530	0.586488177	K03233	-0.986032187	NA	NA	NA	NA	K01362	NA	K10590	NA	NA	NA	NA	NA
K03019	-0.428270984	K11090	0.359255035	K01534	0.248322382	K03234	-0.686977748	NA	NA	NA	NA	K06537	NA	K18082	NA	NA	NA	NA	NA
K03023	0.406236513	K11124	0.637689975	K01555	-0.590398141	K03234	-0.60156677	NA	NA	NA	NA	K19721	NA	K07203	NA	NA	NA	NA	NA
K03031	-0.47900437	K11150	-0.559974534	K01555	-0.5771767	K03239	-0.314433131	NA	NA	NA	NA	K06630	NA	K15309	NA	NA	NA	NA	NA
K03031	-0.465468331	K11182	-0.563147069	K01557	-0.774261484	K03249	-0.371623801	NA	NA	NA	NA	K08187	NA	K11840	NA	NA	NA	NA	NA
K03063	-0.38749795	K11253	-0.467905176	K01558	-0.57713124	K03249	-0.281611227	NA	NA	NA	NA	K04358	NA	K11840	NA	NA	NA	NA	NA
K03064	-0.399148783	K11274	1.041198041	K01578	-0.764237208	K03250	-0.323197662	NA	NA	NA	NA	K19511	NA	K11840	NA	NA	NA	NA	NA
K03064	-0.364978301	K11320	0.604305579	K01611	-0.383871912	K03252	-0.410336205	NA	NA	NA	NA	K10406	NA	K11593	NA	NA	NA	NA	NA
K03107	-0.388433208	K11422	0.753755252	K01667	-0.377905857	K03262	0.501780707	NA	NA	NA	NA	K06238	NA	K11593	NA	NA	NA	NA	NA
K03108	0.527019724	K11468	-0.299687429	K01669	0.509359912	K03263	-0.516025081	NA	NA	NA	NA	K01415	NA	K21852	NA	NA	NA	NA	NA
K03134	-0.768579556	K11564	-0.434905092	K01672	-0.758262345	K03283	0.510645266	NA	NA	NA	NA	K17341	NA	K12169	NA	NA	NA	NA	NA
K03135	-0.355753392	K11578	0.65282036	K01698	-0.547274408	K03283	0.511597292	NA	NA	NA	NA	K00512	NA	K12169	NA	NA	NA	NA	NA
K03165	0.563643099	K11592	0.55895356	K01712	-0.569822229	K03331	-0.302825379	NA	NA	NA	NA	K00540	NA	K02677	NA	NA	NA	NA	NA
K03175	-0.381734891	K11592	0.64245541	K01719	0.273027506	K03353	-0.341626231	NA	NA	NA	NA	K12231	NA	K05727	NA	NA	NA	NA	NA
K03193	-0.317375841	K11592	0.888092764	K01719	0.471342328	K03355	-0.592824938	NA	NA	NA	NA	K08859	NA	K13708	NA	NA	NA	NA	NA
K03232	-0.375169637	K11593	0.451377207	K01723	0.508631375	K03357	-0.38178604	NA	NA	NA	NA	K08548	NA	K03099	NA	NA	NA	NA	NA
K03239	-0.287110755	K11655	0.827352852	K01733	-0.801742121	K03377	-0.510214168	NA	NA	NA	NA	K05765	NA	K11839	NA	NA	NA	NA	NA
K03240	0.281648828	K11699	0.761727632	K01733	-0.686273604	K03377	-0.395746822	NA	NA	NA	NA	K23790	NA	K20103	NA	NA	NA	NA	NA
K03248	-0.265092291	K11699	0.911517948	K01749	-0.473146429	K03392	0.370099424	NA	NA	NA	NA	K06777	NA	K01262	NA	NA	NA	NA	NA
K03255	0.600970381	K11699	1.147419403	K01755	-0.313178485	K03537	-0.285116497	NA	NA	NA	NA	K15837	NA	K01952	NA	NA	NA	NA	NA
K03255	0.725580075	K11699	1.177293932	K01768	0.713544324	K03626	-0.474626916	NA	NA	NA	NA	K08465	NA	K10592	NA	NA	NA	NA	NA
K03263	-0.370148547	K11836	0.378715178	K01783	-1.056367241	K03652	-0.297016798	NA	NA	NA	NA	K08029	NA	K10592	NA	NA	NA	NA	NA
K03267	0.378346012	K11840	0.81883126	K01783	-0.441986551	K03766	0.31300931	NA	NA	NA	NA	K08626	NA	K10592	NA	NA	NA	NA	NA
K03267	0.556556933	K11851	-0.31868612	K01800	-0.427095403	K03842	-0.842608244	NA	NA	NA	NA	K07364	NA	K13291	NA	NA	NA	NA	NA
K03283	0.556976255	K11886	1.01967027	K01800	-0.39780419	K03848	-0.414341171	NA	NA	NA	NA	K09542	NA	K13291	NA	NA	NA	NA	NA
K03331	-0.373291907	K11967	0.855122942	K01802	-0.456088958	K03848	-0.386587056	NA	NA	NA	NA	K13912	NA	K10798	NA	NA	NA	NA	NA
K03350	0.638200902	K11974	0.558883999	K01809	-0.283111436	K03858	-0.371087411	NA	NA	NA	NA	K02375	NA	K10798	NA	NA	NA	NA	NA
K03358	-0.372860961	K11974	0.764769198	K01823	-0.253453583	K03861	-0.456312513	NA	NA	NA	NA	K00280	NA	K10798	NA	NA	NA	NA	NA
K03462	0.616997495	K11990	0.931409315	K01841	-0.269294089	K03868	-0.403425393	NA	NA	NA	NA	K05857	NA	K14293	NA	NA	NA	NA	NA
K03504	0.616460189	K12035	0.459028057	K01868	0.351647583	K03934	0.325001822	NA	NA	NA	NA	K03068	NA	K14411	NA	NA	NA	NA	NA
K03505	-0.470805587	K12035	0.469833893	K01870	-0.589699183	K03934	0.449687329	NA	NA	NA	NA	K10858	NA	K05724	NA	NA	NA	NA	NA
K03506	-0.459028199	K12035	1.051931859	K01883	0.405112961	K03936	-0.433240119	NA	NA	NA	NA	K14388	NA	K00901	NA	NA	NA	NA	NA
K03574	-0.473754878	K12172	0.678947118	K01897	0.194568615	K03955	-0.596134207	NA	NA	NA	NA	K00408	NA	K06082	NA	NA	NA	NA	NA
K03626	-0.572035335	K12175	0.455606286	K01899	-0.479129466	K03992	-0.379393771	NA	NA	NA	NA	K10521	NA	K05700	NA	NA	NA	NA	NA
K03626	-0.429415909	K12182	0.410178572	K01908	-0.740822114	K04222	-0.532413433	NA	NA	NA	NA	K09396	NA	K05700	NA	NA	NA	NA	NA
K03627	-0.490416586	K12185	-0.402034036	K01908	-0.595201617	K04231	-0.968715894	NA	NA	NA	NA	K17341	NA	K09291	NA	NA	NA	NA	NA
K03652	-0.321431622	K12190	0.688550928	K01908	-0.306562773	K04314	-0.557965205	NA	NA	NA	NA	K08035	NA	K07767	NA	NA	NA	NA	NA
K03676	-0.597763509	K12231	0.725161851	K01915	-0.376221276	K04364	0.222965552	NA	NA	NA	NA	K13298	NA	K16463	NA	NA	NA	NA	NA
K03681	-0.36554419	K12345	-0.602691872	K01930	-0.519457951	K04371	-0.219868893	NA	NA	NA	NA	K05695	NA	K05730	NA	NA	NA	NA	NA
K03861	-0.424284243	K12351	-0.20725757	K01937	-1.133835688	K04371	-0.216647422	NA	NA	NA	NA	K01362	NA	K00888	NA	NA	NA	NA	NA
K03868	-0.596024598	K12353	-0.313568873	K01937	-1.123515693	K04377	-0.24081884	NA	NA	NA	NA	K12026	NA	K00471	NA	NA	NA	NA	NA
K03871	-0.491581427	K12366	0.255541061	K01939	-0.403836041	K04382	-0.300243579	NA	NA	NA	NA	K17341	NA	K12488	NA	NA	NA	NA	NA
K03936	-0.443906865	K12373	-0.4492759	K01948	-0.435340282	K04393	0.431695618	NA	NA	NA	NA	K17198	NA	K12968	NA	NA	NA	NA	NA
K03937	-0.558089169	K12401	0.570482066	K01948	-0.401543804	K04422	0.296557108	NA	NA	NA	NA	K09876	NA	K19801	NA	NA	NA	NA	NA
K03938	-0.573116989	K12472	0.246785611	K01953	-0.558583976	K04448	0.776527865	NA	NA	NA	NA	K06252	NA	K21952	NA	NA	NA	NA	NA
K03939	-0.564438582	K12492	0.311125057	K01966	0.497053264	K04450	0.294296515	NA	NA	NA	NA	K17632	NA	K11978	NA	NA	NA	NA	NA
K03948	-0.613510106	K12493	0.395602022	K01966	0.551662971	K04456	-0.225746013	NA	NA	NA	NA	K05619	NA	K13912	NA	NA	NA	NA	NA
K03952	-0.554904632	K12559	1.096850336	K01974	-0.467928757	K04489	0.397076486	NA	NA	NA	NA	K06230	NA	K08518	NA	NA	NA	NA	NA
K03955	-0.607125204	K12654	0.964865871	K02105	-0.691369403	K04498	0.353062531	NA	NA	NA	NA	K15259	NA	K04600	NA	NA	NA	NA	NA
K03956	-0.574672258	K12733	-0.349562959	K02128	-0.534844618	K04533	0.698323924	NA	NA	NA	NA	K19013	NA	K02649	NA	NA	NA	NA	NA
K04078	-0.584658177	K12818	1.127867761	K02128	-0.400892843	K04552	-0.325063498	NA	NA	NA	NA	K07762	NA	K13139	NA	NA	NA	NA	NA
K04078	-0.551166974	K12855	0.31246804	K02133	-0.316523354	K04569	0.211441741	NA	NA	NA	NA	K08624	NA	K13139	NA	NA	NA	NA	NA
K04163	-0.466344731	K12856	0.66494461	K02134	-0.484822204	K04571	-0.521644673	NA	NA	NA	NA	K02599	NA	K13142	NA	NA	NA	NA	NA
K04231	-0.632539206	K12941	-0.359090834	K02136	-0.346333594	K04571	-0.501070332	NA	NA	NA	NA	K06841	NA	K13142	NA	NA	NA	NA	NA
K04256	-0.666230491	K13100	0.527384119	K02138	-0.403224665	K04600	0.559604692	NA	NA	NA	NA	K07998	NA	K04978	NA	NA	NA	NA	NA
K04266	-0.643691123	K13110	0.468595914	K02145	-0.243440362	K04682	-0.30042165	NA	NA	NA	NA	K06252	NA	K17849	NA	NA	NA	NA	NA
K04307	0.606780615	K13123	0.722288978	K02147	-0.244759963	K04728	1.042058597	NA	NA	NA	NA	K13752	NA	K17849	NA	NA	NA	NA	NA
K04370	-0.465233383	K13142	-0.61553508	K02150	0.331778197	K04851	-0.477305215	NA	NA	NA	NA	K06772	NA	K04851	NA	NA	NA	NA	NA
K04377	0.21222347	K13172	0.547189481	K02151	-0.428794747	K04958	0.743974486	NA	NA	NA	NA	K01115	NA	K00289	NA	NA	NA	NA	NA
K04393	-0.244326909	K13177	1.016664643	K02155	-0.519952448	K04962	0.325059031	NA	NA	NA	NA	K06252	NA	K21554	NA	NA	NA	NA	NA
K04422	0.394337504	K13247	0.249451095	K02157	0.348735873	K04985	0.826737633	NA	NA	NA	NA	K21396	NA	K08826	NA	NA	NA	NA	NA
K04427	0.327037701	K13278	-0.193223103	K02168	-0.411529986	K04988	0.415602244	NA	NA	NA	NA	K19511	NA	K09189	NA	NA	NA	NA	NA
K04441	-0.328864856	K13354	-0.284380689	K02183	-0.950781426	K04988	0.646302681	NA	NA	NA	NA	K07868	NA	K13192	NA	NA	NA	NA	NA
K04450	0.276521909	K13697	-0.506456084	K02183	0.466979646	K05041	-0.558667085	NA	NA	NA	NA	K15607	NA	K10408	NA	NA	NA	NA	NA
K04456	-0.218286776	K13709	0.324385218	K02183	0.607777838	K05048	-0.800664906	NA	NA	NA	NA	K05857	NA	K10408	NA	NA	NA	NA	NA
K04491	0.748129009	K13709	0.627377947	K02187	-0.640312203	K05048	-0.366542567	NA	NA	NA	NA	K16288	NA	K10408	NA	NA	NA	NA	NA
K04507	-0.318512124	K13753	-0.475431933	K02187	0.882499625	K05190	0.700740762	NA	NA	NA	NA	K03068	NA	K10408	NA	NA	NA	NA	NA
K04552	-0.333372806	K13807	-0.659092204	K02208	0.162006641	K05289	-0.377113044	NA	NA	NA	NA	K19719	NA	K17608	NA	NA	NA	NA	NA
K04558	0.70577384	K13864	0.896404168	K02263	-0.425135823	K05291	-0.195883704	NA	NA	NA	NA	K04134	NA	K01556	NA	NA	NA	NA	NA
K04564	-0.464716785	K13907	1.316416029	K02265	-0.383120669	K05293	-0.445485288	NA	NA	NA	NA	K06238	NA	K00888	NA	NA	NA	NA	NA
K04565	-0.49404662	K13912	-1.229366494	K02296	0.626795964	K05360	0.738169713	NA	NA	NA	NA	K13912	NA	K00888	NA	NA	NA	NA	NA
K04567	0.340243367	K13912	1.004463599	K02311	0.481442294	K05361	-0.710473351	NA	NA	NA	NA	K06252	NA	K01197	NA	NA	NA	NA	NA
K04569	-0.319461939	K14011	0.365081103	K02320	0.671312159	K05399	-0.352846189	NA	NA	NA	NA	K10407	NA	K08678	NA	NA	NA	NA	NA
K04571	-0.645316777	K14079	1.674449951	K02321	-0.409727299	K05399	0.470364917	NA	NA	NA	NA	K00734	NA	K21435	NA	NA	NA	NA	NA
K04571	-0.498647322	K14163	0.285850939	K02321	-0.383998097	K05449	0.644871218	NA	NA	NA	NA	K09428	NA	K13619	NA	NA	NA	NA	NA
K04575	0.562549077	K14206	-0.409358042	K02326	-0.884204635	K05463	-0.803556894	NA	NA	NA	NA	K04599	NA	K12231	NA	NA	NA	NA	NA
K04592	-0.278911096	K14326	0.936805433	K02330	0.654605282	K05610	-0.210231463	NA	NA	NA	NA	K08076	NA	K12231	NA	NA	NA	NA	NA
K04600	0.554173501	K14379	-0.383671797	K02350	1.330599131	K05614	-0.29344926	NA	NA	NA	NA	K05673	NA	K03255	NA	NA	NA	NA	NA
K04644	-0.413818561	K14386	-0.279855392	K02355	0.364505833	K05641	0.628049498	NA	NA	NA	NA	K01362	NA	K13912	NA	NA	NA	NA	NA
K04679	0.364695786	K14538	0.740009811	K02355	0.952009485	K05661	0.454716454	NA	NA	NA	NA	K06619	NA	K13912	NA	NA	NA	NA	NA
K04708	-0.553928751	K14589	0.461644614	K02358	-0.25336376	K05673	-0.404524553	NA	NA	NA	NA	K08029	NA	K00288	NA	NA	NA	NA	NA
K04718	0.222621207	K14610	-0.249482714	K02365	-0.453211542	K05673	0.57002595	NA	NA	NA	NA	K00753	NA	K00288	NA	NA	NA	NA	NA
K04797	-0.511785916	K14616	-0.746973428	K02374	0.809880223	K05673	0.59493488	NA	NA	NA	NA	K08132	NA	K11840	NA	NA	NA	NA	NA
K04860	0.718168006	K14620	-0.512564446	K02375	-0.421527413	K05673	0.707223877	NA	NA	NA	NA	K19721	NA	K11840	NA	NA	NA	NA	NA
K04863	0.448223468	K14638	0.926341861	K02503	-0.424380396	K05680	-0.316364079	NA	NA	NA	NA	K08145	NA	K11840	NA	NA	NA	NA	NA
K04892	0.492296447	K14782	1.028322748	K02514	-0.297535188	K05681	-0.24416148	NA	NA	NA	NA	K08187	NA	K18270	NA	NA	NA	NA	NA
K04892	0.879452844	K14816	0.272221781	K02541	-0.287118317	K05691	0.409886535	NA	NA	NA	NA	K20994	NA	K12168	NA	NA	NA	NA	NA
K04909	-0.380792066	K14845	0.962002927	K02564	-0.447715331	K05691	0.436937393	NA	NA	NA	NA	K12035	NA	K23883	NA	NA	NA	NA	NA
K04915	-0.474253639	K15013	0.680791719	K02583	0.702239874	K05702	0.586541138	NA	NA	NA	NA	K03283	NA	K08838	NA	NA	NA	NA	NA
