Name,moduleColors,moduleID,GS.inf,GS.temp,GS.time,GS.met_Y
aug_v2a.02913,black,M24,0.186054267,0.127692122,0.003027601,0.014417628
aug_v2a.18350,blue,M11,-0.473809678,-0.441512426,-0.272553772,-0.262932334
aug_v2a.18351,blue,M11,0.116384818,-0.448730237,0.355933611,0.196513979
aug_v2a.18353,brown,M21,-0.182831129,0.584811596,-0.021494758,0.061111002
aug_v2a.18354,brown,M21,-0.169975507,0.027413104,-0.279022078,-0.032855131
aug_v2a.18355,pink,M19,0.207832682,0.313537707,-0.064538367,-0.111543001
aug_v2a.18357,magenta,M13,0.226141533,0.406935064,-0.430100258,-0.272755884
aug_v2a.18359,green,M18,0.200097142,-0.239272105,0.054213824,-0.064010197
aug_v2a.02914,salmon,M23,0.140031984,-0.04035714,-0.25781122,-0.110506557
aug_v2a.02915,grey,M26,-0.061813289,0.136933084,-0.045669642,-0.031803244
aug_v2a.18363,black,M24,0.488982751,-0.170729436,0.172356975,0.213904628
aug_v2a.02917,magenta,M13,-0.234124347,0.374611282,-0.292964081,-0.026531967
aug_v2a.18366,yellow,M12,-0.318461716,-0.284684561,-0.346562048,-0.215600844
aug_v2a.18367,lightyellow,M14,-0.608417925,-0.061919117,-0.259733104,-0.373355962
aug_v2a.18369,turquoise,M20,0.157587672,0.270457132,0.139686518,-0.065621537
aug_v2a.18371,grey,M26,-0.061026505,-0.036957929,-0.132427486,0.002495216
aug_v2a.18372,red,M10,-0.106488438,-0.29104065,0.069735894,-0.119327897
aug_v2a.02918,red,M10,-0.181894682,-0.360356249,0.276833438,-0.00582312
aug_v2a.02919,red,M10,-0.45665162,-0.217805313,-0.002644757,-0.085814602
aug_v2a.02923,grey60,M4,0.141094051,-0.635106065,0.344557885,0.196909777
aug_v2a.18375,darkred,M3,-0.093134132,-0.710450189,-0.171396828,-0.047177501
aug_v2a.18376,blue,M11,-0.182990903,-0.336310054,-0.049415448,0.022196784
aug_v2a.18377,turquoise,M20,0.450973809,0.269309569,0.057675962,0.180715669
aug_v2a.18378,turquoise,M20,0.354172756,0.391522672,0.086154241,0.114277261
aug_v2a.18379,black,M24,0.168645533,-0.269886465,-0.009388495,-0.205342931
aug_v2a.18380,blue,M11,-0.372356823,-0.40243749,-0.31543521,-0.333833254
aug_v2a.18382,magenta,M13,-0.24504906,0.515773387,-0.48035665,-0.404094525
aug_v2a.18383,yellow,M12,-0.161695975,0.466170779,-0.154729112,-0.23381136
aug_v2a.18384,brown,M21,0.121352074,0.56098515,0.003611225,0.057171666
aug_v2a.18385,cyan,M2,-0.02463238,-0.756912303,0.059280902,-0.10960909
aug_v2a.02925,turquoise,M20,0.404524271,0.343933207,0.220753248,0.323542976
aug_v2a.18391,cyan,M2,-0.182261311,-0.534194527,0.073016018,-0.151796579
aug_v2a.18393,greenyellow,M15,-0.002881207,0.363044757,-0.357940686,-0.188896859
aug_v2a.18400,turquoise,M20,0.262660087,0.290217191,0.081936361,0.06365966
aug_v2a.02926,blue,M11,-0.369277561,-0.529881206,-0.097000041,-0.132230374
aug_v2a.02927,yellow,M12,-0.422200918,-0.112990212,-0.072283021,-0.150722231
aug_v2a.02929,magenta,M13,-0.315016201,0.243985091,0.175408746,0.03940415
aug_v2a.18406,grey,M26,-0.201235255,-0.055936836,-0.010499371,-0.074699844
aug_v2a.18407,blue,M11,-0.288077129,-0.424984864,-0.129820934,0.02455741
aug_v2a.18408,turquoise,M20,0.385856265,0.453452888,-0.050588484,0.15085312
aug_v2a.18409,turquoise,M20,0.318642274,0.416225153,0.172273404,0.240354161
aug_v2a.18411,pink,M19,0.293501953,-0.088130272,0.43265476,0.231786162
aug_v2a.18412,brown,M21,-0.056192133,0.260013353,-0.069887258,0.020894885
aug_v2a.18413,grey,M26,-0.204684388,-0.175312477,0.178898957,0.079525084
aug_v2a.18414,purple,M6,0.060133303,-0.235752006,0.466099775,0.439380691
aug_v2a.18415,turquoise,M20,0.190115934,0.220379796,0.131935159,0.278748507
aug_v2a.18416,black,M24,0.352303083,-0.191018687,0.065858096,0.05991681
aug_v2a.18417,blue,M11,-0.160821568,-0.313157683,0.239727317,-0.094406644
aug_v2a.18423,black,M24,0.051186647,0.133788319,-0.010921816,-0.211917227
aug_v2a.18424,grey,M26,-0.279032447,-0.081355701,0.130577523,0.019249401
aug_v2a.18425,turquoise,M20,0.284744366,0.23309193,0.341000509,0.344263873
aug_v2a.02930,turquoise,M20,0.453083254,0.41797019,0.186201978,0.367389405
aug_v2a.18426,turquoise,M20,0.200933798,0.489351145,0.00032099,0.078332824
aug_v2a.18427,blue,M11,-0.059049237,-0.43955934,-0.224268788,-0.392886286
aug_v2a.18429,greenyellow,M15,-0.041618896,0.410270132,-0.525539808,-0.519499068
aug_v2a.02935,turquoise,M20,0.182880001,0.078914156,0.014655144,0.110104201
aug_v2a.02936,lightyellow,M14,-0.203275559,-0.390980733,-0.216785128,-0.094172369
aug_v2a.02938,black,M24,-0.138943547,-0.015328445,0.116827362,0.012761736
aug_v2a.02939,grey,M26,0.111881808,0.125258071,0.056874377,-0.020594226
aug_v2a.02945,yellow,M12,-0.556080047,-0.074098533,-0.003823899,0.035178974
aug_v2a.18432,grey,M26,0.165868246,-0.028268111,-0.185374291,-0.194660509
aug_v2a.18433,grey,M26,-0.142320355,0.273823708,0.225837547,0.301296577
aug_v2a.18435,green,M18,0.482367827,0.344647954,0.412531328,0.382870231
aug_v2a.18436,magenta,M13,0.076603758,0.478336151,0.145067905,-0.016922539
aug_v2a.18437,royalblue,M8,-0.260235991,-0.351764748,0.015675939,0.043120194
aug_v2a.18439,magenta,M13,-0.318182895,0.192638078,0.062409566,0.272766325
aug_v2a.18440,magenta,M13,-0.025519075,0.410435002,-0.53575133,-0.327691744
aug_v2a.18442,black,M24,0.384744301,0.269232492,-0.058096323,-0.06013288
aug_v2a.18443,turquoise,M20,0.321779361,-0.015443085,0.080522446,0.022563465
aug_v2a.18444,greenyellow,M15,0.142715656,-0.145818229,-0.248121941,-0.419003229
aug_v2a.18445,cyan,M2,-0.199487971,-0.606702311,-0.353277102,-0.306701553
aug_v2a.18446,blue,M11,-0.053558446,-0.489022497,-0.261571111,-0.380732366
aug_v2a.18447,green,M18,0.490287104,0.400052662,0.205020102,0.233276429
aug_v2a.18448,black,M24,0.516715544,0.142927303,0.098998172,0.205082746
aug_v2a.02946,brown,M21,-0.041958357,0.388396206,0.162441915,0.019452645
aug_v2a.02947,salmon,M23,0.142026656,0.12954902,-0.15182226,-0.011030955
aug_v2a.18450,magenta,M13,0.004188249,0.591767653,0.340883154,0.239364776
aug_v2a.18451,midnightblue,M17,-0.114930336,-0.261192866,-0.462354374,-0.280766673
aug_v2a.18452,turquoise,M20,0.026221664,0.479826235,0.157755901,0.204097851
aug_v2a.18455,red,M10,-0.341994726,0.197040265,0.341969412,0.247077574
aug_v2a.18456,tan,M25,-0.068468978,0.188511959,-0.22976493,-0.178283178
aug_v2a.18458,magenta,M13,-0.020593584,0.883884033,0.063638161,0.026283422
aug_v2a.18460,brown,M21,-0.190170657,0.163281183,-0.371819182,-0.058564718
aug_v2a.18462,lightgreen,M22,0.164779917,0.259525842,-0.184479853,-0.279642235
aug_v2a.18463,turquoise,M20,0.337695485,0.31830157,0.107160222,0.306594577
aug_v2a.18464,black,M24,0.145168398,0.381225314,0.106480697,0.12788813
aug_v2a.18465,green,M18,0.421382416,0.143246493,0.282640678,0.287178202
aug_v2a.18466,blue,M11,-0.17427442,-0.251305402,-0.337283313,-0.257324407
aug_v2a.18467,magenta,M13,-0.239499628,0.55607869,0.260352411,0.108812029
aug_v2a.18468,lightgreen,M22,0.322636124,0.107856087,-0.446699687,-0.397072796
aug_v2a.18469,purple,M6,0.161470989,-0.079199709,0.052132967,-0.011763708
aug_v2a.18473,lightgreen,M22,0.357235769,0.247688172,-0.350760154,-0.347815375
aug_v2a.18474,magenta,M13,0.136561838,0.503895875,-0.580181371,-0.376843625
aug_v2a.18477,black,M24,0.243659751,0.191135652,-0.050224022,0.013982224
aug_v2a.18478,blue,M11,-0.234468162,-0.170691173,0.004240081,0.002548908
aug_v2a.18480,brown,M21,0.218599996,0.099892938,-0.33477528,-0.062820987
aug_v2a.02949,green,M18,0.400776524,0.074298765,0.636681728,0.549875701
aug_v2a.02950,turquoise,M20,0.410382856,0.298345151,0.250010533,0.327835686
aug_v2a.02952,blue,M11,-0.281233119,-0.791278759,-0.229397516,-0.304846677
aug_v2a.02953,blue,M11,0.121702192,-0.551595128,-0.040360616,0.073788903
aug_v2a.18485,turquoise,M20,0.244948625,0.409664867,0.295536743,0.404927042
aug_v2a.18486,turquoise,M20,0.139049912,0.253386373,0.252057767,0.236201448
aug_v2a.02954,turquoise,M20,0.004561219,0.060280942,0.216406296,0.267307657
aug_v2a.18488,black,M24,-0.030504368,-0.052646842,0.010823244,-0.09225964
aug_v2a.18491,yellow,M12,0.10474144,-0.130223905,-0.264478733,-0.123863136
aug_v2a.18492,blue,M11,-0.156107611,-0.662597624,-0.185652,-0.168547071
aug_v2a.18493,green,M18,0.318835971,0.594971944,0.479770665,0.506498218
aug_v2a.18494,green,M18,0.322874525,0.502212966,0.446699937,0.476652316
aug_v2a.00226,turquoise,M20,0.136101497,0.022063528,-0.208168953,-0.219852724
aug_v2a.00227,green,M18,0.201376785,0.081917936,0.174232241,0.175824618
aug_v2a.18495,blue,M11,0.034001653,-0.173377252,-0.659941616,-0.626409695
aug_v2a.18497,blue,M11,-0.062682856,-0.588988301,0.243574507,0.010781353
aug_v2a.02955,green,M18,0.242479291,-0.141140141,0.215129745,0.131492451
aug_v2a.18499,turquoise,M20,0.355751793,0.381280252,0.39684055,0.386085834
aug_v2a.18501,brown,M21,0.268878706,0.542112325,-0.231729325,-0.051110218
aug_v2a.18503,turquoise,M20,0.347199029,0.309296403,0.250907593,0.357832885
aug_v2a.18505,yellow,M12,-0.333526955,-0.200008404,-0.375313182,-0.395090197
aug_v2a.02956,turquoise,M20,0.318092105,-0.00581954,-0.037691979,-0.040699895
aug_v2a.18507,black,M24,0.157466148,-0.020960809,-0.034619827,0.154946625
aug_v2a.18509,brown,M21,0.236866419,0.225544147,0.035082688,0.189216336
aug_v2a.18512,brown,M21,0.196380595,0.276014768,-0.204233177,0.002724144
aug_v2a.18513,blue,M11,-0.30571892,-0.691118068,-0.100088521,-0.229599077
aug_v2a.18515,lightcyan,M1,-0.06737945,0.059471858,0.769936731,0.392814686
aug_v2a.18516,blue,M11,-0.39255212,-0.488614413,-0.304143735,-0.400760632
aug_v2a.18517,blue,M11,-0.300743453,-0.596629523,-0.103065944,-0.210016551
aug_v2a.02957,turquoise,M20,0.046011365,0.573319287,0.011190487,-0.021928483
aug_v2a.18518,magenta,M13,0.192986126,0.583799275,0.019940989,0.05024637
aug_v2a.18520,blue,M11,-0.342208909,-0.650470477,-0.330271601,-0.337742002
aug_v2a.18521,yellow,M12,-0.249291064,-0.12463883,0.103516024,-0.102563914
aug_v2a.18522,grey,M26,0.255215237,0.143688902,-0.238754331,-0.187514128
aug_v2a.18523,turquoise,M20,0.012829696,0.110151016,0.312750976,0.186151927
aug_v2a.18524,yellow,M12,-0.427205923,-0.098487613,-0.105439188,-0.154866494
aug_v2a.18525,yellow,M12,-0.408676562,-0.454937296,-0.34022118,-0.29106837
aug_v2a.02958,magenta,M13,0.28836053,0.388906658,0.036686386,0.175170832
aug_v2a.18527,brown,M21,-0.100483715,0.504144233,-0.179465131,-0.094946784
aug_v2a.18528,green,M18,0.434341051,0.308029251,0.027762598,0.12262902
aug_v2a.18530,turquoise,M20,0.314015319,0.310751349,0.203946696,0.276382062
aug_v2a.18531,turquoise,M20,0.255692048,0.055531025,0.068908043,0.346625203
aug_v2a.02960,turquoise,M20,0.16150499,0.301409447,-0.029704857,0.101678121
aug_v2a.18532,grey,M26,0.044478085,0.056406803,-0.066899397,0.223841832
aug_v2a.18533,turquoise,M20,0.30070995,0.174743072,0.21284606,0.372085174
aug_v2a.18534,brown,M21,-0.108012841,0.333321141,-0.399905772,-0.178271134
aug_v2a.02961,red,M10,-0.050515533,-0.228883454,0.075885911,-0.099964897
aug_v2a.02963,turquoise,M20,0.268122413,0.47556951,-0.028282997,0.085478877
aug_v2a.18537,tan,M25,0.187540735,0.220151504,-0.507018472,-0.312235881
aug_v2a.18538,blue,M11,-0.041329509,-0.438891772,-0.320457721,-0.441546202
aug_v2a.18540,grey,M26,-0.271578834,0.354410688,0.305830535,0.098371538
aug_v2a.18542,blue,M11,-0.324457535,-0.315270236,-0.217437334,-0.249863513
aug_v2a.18543,grey,M26,-0.033444019,-0.029282884,-0.020309189,-0.051317799
aug_v2a.18544,turquoise,M20,0.310426774,0.188371273,0.33983885,0.164263278
aug_v2a.18545,grey,M26,0.110913522,0.102882258,0.174747444,0.311186108
aug_v2a.02964,turquoise,M20,0.26447525,0.49264803,0.074158915,0.225206861
aug_v2a.18550,brown,M21,0.021792411,0.524631477,-0.09024988,0.054579405
aug_v2a.18551,grey,M26,0.024647976,0.272669343,0.055136775,0.159912593
aug_v2a.02966,grey,M26,0.023683561,0.143289997,0.056987067,-0.154309292
aug_v2a.18552,grey,M26,-0.019983335,0.003767812,0.077705136,-0.190469295
aug_v2a.18553,blue,M11,-0.426631981,-0.661983016,0.04628021,-0.11086701
aug_v2a.18554,grey60,M4,0.174513798,-0.733370054,0.526973271,0.338520741
aug_v2a.18555,brown,M21,0.231113698,0.530266487,-0.049796193,0.191664824
aug_v2a.18556,blue,M11,-0.50550511,-0.234223195,-0.366825225,-0.259627129
aug_v2a.18557,yellow,M12,-0.177771097,0.043373587,-0.372041058,-0.21081323
aug_v2a.18560,green,M18,0.560947291,0.129779805,0.145434857,0.231771117
aug_v2a.18561,grey,M26,0.212051521,-0.039080408,-0.039526317,-0.070718863
aug_v2a.00228,pink,M19,0.520641412,0.059096285,0.36973499,0.360331055
aug_v2a.02967,turquoise,M20,0.027580579,0.319937065,0.0196546,0.102211751
aug_v2a.18562,turquoise,M20,0.166915412,0.490287105,-0.069864115,0.07932388
aug_v2a.18563,pink,M19,0.415739459,0.350449069,0.242695976,0.197841926
aug_v2a.18564,pink,M19,0.223210538,0.196301811,0.255943564,0.123449653
aug_v2a.18565,grey,M26,-0.06325177,0.073040309,0.055601361,-0.176051186
aug_v2a.18566,brown,M21,-0.021319997,0.28233924,-0.06869347,-0.033324216
aug_v2a.18567,brown,M21,-0.064441625,0.170500849,0.091677395,0.093090794
aug_v2a.18569,brown,M21,-0.039972655,0.649161777,-0.448144859,-0.126686971
aug_v2a.18570,brown,M21,0.149083323,0.246072344,-0.123894256,0.131880242
aug_v2a.18571,black,M24,0.326082504,0.194948747,0.224282728,0.3864071
aug_v2a.18574,brown,M21,0.203806048,0.675663115,-0.446931131,-0.152637609
aug_v2a.02970,turquoise,M20,0.049734857,0.503303224,-0.073309302,-0.016001093
aug_v2a.18576,red,M10,0.024476566,-0.312165871,0.004827597,0.058501137
aug_v2a.18577,brown,M21,0.05161166,0.201865415,-0.042183522,0.073784769
aug_v2a.18578,green,M18,0.521568233,-0.03567506,0.252549058,0.310148876
aug_v2a.18579,turquoise,M20,0.017670967,0.267352002,-0.009885792,-0.026654906
aug_v2a.18580,yellow,M12,-0.145515542,0.291026764,-0.276987458,-0.356919645
aug_v2a.02971,yellow,M12,-0.323049902,0.058092764,-0.148177815,-0.284635911
aug_v2a.02972,brown,M21,0.261102808,0.165415708,-0.210057228,-0.162773405
aug_v2a.18581,blue,M11,0.098990497,-0.612759087,0.236777836,0.080346519
aug_v2a.18583,yellow,M12,-0.250150522,0.041271861,-0.179343099,-0.305574111
aug_v2a.18586,blue,M11,-0.387771156,-0.534326293,-0.122763965,-0.348166847
aug_v2a.18587,blue,M11,-0.182622466,-0.723671552,-0.03872004,-0.247570904
aug_v2a.18588,turquoise,M20,-0.063067341,0.206347163,0.024978655,0.023644375
aug_v2a.18590,turquoise,M20,0.225918257,0.39076319,-0.00389932,0.19319081
aug_v2a.18591,turquoise,M20,0.19756213,0.239350773,-0.072642764,0.140102471
aug_v2a.18593,lightgreen,M22,0.246009489,0.265877936,-0.545268727,-0.368593967
aug_v2a.02974,grey,M26,-0.24311211,-0.074816575,0.031047002,0.13168378
aug_v2a.18595,grey,M26,-0.260500581,0.080696467,-0.076124821,-0.27079208
aug_v2a.18596,grey,M26,-0.227044182,0.113851459,0.029894524,-0.187598664
aug_v2a.02976,grey,M26,-0.038252101,0.045534064,-0.278552928,-0.052504317
aug_v2a.18597,grey,M26,-0.048914413,-0.094439761,-0.037456356,-0.048118567
aug_v2a.02980,yellow,M12,-0.029856078,0.219902187,-0.036369255,-0.200487209
aug_v2a.02981,green,M18,0.442612781,0.377934865,0.419540583,0.4637592
aug_v2a.02982,turquoise,M20,0.373433481,0.308504001,0.12692534,0.258398381
aug_v2a.02983,salmon,M23,0.18087883,-0.0927037,0.065093234,-0.026931596
aug_v2a.02985,brown,M21,-0.041225722,0.346756348,-0.075556052,0.02963358
aug_v2a.02986,cyan,M2,-0.096454633,-0.426329988,-0.346359649,-0.311003811
aug_v2a.02989,grey,M26,-0.045151794,-0.040114809,-0.132185504,-0.126575208
aug_v2a.02990,turquoise,M20,0.186095192,0.139769601,0.432288361,0.44127972
aug_v2a.18604,turquoise,M20,0.367299313,0.247028572,0.017409258,0.018671833
aug_v2a.18606,black,M24,0.214974681,-0.252185532,-0.105041062,0.072813933
aug_v2a.18607,grey,M26,0.071087013,-0.097333992,-0.258781878,-0.164381106
aug_v2a.18608,yellow,M12,-0.346139595,-0.438763295,-0.176163024,-0.260058132
aug_v2a.18610,grey,M26,0.162638293,-0.292323307,-0.323743393,-0.21460361
aug_v2a.18612,pink,M19,0.40743429,0.154247216,0.166422915,0.300424783
aug_v2a.02995,greenyellow,M15,-0.03984599,0.113939722,-0.389644704,-0.177414928
aug_v2a.18614,cyan,M2,0.031614291,-0.38655588,-0.040583338,-0.269214261
aug_v2a.18615,turquoise,M20,0.318017167,0.222100936,0.265461351,0.285933643
aug_v2a.00230,green,M18,0.301404616,0.095499043,0.391710262,0.395126018
aug_v2a.00231,purple,M6,0.158671249,-0.143065598,0.157650653,0.2134282
aug_v2a.02998,magenta,M13,-0.007800086,0.67714625,-0.344646514,-0.200779534
aug_v2a.18617,pink,M19,0.292357754,0.151611954,0.259852061,0.199325836
aug_v2a.18618,pink,M19,0.172149294,-0.197457213,0.372475436,0.146553848
aug_v2a.18619,blue,M11,-0.119529393,-0.488918798,-0.06429368,-0.199324927
aug_v2a.18620,pink,M19,0.221834976,-0.093915822,0.388468845,0.319776034
aug_v2a.18621,turquoise,M20,0.337640578,0.279301299,-0.040040898,0.081633463
aug_v2a.18622,turquoise,M20,0.215828956,0.582180533,-0.028826034,-0.068931296
aug_v2a.18623,turquoise,M20,0.238639006,-0.215499896,0.279667836,0.194224345
aug_v2a.18624,grey,M26,-0.174117853,-0.326918892,0.124887224,0.184509205
aug_v2a.18628,yellow,M12,-0.390780695,0.058941185,0.01903868,0.225786997
aug_v2a.03000,black,M24,0.246764496,-0.020598741,0.048168054,0.125324511
aug_v2a.18632,darkred,M3,0.029189674,-0.724568119,0.057789108,-0.15584022
aug_v2a.18635,turquoise,M20,-0.359161539,0.470317241,0.175552987,0.098584599
aug_v2a.18636,blue,M11,-0.233556579,-0.730571603,0.006724841,-0.18886208
aug_v2a.18637,blue,M11,-0.25770136,-0.475723556,0.017020659,-0.240787522
aug_v2a.18639,brown,M21,-0.065617692,0.295287464,-0.161949081,-0.080573902
aug_v2a.18640,turquoise,M20,0.212386771,0.217753982,0.148362013,0.007293605
aug_v2a.18642,salmon,M23,0.297250094,-0.441626804,-0.258299552,-0.200605585
aug_v2a.18643,brown,M21,-0.097557372,-0.008548488,0.026681224,0.115849847
aug_v2a.18649,purple,M6,0.075875009,-0.066003104,0.665110828,0.291055831
aug_v2a.18650,turquoise,M20,0.334236347,0.181132776,0.214378018,0.429544741
aug_v2a.18651,turquoise,M20,0.225093094,0.318229339,-0.017544099,0.063094358
aug_v2a.18652,grey60,M4,0.390568806,-0.401314098,0.319887756,0.083515183
aug_v2a.18655,blue,M11,-0.061794094,-0.44625526,-0.116319823,-0.156729914
aug_v2a.18659,tan,M25,0.180805538,0.050061479,-0.273920527,-0.289655776
aug_v2a.03003,red,M10,-0.303888803,0.039056307,0.396500131,0.166519617
aug_v2a.03004,red,M10,-0.332430923,-0.252027143,0.283787565,0.068026764
aug_v2a.18660,green,M18,0.355523767,0.212135746,0.357914127,0.458780539
aug_v2a.18662,blue,M11,-0.311390767,-0.556649311,-0.426515228,-0.348418633
aug_v2a.03005,grey,M26,0.258411205,0.105048376,-0.025925389,-0.094942393
aug_v2a.03006,magenta,M13,-0.260745522,0.726917566,0.115413267,0.239902491
aug_v2a.03007,yellow,M12,-0.398112646,0.366624949,-0.046992965,0.022838449
aug_v2a.18664,grey,M26,-0.19596795,0.161330815,-0.260315204,-0.340968963
aug_v2a.18665,turquoise,M20,0.004262922,0.455318488,0.005516046,0.099193995
aug_v2a.03009,pink,M19,0.041799868,0.085861469,0.202092775,0.157269093
aug_v2a.03010,pink,M19,0.234816574,0.244338262,0.180319873,0.213337325
aug_v2a.03011,pink,M19,0.269322868,0.273021388,0.173104616,0.217678204
aug_v2a.18669,grey,M26,-0.098137936,0.007524011,-0.230701471,-0.385265318
aug_v2a.18671,grey,M26,-0.057605251,0.083712876,-0.063515348,-0.031717038
aug_v2a.03013,lightgreen,M22,0.203580473,0.083698923,-0.396270173,-0.403715557
aug_v2a.18673,turquoise,M20,0.04118723,0.201472166,0.129879362,0.233766689
aug_v2a.18675,grey,M26,-0.154010162,0.163382049,-0.181096804,-0.330033516
aug_v2a.18676,grey,M26,-0.335408367,0.282417851,0.042917285,-0.042840312
aug_v2a.18677,green,M18,0.303472505,-0.058091741,0.08860831,0.097189329
aug_v2a.18680,black,M24,0.109622814,-0.043936483,0.153552054,-0.037680861
aug_v2a.18681,yellow,M12,-0.330378458,-0.118936067,-0.018630058,-0.008340376
aug_v2a.18682,turquoise,M20,0.408732209,0.10339094,0.117159086,0.271084606
aug_v2a.00232,grey,M26,0.011566247,-0.040739041,0.039917077,-0.079790523
aug_v2a.00239,greenyellow,M15,0.168117782,0.021486141,-0.434391727,-0.020794523
aug_v2a.00243,purple,M6,0.263825989,0.005129289,0.009332763,-0.181963682
aug_v2a.00244,turquoise,M20,0.327478909,0.217727534,0.035124147,0.138632595
aug_v2a.00246,salmon,M23,-0.124319175,0.008370567,-0.191227053,-0.200311696
aug_v2a.00247,green,M18,0.305733528,-0.191704044,0.048090796,-0.207400448
aug_v2a.03014,turquoise,M20,-0.021942129,0.141467053,-0.005216775,0.100293236
aug_v2a.03015,black,M24,0.01958532,0.225420266,-0.054248287,0.137480472
aug_v2a.03016,turquoise,M20,0.087123795,0.237218894,0.188316603,-0.003878019
aug_v2a.18683,magenta,M13,-0.030563253,0.738568193,-0.442290363,-0.228173472
aug_v2a.18684,grey,M26,0.128219361,-0.358559666,-0.072184459,-0.270436178
aug_v2a.18686,purple,M6,-0.033131788,0.352792693,0.2200562,0.004295488
aug_v2a.03018,blue,M11,-0.022923253,-0.714893295,0.046190469,-0.112671711
aug_v2a.18688,blue,M11,-0.122677951,-0.54994737,-0.385876873,-0.380605509
aug_v2a.18690,salmon,M23,-0.001903526,-0.108089094,-0.260659667,-0.115477212
aug_v2a.18691,royalblue,M8,-0.202666839,-0.519569265,0.094963843,0.120298546
aug_v2a.18693,green,M18,0.472101269,0.134398545,0.434554723,0.389688359
aug_v2a.18695,brown,M21,-0.108804251,0.299898479,-0.265490319,-0.039031731
aug_v2a.18699,yellow,M12,-0.343790426,-0.455668054,-0.42527905,-0.384307307
aug_v2a.18704,black,M24,0.061057608,-0.059173988,-0.219772591,-0.102263963
aug_v2a.18705,grey,M26,-0.025646935,-0.116200673,-0.048181041,0.13295513
aug_v2a.03022,green,M18,0.372424329,0.04649775,0.452609331,0.250091978
aug_v2a.03028,black,M24,0.238724459,0.083109224,-0.202012988,-0.019903274
aug_v2a.03029,grey,M26,-0.206709884,0.066118367,0.085089384,0.008686171
aug_v2a.03031,red,M10,-0.212784345,0.013782235,0.178458576,0.22623999
aug_v2a.18707,pink,M19,0.442470134,0.335498918,0.339210939,0.316190604
aug_v2a.18708,grey,M26,-0.036311847,0.231308202,-0.116769915,0.011694497
aug_v2a.18709,turquoise,M20,0.194908806,-0.0461782,0.591378719,0.578837894
aug_v2a.18712,blue,M11,-0.378408493,-0.586872678,-0.323594658,-0.363544586
aug_v2a.18715,pink,M19,0.414736972,0.152835895,0.291962649,0.101391734
aug_v2a.18716,blue,M11,0.047011855,-0.579504788,0.02721895,-0.031255135
aug_v2a.18718,purple,M6,0.149063847,-0.150157378,0.2926639,0.004152633
aug_v2a.18724,green,M18,0.465470021,-0.019837233,0.188533185,0.149146559
aug_v2a.18726,cyan,M2,-0.008942604,-0.09900102,0.021873513,-0.062319159
aug_v2a.18729,yellow,M12,-0.259805877,0.244309239,-0.329823494,-0.146024782
aug_v2a.18730,green,M18,0.379733204,0.227568141,0.549756395,0.409695967
aug_v2a.18731,turquoise,M20,0.341818564,0.261298759,0.296289259,0.297202098
aug_v2a.18732,turquoise,M20,0.250184968,0.28316702,0.310426924,0.316119237
aug_v2a.18736,turquoise,M20,0.193224007,0.51726219,-0.005447146,0.041369062
aug_v2a.03035,blue,M11,0.187705348,-0.449436514,-0.355745509,-0.266632505
aug_v2a.18739,green,M18,0.264398313,-0.01561215,0.204859909,0.162952161
aug_v2a.18741,turquoise,M20,0.150347607,-0.250157754,0.121966507,0.152913137
aug_v2a.18742,turquoise,M20,0.212305412,0.025875509,0.151573374,0.185213718
aug_v2a.18743,green,M18,0.081429073,0.006499399,0.351241065,0.253047592
aug_v2a.18744,blue,M11,0.080582735,-0.76721612,-0.159328766,-0.146376701
aug_v2a.18745,magenta,M13,-0.189144498,0.535811272,0.275796676,0.076984934
aug_v2a.03037,green,M18,0.516760052,0.159570202,0.376807784,0.391300191
aug_v2a.03038,pink,M19,0.299802547,0.059273364,0.408831188,0.268675833
aug_v2a.18750,pink,M19,0.123256384,0.21419014,-0.118964022,-0.067300945
aug_v2a.18754,lightgreen,M22,0.206095471,0.413616279,-0.288036581,-0.195227864
aug_v2a.18756,blue,M11,-0.175298424,-0.7382825,0.137013389,0.029009875
aug_v2a.00250,brown,M21,-0.287630819,0.557158746,-0.020597529,0.074461149
aug_v2a.00251,green,M18,0.514210846,0.197142405,0.144453302,0.09094365
aug_v2a.18759,greenyellow,M15,-0.13419534,0.25691927,-0.503145426,-0.199813024
aug_v2a.18761,tan,M25,-0.058160594,0.304806245,-0.208727938,-0.211850379
aug_v2a.18765,blue,M11,0.179521893,-0.358333766,-0.269044947,-0.163500803
aug_v2a.18766,brown,M21,0.014759849,0.258207223,-0.046624578,0.139708737
aug_v2a.18767,blue,M11,-0.140277867,-0.675531151,-0.161405257,-0.173457452
aug_v2a.18768,lightgreen,M22,0.130127644,0.609457459,-0.172225643,-0.106298513
aug_v2a.18771,darkred,M3,0.063088586,-0.826400303,-0.034054863,-0.095025585
aug_v2a.18773,black,M24,0.121243894,0.275174361,0.169340646,0.037009318
aug_v2a.18775,green,M18,0.440137569,0.186594242,0.08703275,-0.028986259
aug_v2a.18777,blue,M11,-0.137248814,-0.499141813,-0.0635519,-0.230932316
aug_v2a.18778,turquoise,M20,0.38261061,0.399755633,0.29039346,0.357949318
aug_v2a.18779,turquoise,M20,0.420552246,0.182305586,0.064732198,0.095472864
aug_v2a.18780,grey,M26,-0.032999775,-0.050205877,0.116326038,0.046636372
aug_v2a.18781,black,M24,0.077532713,0.051102995,0.375297493,0.202120472
